,count_id,type,volume,xing_leg
521,547,Sch,0,SL
522,547,Ped,0,NL
523,547,Sch,0,NL
524,547,Ped,11,WL
525,547,Sch,3,WL
526,547,Ped,3,EL
527,547,Sch,0,EL
528,550,Ped,467,SL
529,550,Sch,119,SL
530,550,Ped,259,NL
531,550,Sch,13,NL
532,550,Ped,33,WL
533,550,Sch,3,WL
534,550,Ped,47,EL
535,550,Sch,4,EL
536,556,Ped,365,SL
537,556,Sch,99,SL
538,556,Ped,368,NL
539,556,Sch,51,NL
540,556,Ped,476,WL
541,556,Sch,87,WL
542,556,Ped,491,EL
543,556,Sch,136,EL
544,558,Ped,365,SL
545,558,Sch,99,SL
546,558,Ped,368,NL
547,558,Sch,51,NL
548,558,Ped,476,WL
549,558,Sch,87,WL
550,558,Ped,491,EL
551,558,Sch,136,EL
552,561,Ped,285,SL
553,561,Sch,93,SL
554,561,Ped,320,NL
555,561,Sch,60,NL
556,561,Ped,540,WL
557,561,Sch,61,WL
558,561,Ped,349,EL
559,561,Sch,40,EL
560,575,Ped,31,SL
561,575,Sch,4,SL
562,575,Ped,19,NL
563,575,Sch,7,NL
564,575,Ped,113,WL
565,575,Sch,36,WL
566,575,Ped,122,EL
567,575,Sch,23,EL
568,579,Ped,56,SL
569,579,Sch,3,SL
570,579,Ped,12,NL
571,579,Sch,0,NL
572,579,Ped,12,WL
573,579,Sch,0,WL
574,579,Ped,38,EL
575,579,Sch,0,EL
576,596,Ped,5,SL
577,596,Sch,0,SL
578,596,Ped,8,NL
579,596,Sch,0,NL
580,596,Ped,13,WL
581,596,Sch,1,WL
582,596,Ped,9,EL
583,596,Sch,3,EL
584,611,Ped,90,SL
585,611,Sch,2,SL
586,611,Ped,235,NL
587,611,Sch,0,NL
588,611,Ped,439,WL
589,611,Sch,102,WL
590,611,Ped,265,EL
591,611,Sch,1,EL
592,618,Ped,0,SL
593,618,Sch,0,SL
594,618,Ped,29,NL
595,618,Sch,0,NL
596,618,Ped,12,WL
597,618,Sch,0,WL
598,618,Ped,23,EL
599,618,Sch,0,EL
600,628,Ped,679,SL
601,628,Sch,9,SL
602,628,Ped,530,NL
603,628,Sch,3,NL
604,628,Ped,718,WL
605,628,Sch,5,WL
606,628,Ped,389,EL
607,628,Sch,7,EL
608,638,Ped,246,SL
609,638,Sch,0,SL
610,638,Ped,1611,NL
611,638,Sch,0,NL
612,638,Ped,0,WL
613,638,Sch,0,WL
614,638,Ped,0,EL
615,638,Sch,0,EL
616,639,Ped,11,SL
617,639,Sch,0,SL
618,639,Ped,205,NL
619,639,Sch,0,NL
620,639,Ped,600,WL
621,639,Sch,0,WL
622,639,Ped,749,EL
623,639,Sch,4,EL
624,652,Ped,1424,SL
625,652,Sch,22,SL
626,652,Ped,1694,NL
627,652,Sch,142,NL
628,652,Ped,3436,WL
629,652,Sch,81,WL
630,652,Ped,486,EL
631,652,Sch,45,EL
632,673,Ped,485,SL
633,673,Sch,3,SL
634,673,Ped,680,NL
635,673,Sch,0,NL
636,673,Ped,489,WL
637,673,Sch,1,WL
638,673,Ped,800,EL
639,673,Sch,1,EL
640,693,Ped,387,SL
641,693,Sch,0,SL
642,693,Ped,710,NL
643,693,Sch,0,NL
644,693,Ped,797,WL
645,693,Sch,0,WL
646,693,Ped,637,EL
647,693,Sch,0,EL
648,755,Ped,2029,SL
649,755,Sch,0,SL
650,755,Ped,1516,NL
651,755,Sch,0,NL
652,755,Ped,1230,WL
653,755,Sch,0,WL
654,755,Ped,875,EL
655,755,Sch,0,EL
656,810,Ped,1509,SL
657,810,Sch,9,SL
658,810,Ped,798,NL
659,810,Sch,7,NL
660,810,Ped,651,WL
661,810,Sch,12,WL
662,810,Ped,488,EL
663,810,Sch,1,EL
664,871,Ped,12,SL
665,871,Sch,0,SL
666,871,Ped,92,NL
667,871,Sch,0,NL
668,871,Ped,1007,WL
669,871,Sch,2,WL
670,871,Ped,0,EL
671,871,Sch,0,EL
672,872,Ped,56,SL
673,872,Sch,2,SL
674,872,Ped,364,NL
675,872,Sch,4,NL
676,872,Ped,8,WL
677,872,Sch,0,WL
678,872,Ped,0,EL
679,872,Sch,0,EL
680,878,Ped,707,SL
681,878,Sch,4,SL
682,878,Ped,435,NL
683,878,Sch,0,NL
684,878,Ped,322,WL
685,878,Sch,0,WL
686,878,Ped,480,EL
687,878,Sch,0,EL
688,892,Ped,0,SL
689,892,Sch,0,SL
690,892,Ped,0,NL
691,892,Sch,0,NL
692,892,Ped,0,WL
693,892,Sch,0,WL
694,892,Ped,0,EL
695,892,Sch,0,EL
696,893,Ped,0,SL
697,893,Sch,0,SL
698,893,Ped,0,NL
699,893,Sch,0,NL
700,893,Ped,0,WL
701,893,Sch,0,WL
702,893,Ped,0,EL
703,893,Sch,0,EL
704,894,Ped,0,SL
705,894,Sch,0,SL
706,894,Ped,0,NL
707,894,Sch,0,NL
708,894,Ped,0,WL
709,894,Sch,0,WL
710,894,Ped,0,EL
711,894,Sch,0,EL
712,895,Ped,0,SL
713,895,Sch,0,SL
714,895,Ped,0,NL
715,895,Sch,0,NL
716,895,Ped,0,WL
717,895,Sch,0,WL
718,895,Ped,0,EL
719,895,Sch,0,EL
720,896,Ped,140,SL
721,896,Sch,0,SL
722,896,Ped,0,NL
723,896,Sch,140,NL
724,896,Ped,140,WL
725,896,Sch,0,WL
726,896,Ped,0,EL
727,896,Sch,140,EL
728,899,Ped,140,SL
729,899,Sch,0,SL
730,899,Ped,0,NL
731,899,Sch,140,NL
732,899,Ped,140,WL
733,899,Sch,0,WL
734,899,Ped,0,EL
735,899,Sch,140,EL
736,929,Ped,9,SL
737,929,Sch,0,SL
738,929,Ped,67,NL
739,929,Sch,3,NL
740,929,Ped,474,WL
741,929,Sch,20,WL
742,929,Ped,4,EL
743,929,Sch,0,EL
744,933,Ped,733,SL
745,933,Sch,648,SL
746,933,Ped,618,NL
747,933,Sch,99,NL
748,933,Ped,1674,WL
749,933,Sch,685,WL
750,933,Ped,863,EL
751,933,Sch,1071,EL
752,937,Ped,0,SL
753,937,Sch,0,SL
754,937,Ped,293,NL
755,937,Sch,2,NL
756,937,Ped,320,WL
757,937,Sch,0,WL
758,937,Ped,643,EL
759,937,Sch,0,EL
760,1011,Ped,364,SL
761,1011,Sch,5,SL
762,1011,Ped,534,NL
763,1011,Sch,33,NL
764,1011,Ped,331,WL
765,1011,Sch,26,WL
766,1011,Ped,407,EL
767,1011,Sch,11,EL
768,1016,Ped,319,SL
769,1016,Sch,37,SL
770,1016,Ped,293,NL
771,1016,Sch,27,NL
772,1016,Ped,24,WL
773,1016,Sch,1,WL
774,1016,Ped,11,EL
775,1016,Sch,0,EL
776,1017,Ped,2084,SL
777,1017,Sch,3,SL
778,1017,Ped,1030,NL
779,1017,Sch,2,NL
780,1017,Ped,627,WL
781,1017,Sch,0,WL
782,1017,Ped,1619,EL
783,1017,Sch,0,EL
784,1022,Ped,1384,SL
785,1022,Sch,0,SL
786,1022,Ped,735,NL
787,1022,Sch,0,NL
788,1022,Ped,747,WL
789,1022,Sch,0,WL
790,1022,Ped,961,EL
791,1022,Sch,0,EL
792,1038,Ped,110,SL
