,count_id,date,dayofweek,district,hours,school_day,street_ew,street_ns,weather
35,18649,2009-05-20,WEDNESDAY,YES,7-10AM 2-5PM,YES,SATICOY ST,MCNULTY AV,SUNNY
36,18718,2009-01-13,WEDNESDAY,YES,7-10AM 3-6PM,YES,VENICE BL,MCLAUGHLIN AV,RAIN
37,18725,2010-02-04,THURSDAY,YES,7-10AM 3-6PM,YES,PALMS BL,MCLAUGHLIN AV,SUNNY
38,18737,2008-07-08,TUESDAY,YES,7-10AM 2-5PM,YES,52ND PL,MCKINLEY AV,SUNNY
39,18741,2014-06-02,MONDAY,YES,7-10AM 2-5PM,YES,WESTMONT DR. / DELASONDE DR.,WESTERN AV.,SUNNY
40,18301,2014-05-01,THURSDAY,YES,7-10AM 2-5PM,YES,TEMPLE ST.,OCCIDENTAL BL.,SUNNY
41,18432,2009-05-06,WEDNESDAY,YES,7-10AM 2-5PM,YES,SHERMAN WAY,WHITAKER AV,SUNNY
42,18516,2014-05-07,WEDNESDAY,YES,7-10AM 2-5PM,YES,ATWATER AV.,FLETCHER DR. (PEDS ONLY),SUNNY
43,18529,2014-05-21,TUESDAY,YES,7-10AM 3-6PM,YES,101 FWY. N/B ON RAMP,ALAMEDA ST.,SUNNY
44,18589,2014-05-28,WEDNESDAY,YES,7-10AM 3-6PM,YES,EL MONTE BUSWAY,ALAMEDA ST.,SUNNY
45,18626,2014-06-03,TUESDAY,YES,7-10 AM,YES,NATIONAL BL.,MOTOR AV.,SUNNY
46,18645,2008-12-23,TUESDAY,YES,7-10AM 3-6PM,YES,SESNON BL,MEADOWLARK AV,SUNNY
47,18694,2008-11-03,MONDAY,YES,7-10AM 2-5PM,YES,WYANDOTTE ST,SEPULVEDA BL,SUNNY
48,18761,2008-12-09,TUESDAY,YES,7-10AM 3-6PM,YES,VENTURA FWY WB OFF RAMP,SEPULVEDA BL,SUNNY
49,18491,2014-05-14,WEDNESDAY,YES,7-10AM 3-6PM,YES,CASITAS AV.,FLETCHER DR. (UPPER RDWY.),SUNNY
50,18748,2009-04-23,THURSDAY,YES,7-10AM 2-5PM,YES,WILSHIRE BL,MCCADDEN PL,SUNNY
51,18751,2010-03-01,MONDAY,YES,7-10AM 2-5PM,YES,MCCORMICK ST,TUJUNGA AV,SUNNY
52,18830,2014-06-12,THURSDAY,YES,,YES,WASHINGTON BL.,WALTON AV.,SUNNY
53,18837,2014-06-11,WEDNESDAY,YES,8:30 AM-12:30 PM,YES,170th ST.,FIGUEROA ST.,CLEAR
54,18675,2014-05-22,THURSDAY,YES,7-10AM 3-6PM,YES,TEMPLE HILL DR.,BEACHWOOD DR. (PEDS ONLY),SUNNY
55,18728,2010-03-11,THURSDAY,YES,7-10AM 2-5PM,YES,VERNON AV,MCKINLEY AV,SUNNY
56,18735,2008-07-08,TUESDAY,YES,7-10AM 2-5PM,YES,53RD ST,MCKINLEY AV,SUNNY
57,18773,2009-04-03,FRIDAY,YES,7-10AM 2-5PM,YES,6TH ST,MCCADDEN PL,SUNNY
58,18927,2014-06-25,WEDNESDAY,YES,7-10AM 3-6PM,YES,WASHINGTON BL.,HAUSER BL.,SUNNY
59,18986,2014-07-09,WEDNESDAY,YES,7-10AM 3-6PM,YES,BURBANK BL.,SAN DIEGO FWY. S/B RAMPS,SUNNY
60,18815,2014-06-10,TUESDAY,YES,7-10AM 3-6PM,YES,ARCADIA ST./ 101 FWY. N/B OFF RAMP,ALAMEDA ST.,SUNNY
61,18926,2014-06-19,THURSDAY,YES,7-10AM 3-6PM,YES,JEFFERSON BL.,WESTERN AV.,SUNNY
62,19013,2013-05-29,WEDNESDAY,YES,7-10AM & 3-6PM,YES,Texas Ave,Bundy Dr,SUNNY
63,19015,2013-05-29,WEDNESDAY,YES,7-10AM & 3-6PM,YES,National Blvd,Bundy Dr,SUNNY
64,19016,2013-05-29,WEDNESDAY,YES,7-10AM & 3-6PM,YES,Wilshire Blvd,Barrington Ave,SUNNY
65,19018,2013-05-29,WEDNESDAY,YES,7-10AM & 3-6PM,YES,Mississippi Ave,Barrington Ave,SUNNY
66,19023,2013-05-29,WEDNESDAY,YES,7-10AM & 3-6PM,YES,Olympic Blvd,Sepulveda Blvd,SUNNY
67,19027,2013-12-04,Wednesday,YES,7-10 & 3-6,YES,Palms Blvd,Centinela Ave,SUNNY
68,19040,2014-01-15,Wednesday,YES,7-10 & 3-6,YES,Venice Blvd,Figueroa St,SUNNY
69,19041,2014-01-15,Wednesday,YES,7-10 & 3-6,YES,Washington Blvd,Figueroa St,SUNNY
70,19042,2014-01-15,Wednesday,YES,7-10 & 3-6,YES,Pico Blvd,Flower St,SUNNY
71,19044,2014-01-15,Wednesday,YES,7-10 & 3-6,YES,Vencie Blvd,Grand Ave,SUNNY
72,19045,2014-01-16,Thursday,YES,7-10 & 3-6,YES,Franklin Ave,Highland Ave,SUNNY
73,19046,2014-01-16,Thursday,YES,7-10 & 3-6,YES,Franklin Ave,Whitley Ave,SUNNY
74,19049,2013-12-04,Wednesday,YES,7-10 & 3-6,YES,Hollywood Blvd,Cahuenga Blvd,SUNNY
75,19052,2014-02-20,Thursday,YES,7-10 & 3-6,YES,Sunset Blvd,Western Ave,SUNNY
76,19060,2011-05-11,Wednesday,YES,7-10AM 3-4PM,YES,Parthenia St,Balboa Blvd,SUNNY
77,19061,2011-05-11,Wednesday,YES,7-10AM 3-4PM,YES,Parthenia St,Hayvenhurst Ave,SUNNY
78,19062,2011-05-12,Thursday,YES,7-10AM 3-4PM,YES,Parthenia St,Woodley Ave,SUNNY
79,19065,2011-05-11,Wednesday,YES,7-10AM 3-4PM,YES,Roscoe Blvd,405 Fwy NB Ramps,SUNNY
80,19066,2013-02-14,THURSDAY,YES,7-10AM,YES,Oxnard St,Laurel Canyon Bl,SUNNY
81,19067,2013-02-14,THURSDAY,YES,7-10AM,YES,Burbank Blvd,Whitsett Ave,SUNNY
82,19068,2013-02-14,THURSDAY,YES,7-10AM & 3-6PM,YES,Burbank Blvd,Laurel Canyon Bl,SUNNY
83,19069,2013-02-14,THURSDAY,YES,7-10AM,YES,Burbank Blvd,SB 170 Fwy Off-Ramp,SUNNY
84,19070,2013-02-14,THURSDAY,YES,7-10AM,YES,Magnolia Blvd,Laurel Canyon Bl,SUNNY
85,19072,2013-05-15,WEDNESDAY,YES,7-10AM 3-6PM,YES,MAGNOLIA BOULEVARD,SR-170 SOUTH,CLEAR
86,19075,2013-05-15,WEDNESDAY,YES,7-10AM 3-6PM,YES,MAGNOLIA BOULEVARD,LANKERSHIM BOULEVARD,CLEAR
87,19123,2010-06-03,THURSDAY,YES,10AM-1PM 3-6PM,YES,92ND ST,SEPULVEDA BL,SUNNY
88,19144,2008-05-14,WEDNESDAY,YES,7-10AM 3-6PM,YES,84TH PL,SEPULVEDA BL,SUNNY
89,26308,2016-06-08,WEDNESDAY,YES,7-10 AM 2-5 PM,YES,1st ST.,FRESNO ST.,SUNNY
90,26409,2016-06-07,Tuesday,YES,7-10 & 3-6,YES,Valley Vista Blvd,Woodcliff Rd,SUNNY
91,26410,2016-06-07,Tuesday,YES,7-10 & 3-6,YES,Deerhorn Dr,Woodcliff Rd,SUNNY
92,26411,2016-06-07,Tuesday,YES,7-10 & 3-6,YES,Mulholland Dr,Woodcliff Rd,SUNNY
93,26412,2016-06-07,Tuesday,YES,7-10 & 3-6,YES,Cody Rd,Woodcliff Rd,SUNNY
94,26413,2016-06-07,Tuesday,YES,7-10 & 3-6,YES,Valley Vista Blvd,Noble Ave,SUNNY
95,26414,2016-06-07,Tuesday,YES,7-10 & 3-6,YES,Valley Vista Blvd,Saugus Ave,SUNNY
96,26463,2015-06-16,Tuesday,YES,7-10 & 3-6,YES,Academy Rd,Elysian Park Dr,SUNNY
97,26458,2016-06-08,Wednesday,YES,7-10 & 3-6,YES,Apperson St,Foothill Blvd,SUNNY
98,26459,2016-06-08,Wednesday,YES,7-10 & 3-6,YES,Day St_Plainview Ave,Foothill Blvd,SUNNY
99,26460,2016-06-08,Wednesday,YES,7-10 & 3-6,YES,Day St_Plainview Ave,Foothill Blvd,SUNNY
100,26467,2016-06-08,Wednesday,YES,7-10 & 3-6,YES,Foothill Blvd,Commerce Ave,SUNNY
101,26514,2016-06-14,Tuesday,YES,7-10 & 3-6,YES,2nd St,St. Louis St,SUNNY
102,26515,2016-06-14,Tuesday,YES,7-10 & 3-6,YES,3rd St,St. Louis St,SUNNY
103,26646,2016-06-14,Tuesday,YES,7-10 & 3-6,YES,102nd St_Dwy,Compton Ave,SUNNY
104,26647,2016-07-14,THURSDAY,YES,7-10 AM & 3-6 PM,YES,VENICE BL.,BEETHOVEN ST.,SUNNY
105,26648,2016-06-14,Tuesday,YES,7-10 & 3-6,YES,Cadillac Ave,Venice Blbd,SUNNY
106,26652,2016-06-20,Monday,YES,7-10 & 3-6,YES,28th St,Vermont Ave,SUNNY
107,26653,2016-06-14,Tuesday,YES,7-10 & 3-6,YES,Gage Ave,Vermont Ave,SUNNY
108,26654,2016-06-07,Tuesday,YES,7-10 & 3-6,YES,Victory Blvd,White Oak Ave,SUNNY
109,26656,2016-06-14,Tuesday,YES,7-10 & 3-6,YES,Washington Blvd,West Blvd,SUNNY
110,26657,2016-06-16,Thursday,YES,7-10 & 3-6,YES,1st St,Western Ave,SUNNY
111,26658,2016-06-07,Tuesday,YES,7-10 & 3-6,YES,94th St,Western Ave,SUNNY
112,26659,2016-06-15,Wednesday,YES,7-10 & 3-6,YES,Vanowen St,Whitsett Ave,SUNNY
113,26660,2016-06-07,Tuesday,YES,7-10 & 3-6,YES,Dolores St,Wilmington Blvd,SUNNY
114,26661,2016-06-14,Tuesday,YES,7-10 & 3-6,YES,PCH,Wilmington Blvd,SUNNY
115,26662,2016-06-08,Wednesday,YES,7-10 & 2-5,YES,La Mirada Ave,Wilton Pl,SUNNY
116,26715,2016-10-05,Wednesday,YES,7-10 & 2-5,YES,52nd St,Main St,SUNNY
117,26717,2016-10-05,Wednesday,YES,7-10 & 2-5,YES,57th St,Avalon Blvd,SUNNY
118,26735,2009-04-22,WEDNESDAY,YES,7-10AM 2-5PM,YES,54TH ST,5TH AV,SUNNY
119,26666,2016-06-07,Tuesday,YES,7-10 & 3-6,YES,48th St,6th Av,SUNNY
120,26579,2016-06-07,Tuesday,YES,7-10 & 3-6,YES,25th St,Moray Ave,SUNNY
121,26580,2016-06-14,Tuesday,YES,7-10 & 3-6,YES,25th St,White Point Dr,SUNNY
122,26581,2016-06-14,Tuesday,YES,7-10 & 3-6,YES,28th St,Crenshaw Blvd,SUNNY
123,26582,2016-06-14,Tuesday,YES,7-10 & 3-6,YES,38th St,Main St,SUNNY
124,26583,2016-06-07,Tuesday,YES,7-10 & 3-6,YES,Rialto Ave_Palms Blvd,Abbot Kinney Blvd,SUNNY
125,26584,2016-06-08,Wednesday,YES,7-10 & 2-5,YES,San Fernando Mission,Amestoy Ave,SUNNY
126,26585,2016-06-14,Tuesday,YES,7-10 & 3-6,YES,Anaheim St,Hawaiian St,SUNNY
127,26586,2016-06-14,Tuesday,YES,7-10 & 3-6,YES,Anaheim St,Island Ave,SUNNY
128,26587,2016-07-06,Wednesday,YES,7-10 & 3-6,YES,Anaheim St,Quay Ave,SUNNY
129,26588,2016-06-07,Tuesday,YES,7-10 & 3-6,YES,103rd St,Anzac Ave,SUNNY
130,26589,2016-06-07,Tuesday,YES,7-10 & 1-3,YES,Oakwood Ave,Ardmore Ave,SUNNY
131,26590,2016-06-07,Tuesday,YES,7-10 & 3-6,YES,Colorado Blvd,Argus Dr,SUNNY
132,26591,2016-06-07,Tuesday,YES,7-10 & 3-6,YES,R St,Avalon Blvd,SUNNY
133,26592,2016-06-08,Wednesday,YES,7-10 & 3-6,YES,Magnolia Blvd,Balboa Blvd,SUNNY
134,26593,2016-06-08,Wednesday,YES,7-10 & 3-6,YES,Bay Park Dr,Playa Vista Dr,SUNNY
135,26594,2016-06-14,Tuesday,YES,7-10 & 3-6,YES,Alhamabra Ave,Bellegelade Ave,SUNNY
136,26595,2016-06-14,Tuesday,YES,7-10 & 3-6,YES,Beverly Blvd,Kenmore Ave (West jog),SUNNY
137,26596,2016-06-08,Wednesday,YES,7-10 & 3-6,YES,Rinaldi St,Blucher Ave,SUNNY
138,26597,2016-06-07,Tuesday,YES,7-10 & 3-6,YES,Burbank Blvd,White Oak Ave,SUNNY
139,26598,2016-06-08,Wednesday,YES,7-10 & 2-5,YES,Carson St,Halldale Ave,SUNNY
140,26599,2016-06-07,Tuesday,YES,7-10 & 3-6,YES,Pennsylvania Ave_Iowa Ave,Centinela Ave,SUNNY
141,26600,2016-06-07,Tuesday,YES,7-10 & 3-6,YES,Rialto Ave_Palms Blvd,Abbot Kinney Blvd,SUNNY
142,26602,2016-06-14,Tuesday,YES,7-10 & 3-6,YES,Vernon Ave,Crenshaw Blvd,SUNNY
143,26603,2016-06-08,Wednesday,YES,7-10 & 3-6,YES,Dorie Dr,Valley Circle Blvd,SUNNY
144,26604,2016-06-07,Tuesday,YES,7-10 & 3-6,YES,Sherman Wy,Encino Ave,SUNNY
145,26605,2016-06-07,Tuesday,YES,7-10 & 3-6,YES,Victory Blvd,Encino Ave,SUNNY
146,26606,2016-06-08,Wednesday,YES,7-10 & 3-6,YES,Sherman Wy,Eton Ave,SUNNY
147,26607,2016-06-08,Wednesday,YES,6-9 & 4:30-7:30,YES,Oxnard St,Fair Ave,SUNNY
148,26608,2016-06-08,Wednesday,YES,7-10 & 2-5,YES,Vanowen St,Fallbrook Ave,SUNNY
149,26609,2016-06-07,Tuesday,YES,7-10 & 3-6,YES,National Blvd,Federal Ave,SUNNY
150,26610,2016-06-08,Wednesday,YES,7-10 & 3-6,YES,Fletcher St,Crystal St_Riple St,SUNNY
151,26611,2016-06-15,Wednesday,YES,7-10 & 3-6,YES,Forest Lawn Dr,N Coyote Cyn Rd,SUNNY
152,26612,2016-06-15,Wednesday,YES,7-10 & 4-7,YES,Franklin Ave,Vista Del Mar Ave,SUNNY
153,26613,2016-06-14,Tuesday,YES,7-10 & 3-6,YES,1st St,Gaffey St,SUNNY
154,26614,2016-06-08,Wednesday,YES,7-10 & 2-5,YES,Broadway,Gates St,SUNNY
155,26616,2016-06-08,Wednesday,YES,7-10 & 2-5,YES,Devonshire St,Hanna Ave,SUNNY
156,26618,2016-06-14,Tuesday,YES,7-10 & 3-6,YES,Waring Ave,Highland Ave,SUNNY
157,26619,2016-06-14,Tuesday,YES,7-10 & 3-6,YES,84th St(South Leg),Hoover St,SUNNY
158,26620,2016-06-07,Tuesday,YES,7-10 & 3-6,YES,Courtleigh Dr,Inglewood Blvd,SUNNY
159,26621,2016-06-08,Wednesday,YES,7-10 & 2-5,YES,Palms Blvd,Jasmine Ave,SUNNY
160,26622,2016-06-15,Wednesday,YES,7-10 & 3-6,YES,Dona Emilia Dr,Laurel Cyn Rd,SUNNY
161,26623,2016-06-15,Wednesday,YES,7-10 & 3-6,YES,Dona Pegita Dr,Laurel Cyn Rd,SUNNY
162,26626,2016-06-07,Tuesday,YES,7-10 & 3-6,YES,Scadlock Ln,Longbow Dr,SUNNY
163,26627,2016-06-14,Tuesday,YES,7-10 & 3-6,YES,111th St,Main St,SUNNY
164,26628,2016-06-15,Wednesday,YES,7-10 & 3-6,YES,Caltic St,Mason Ave,SUNNY
165,26629,2016-06-07,Tuesday,YES,7-10 & 3-6,YES,Pico Blvd,Military Ave,SUNNY
166,26630,2016-06-07,Tuesday,YES,7-10 & 3-6,YES,National Blvd,Clarington Ave,SUNNY
167,26631,2016-06-14,Tuesday,YES,7-10 & 3-6,YES,57th St(North Leg),Normandie Ave,SUNNY
168,26632,2016-06-14,Tuesday,YES,7-10 & 3-6,YES,57th St(South Leg),Normandie Ave,SUNNY
169,26633,2016-06-14,Tuesday,YES,7-10 & 3-6,YES,Gage Ave,Normandie Ave,SUNNY
170,26634,2016-06-15,Wednesday,YES,7-10 & 3-6,YES,Sherman Wy,Orion Ave,SUNNY
171,26635,2016-06-08,Wednesday,YES,7-10 & 2-5,YES,Sherman Wy,Platt Ave,SUNNY
172,26636,2016-06-07,Tuesday,YES,7-10 & 3-6,YES,Ventura Blvd,Ponce Ave,SUNNY
173,26637,2016-06-15,Wednesday,YES,7-10 & 3-6,YES,Riverside Dr,Ranchito Ave,SUNNY
174,26638,2016-06-08,Wednesday,YES,7-10 & 2-5,YES,Chatsworth St,Reseda Blvd,SUNNY
175,26639,2016-06-08,Wednesday,YES,7-10 & 2-5,YES,105th St,San Perdo St,SUNNY
176,26640,2016-06-08,Wednesday,YES,7-10 & 2-5,YES,Short St,Soto St,SUNNY
177,26641,2016-06-08,Wednesday,YES,7-10 & 2-5,YES,Schoolcraft St,Shoup Ave,SUNNY
178,26642,2016-06-08,Wednesday,YES,7-10 & 3-6,YES,Victory Blvd,Shoup Ave,SUNNY
179,26643,2016-06-14,Tuesday,YES,7-10 & 3-6,YES,Marengo St,Soto St,SUNNY
180,26644,2016-06-14,Tuesday,YES,7-10 & 3-6,YES,Venice Blvd,Thurman Ave,SUNNY
181,26645,2016-06-17,Friday,YES,7-10 & 3-6,YES,Sunset Blvd,Portia St,SUNNY
182,26655,2106-06-15,Tuesday,YES,7-10 & 3-6,YES,Hollywood Blvd,Vine St,SUNNY
183,26716,2016-10-05,Wednesday,YES,7-10 & 2-5,YES,52nd St,Main St,SUNNY
184,26748,2015-06-03,WEDNESDAY,YES,7-10AM 2-5PM,YES,MISSISSIPPI ST.,WESTWOOD BL.,SUNNY
185,27342,2017-02-28,Tuesday,YES,7-10 & 3-6,YES,Venice Blvd,12th Ave,SUNNY
186,27343,2017-03-02,Thursday,YES,7-10 & 3-6,YES,246th St,Avalon Blvd,SUNNY
187,27344,2017-03-07,Tuesday,YES,7-10 & 3-6,YES,Fountain Ave,Bates Ave,SUNNY
188,27345,2017-03-02,Thursday,YES,7-10 & 3-6,YES,Anaheim St,Flint Ave,SUNNY
189,27346,2017-03-02,Thursday,YES,7-10 & 3-6,YES,Anaheim St,Frigate Ave,SUNNY
190,27347,2017-03-02,Thursday,YES,7-10 & 3-6,YES,24th St,Gaffey St,SUNNY
191,27348,2017-03-02,Thursday,YES,7-10 & 3-6,YES,Shepard St,Gaffey St,SUNNY
192,26949,2016-11-17,THURSDAY,YES,7-10 AM & 3-6 PM,YES,12th ST.,LA BREA AV.,SUNNY
193,26950,2016-12-12,MONDAY,YES,7-10AM 2-5PM,YES,ROSEWOOD AV.,WESTERN AV.,SUNNY
194,26951,2016-07-20,WEDNESDAY,YES,7-10 AM & 3-6 PM,YES,VENICE BL.,CENTINELA AV.,SUNNY
195,26952,2016-08-30,Tuesday,YES,7-10 & 2-5,YES,Devonshire St,Zelzah Ave,SUNNY
196,26953,2016-08-31,Wednesday,YES,7-10 & 2-5,YES,5th St,Commonwealth Ave,SUNNY
197,26954,2016-07-27,WEDNESDAY,YES,7-10 AM & 3-6 PM,YES,BEVERLY BL.,ST. ANDREWS PL.,SUNNY
198,26955,2016-10-06,Thursday,YES,7-10 & 3-6,YES,54th St,5th Ave,SUNNY
199,27001,2016-09-22,THURSDAY,YES,11AM-2PM 3-6PM,YES,INDUSTRIAL ST.,MATEO ST,SUNNY
200,27231,2017-02-22,Wednesday,YES,7-10 & 3-6,YES,84th St,Harvard Blvd,SUNNY
201,27232,2017-02-09,Thursday,YES,7-10 & 3-6,YES,Parthenia St,Haskell Ave,SUNNY
202,27233,2017-02-09,Thursday,YES,7-10 & 3-6,YES,Rayen St,Haskell Ave,SUNNY
203,27234,2017-02-09,Thursday,YES,7-10 & 3-6,YES,Roscoe Blvd (East Jog),Haskell Ave,SUNNY
204,27235,2017-02-22,Wednesday,YES,7-10 & 3-6,YES,91st St,Hoover St,SUNNY
205,27236,2017-02-22,Wednesday,YES,7-10 & 3-6,YES,117th St,Hoover St,SUNNY
206,27237,2017-02-09,Thursday,YES,7-10 & 3-6,YES,Adams Blvd,Kenwood Ave,SUNNY
207,27238,2017-02-22,Wednesday,YES,7-10 & 2-5,YES,Hunter St,Lorena St,SUNNY
208,27239,2017-02-22,Wednesday,YES,7-10 & 3-6,YES,Vanowen St,Lurline Ave,SUNNY
209,27240,2017-02-22,Wednesday,YES,7-10 & 3-6,YES,Roscoe Blvd (East Jog),March Ave,SUNNY
210,27243,2017-02-09,Thursday,YES,7-10 & 3-6,YES,Erwin St,Nita Ave,SUNNY
211,27244,2017-02-09,Thursday,YES,7-10 & 3-6,YES,12th St,Normandie Ave,SUNNY
212,27245,2017-02-09,Thursday,YES,7-10 & 3-6,YES,24th St,Normandie Ave,SUNNY
213,27246,2017-02-09,Thursday,YES,7-10 & 3-6,YES,27th St,Normandie Ave,SUNNY
214,27248,2017-02-09,Thursday,YES,7-10 & 3-6,YES,Erwin St,Owensmouth Ave,SUNNY
215,27249,2017-02-09,Thursday,YES,7-10 & 3-6,YES,Jefferson Blvd,Raymond Ave,SUNNY
216,27251,2017-02-22,Wednesday,YES,7-10 & 3-6,YES,89th St,Ruthelen St (Western I_S),SUNNY
217,27253,2017-02-22,Wednesday,YES,7-10 & 3-6,YES,Kittridge St,Shoup Ave,SUNNY
218,27254,2017-02-22,Wednesday,YES,7-10 & 3-6,YES,104th St,St Andrews Pl,SUNNY
219,27255,2017-02-22,Wednesday,YES,7-10 & 3-6,YES,Vernon Ave,St Andrews Pl,SUNNY
220,27256,2017-02-22,Wednesday,YES,7-10 & 3-6,YES,Imperial Hwy,Success Ave,SUNNY
221,27257,2017-02-22,Wednesday,YES,7-10 & 3-6,YES,Devonshire St,Tampa Ave,SUNNY
222,27258,2017-02-22,Wednesday,YES,7-10 & 3-6,YES,Stonegate Dr,Valley Circle Blvd,SUNNY
223,27259,2017-02-22,Wednesday,YES,7-10 & 3-6,YES,Vernon Ave,Van Ness Ave,SUNNY
224,27260,2017-02-09,Thursday,YES,7-10 & 3-6,YES,30th St,Vermont Ave,SUNNY
225,27261,2017-02-22,Wednesday,YES,7-10 & 3-6,YES,Pico Blvd,Wall St,SUNNY
226,13755,2008-04-22,TUESDAY,YES,7-10AM 3-6PM,YES,LANDALE ST,BEN AV,SUNNY
227,13758,2010-06-24,FRIDAY,YES,7-10AM 3-6PM,YES,BENJAMIN AV,MIDFIELD AV,SUNNY
228,13789,2009-05-13,WEDNESDAY,YES,7-10AM 2-5PM,YES,COUNCIL ST,BERENDO ST,SUNNY
229,14192,2009-04-06,MONDAY,YES,7-10AM 3-6PM,YES,54TH ST,VICTORIA AV,SUNNY
230,13527,2010-09-27,MONDAY,YES,7-10AM 3-6PM,YES,WASHINGTON BL,WILTON PL,SUNNY
231,13692,2008-05-08,THURSDAY,YES,7-10AM 3-6PM,YES,CAMARILLO ST,BELLFLOWER AV (EAST I/S),SUNNY
232,13727,2009-03-05,THURSDAY,YES,7-10AM 3-6PM,YES,STRATHERN ST,BELLAIRE AV,SUNNY
233,14011,2008-01-31,THURSDAY,YES,7-10AM 3-6PM,YES,OLYMPIC BL,BONNIE BRAE ST,SUNNY
234,13619,2012-09-27,THURSDAY,YES,7-10AM & 3-6PM,YES,,,SUNNY
235,13667,2009-11-19,THURSDAY,YES,7-10AM 3-6PM,YES,PALMS BL,BEETHOVEN ST,SUNNY
236,13685,2010-08-11,WEDNESDAY,YES,7-10AM 3-6PM,YES,WASHINGTON BL,7TH AV,SUNNY
237,13806,2009-12-10,THURSDAY,YES,7-10AM 3-6PM,YES,SANTA MONICA BL,BERENDO ST,SUNNY
