,approach,type,volume
6790,EB,bike,30
6791,EB,bus,55
6792,SB,dual,7
6793,SB,bike,1
6794,SB,bus,0
6795,NB,dual,36
6796,NB,bike,3
6797,NB,bus,0
6798,WB,dual,228
6799,WB,bike,12
6800,WB,bus,72
6801,EB,dual,224
6802,EB,bike,42
6803,EB,bus,81
6804,SB,dual,4
6805,SB,bike,5
6806,SB,bus,0
6807,NB,dual,5
6808,NB,bike,0
6809,NB,bus,0
6810,WB,dual,5
6811,WB,bike,17
6812,WB,bus,0
6813,EB,dual,3
6814,EB,bike,17
6815,EB,bus,0
6816,SB,dual,10
6817,SB,bike,0
6818,SB,bus,0
6819,NB,dual,1
6820,NB,bike,3
6821,NB,bus,0
6822,WB,dual,76
6823,WB,bike,10
6824,WB,bus,81
6825,EB,dual,66
6826,EB,bike,9
6827,EB,bus,88
6828,SB,dual,45
6829,SB,bike,3
6830,SB,bus,0
6831,NB,dual,44
6832,NB,bike,1
6833,NB,bus,0
6834,WB,dual,3
6835,WB,bike,0
6836,WB,bus,0
6837,EB,dual,4
6838,EB,bike,0
6839,EB,bus,0
6840,SB,dual,2
6841,SB,bike,0
6842,SB,bus,0
6843,NB,dual,1
6844,NB,bike,1
6845,NB,bus,0
6846,WB,dual,79
6847,WB,bike,26
6848,WB,bus,117
6849,EB,dual,136
6850,EB,bike,21
6851,EB,bus,127
6852,SB,dual,1
6853,SB,bike,0
6854,SB,bus,0
6855,NB,dual,2
6856,NB,bike,4
6857,NB,bus,0
6858,WB,dual,2
6859,WB,bike,1
6860,WB,bus,0
6861,EB,dual,0
6862,EB,bike,0
6863,EB,bus,0
6864,SB,dual,13
6865,SB,bike,2
6866,SB,bus,0
6867,NB,dual,14
6868,NB,bike,1
6869,NB,bus,0
6870,WB,dual,0
6871,WB,bike,0
6872,WB,bus,0
6873,EB,dual,3
6874,EB,bike,0
6875,EB,bus,0
6876,SB,dual,0
6877,SB,bike,0
6878,SB,bus,0
6879,NB,dual,0
6880,NB,bike,0
6881,NB,bus,0
6882,WB,dual,6
6883,WB,bike,0
6884,WB,bus,0
6885,EB,dual,7
6886,EB,bike,0
6887,EB,bus,0
6888,SB,dual,33
6889,SB,bike,16
6890,SB,bus,40
6891,NB,dual,20
6892,NB,bike,3
6893,NB,bus,38
6894,WB,dual,0
6895,WB,bike,0
6896,WB,bus,0
6897,EB,dual,10
6898,EB,bike,3
6899,EB,bus,0
6900,SB,dual,24
6901,SB,bike,23
6902,SB,bus,29
6903,NB,dual,29
6904,NB,bike,26
6905,NB,bus,33
6906,WB,dual,3
6907,WB,bike,0
6908,WB,bus,0
6909,EB,dual,0
6910,EB,bike,0
6911,EB,bus,0
6912,SB,dual,28
6913,SB,bike,12
6914,SB,bus,40
6915,NB,dual,21
6916,NB,bike,5
6917,NB,bus,41
6918,WB,dual,4
6919,WB,bike,2
6920,WB,bus,0
6921,EB,dual,0
6922,EB,bike,0
6923,EB,bus,0
6924,SB,dual,152
6925,SB,bike,26
6926,SB,bus,164
6927,NB,dual,102
6928,NB,bike,3
6929,NB,bus,64
6930,WB,dual,57
6931,WB,bike,12
6932,WB,bus,48
6933,EB,dual,51
6934,EB,bike,1
6935,EB,bus,20
6936,SB,dual,19
6937,SB,bike,4
6938,SB,bus,0
6939,NB,dual,15
6940,NB,bike,2
6941,NB,bus,0
6942,WB,dual,3
6943,WB,bike,2
6944,WB,bus,0
6945,EB,dual,2
6946,EB,bike,2
6947,EB,bus,0
6948,SB,dual,157
6949,SB,bike,36
6950,SB,bus,36
6951,NB,dual,86
6952,NB,bike,18
6953,NB,bus,25
6954,WB,dual,21
6955,WB,bike,3
6956,WB,bus,2
6957,EB,dual,13
6958,EB,bike,4
6959,EB,bus,1
6960,SB,dual,161
6961,SB,bike,31
6962,SB,bus,115
6963,NB,dual,85
6964,NB,bike,0
6965,NB,bus,100
6966,WB,dual,0
6967,WB,bike,0
6968,WB,bus,0
6969,EB,dual,23
6970,EB,bike,3
6971,EB,bus,0
6972,SB,dual,63
6973,SB,bike,29
6974,SB,bus,64
6975,NB,dual,73
6976,NB,bike,22
6977,NB,bus,105
6978,WB,dual,0
6979,WB,bike,0
6980,WB,bus,0
6981,EB,dual,19
6982,EB,bike,2
6983,EB,bus,0
6984,SB,dual,250
6985,SB,bike,5
6986,SB,bus,47
6987,NB,dual,76
6988,NB,bike,0
6989,NB,bus,59
6990,WB,dual,107
6991,WB,bike,21
6992,WB,bus,32
6993,EB,dual,403
6994,EB,bike,13
6995,EB,bus,51
6996,SB,dual,47
6997,SB,bike,3
6998,SB,bus,0
6999,NB,dual,41
7000,NB,bike,3
7001,NB,bus,0
7002,WB,dual,1
7003,WB,bike,0
7004,WB,bus,0
7005,EB,dual,0
7006,EB,bike,0
7007,EB,bus,0
7008,SB,dual,43
7009,SB,bike,9
7010,SB,bus,1
7011,NB,dual,48
7012,NB,bike,4
7013,NB,bus,0
7014,WB,dual,2
7015,WB,bike,0
7016,WB,bus,0
7017,EB,dual,0
7018,EB,bike,0
7019,EB,bus,0
7020,SB,dual,0
7021,SB,bike,0
7022,SB,bus,0
7023,NB,dual,0
7024,NB,bike,0
7025,NB,bus,0
7026,WB,dual,0
7027,WB,bike,0
7028,WB,bus,0
7029,EB,dual,0
7030,EB,bike,0
7031,EB,bus,0
7032,SB,dual,18
7033,SB,bike,0
7034,SB,bus,0
7035,NB,dual,30
7036,NB,bike,10
7037,NB,bus,0
7038,WB,dual,45
7039,WB,bike,2
7040,WB,bus,10
7041,EB,dual,96
7042,EB,bike,13
7043,EB,bus,90
7044,SB,dual,98
7045,SB,bike,10
7046,SB,bus,1
7047,NB,dual,87
7048,NB,bike,4
7049,NB,bus,0
7050,WB,dual,22
7051,WB,bike,0
7052,WB,bus,5
7053,EB,dual,78
7054,EB,bike,8
7055,EB,bus,107
7056,SB,dual,0
7057,SB,bike,0
7058,SB,bus,0
7059,NB,dual,0
7060,NB,bike,0
7061,NB,bus,0
7062,WB,dual,0
7063,WB,bike,0
7064,WB,bus,0
7065,EB,dual,0
7066,EB,bike,0
7067,EB,bus,0
7068,SB,dual,36
7069,SB,bike,11
7070,SB,bus,0
7071,NB,dual,32
7072,NB,bike,32
7073,NB,bus,1
7074,WB,dual,147
7075,WB,bike,38
7076,WB,bus,100
7077,EB,dual,158
7078,EB,bike,19
7079,EB,bus,99
7080,SB,dual,5
7081,SB,bike,3
7082,SB,bus,0
7083,NB,dual,6
7084,NB,bike,2
7085,NB,bus,0
7086,WB,dual,174
7087,WB,bike,22
7088,WB,bus,62
7089,EB,dual,173
7090,EB,bike,23
7091,EB,bus,55
7092,SB,dual,181
7093,SB,bike,7
7094,SB,bus,34
7095,NB,dual,174
7096,NB,bike,19
7097,NB,bus,42
7098,WB,dual,1
7099,WB,bike,1
7100,WB,bus,0
7101,EB,dual,7
7102,EB,bike,2
7103,EB,bus,0
7104,SB,dual,77
7105,SB,bike,2
7106,SB,bus,4
7107,NB,dual,8
7108,NB,bike,0
7109,NB,bus,0
7110,WB,dual,88
7111,WB,bike,12
7112,WB,bus,67
7113,EB,dual,58
7114,EB,bike,4
7115,EB,bus,27
7116,SB,dual,0
7117,SB,bike,0
7118,SB,bus,0
7119,NB,dual,0
7120,NB,bike,0
7121,NB,bus,0
7122,WB,dual,0
7123,WB,bike,0
7124,WB,bus,0
7125,EB,dual,9
7126,EB,bike,0
7127,EB,bus,18
7128,SB,dual,3
7129,SB,bike,2
7130,SB,bus,0
7131,NB,dual,4
7132,NB,bike,0
7133,NB,bus,0
7134,WB,dual,213
7135,WB,bike,3
7136,WB,bus,27
7137,EB,dual,152
7138,EB,bike,16
7139,EB,bus,28
7140,SB,dual,77
7141,SB,bike,3
7142,SB,bus,8
7143,NB,dual,51
7144,NB,bike,6
7145,NB,bus,3
7146,WB,dual,54
7147,WB,bike,13
7148,WB,bus,9
7149,EB,dual,43
7150,EB,bike,4
7151,EB,bus,12
7152,SB,dual,1
7153,SB,bike,0
7154,SB,bus,0
7155,NB,dual,2
7156,NB,bike,0
7157,NB,bus,0
7158,WB,dual,12
7159,WB,bike,2
7160,WB,bus,0
7161,EB,dual,3
7162,EB,bike,3
7163,EB,bus,0
7164,SB,dual,35
7165,SB,bike,16
7166,SB,bus,7
7167,NB,dual,30
7168,NB,bike,13
7169,NB,bus,5
7170,WB,dual,49
7171,WB,bike,13
7172,WB,bus,0
7173,EB,dual,60
7174,EB,bike,5
7175,EB,bus,0
7176,SB,dual,126
7177,SB,bike,2
7178,SB,bus,7
7179,NB,dual,10
7180,NB,bike,6
7181,NB,bus,0
7182,WB,dual,97
7183,WB,bike,4
7184,WB,bus,25
7185,EB,dual,98
7186,EB,bike,14
7187,EB,bus,19
7188,SB,dual,120
7189,SB,bike,1
7190,SB,bus,18
7191,NB,dual,84
7192,NB,bike,9
7193,NB,bus,16
7194,WB,dual,0
7195,WB,bike,0
7196,WB,bus,0
7197,EB,dual,14
7198,EB,bike,0
7199,EB,bus,0
7200,SB,dual,71
7201,SB,bike,6
7202,SB,bus,0
7203,NB,dual,115
7204,NB,bike,2
7205,NB,bus,0
7206,WB,dual,35
7207,WB,bike,5
7208,WB,bus,0
7209,EB,dual,39
7210,EB,bike,4
7211,EB,bus,0
7212,SB,dual,6
7213,SB,bike,0
7214,SB,bus,0
7215,NB,dual,0
7216,NB,bike,1
7217,NB,bus,0
7218,WB,dual,50
7219,WB,bike,12
7220,WB,bus,11
7221,EB,dual,51
7222,EB,bike,10
7223,EB,bus,7
7224,SB,dual,13
7225,SB,bike,2
7226,SB,bus,0
7227,NB,dual,17
7228,NB,bike,5
7229,NB,bus,9
7230,WB,dual,32
7231,WB,bike,6
7232,WB,bus,5
7233,EB,dual,28
7234,EB,bike,2
7235,EB,bus,1
7236,SB,dual,2
7237,SB,bike,0
7238,SB,bus,0
7239,NB,dual,0
7240,NB,bike,0
7241,NB,bus,0
7242,WB,dual,104
7243,WB,bike,4
7244,WB,bus,27
7245,EB,dual,259
7246,EB,bike,0
7247,EB,bus,30
7248,SB,dual,58
7249,SB,bike,18
7250,SB,bus,10
7251,NB,dual,50
7252,NB,bike,23
7253,NB,bus,12
7254,WB,dual,130
7255,WB,bike,8
7256,WB,bus,41
7257,EB,dual,109
7258,EB,bike,13
7259,EB,bus,47
7260,SB,dual,81
7261,SB,bike,20
7262,SB,bus,13
7263,NB,dual,118
7264,NB,bike,9
7265,NB,bus,13
7266,WB,dual,9
7267,WB,bike,0
7268,WB,bus,0
7269,EB,dual,0
7270,EB,bike,0
7271,EB,bus,0
7272,SB,dual,77
7273,SB,bike,8
7274,SB,bus,12
7275,NB,dual,50
7276,NB,bike,24
7277,NB,bus,10
7278,WB,dual,89
7279,WB,bike,1
7280,WB,bus,8
7281,EB,dual,112
7282,EB,bike,12
7283,EB,bus,6
7284,SB,dual,110
7285,SB,bike,24
7286,SB,bus,12
7287,NB,dual,61
7288,NB,bike,29
7289,NB,bus,11
7290,WB,dual,102
7291,WB,bike,5
7292,WB,bus,31
7293,EB,dual,107
7294,EB,bike,22
7295,EB,bus,30
7296,SB,dual,67
7297,SB,bike,0
7298,SB,bus,7
7299,NB,dual,110
7300,NB,bike,0
7301,NB,bus,10
7302,WB,dual,0
7303,WB,bike,0
7304,WB,bus,0
7305,EB,dual,46
7306,EB,bike,0
7307,EB,bus,0
7308,SB,dual,16
7309,SB,bike,1
7310,SB,bus,2
7311,NB,dual,25
7312,NB,bike,2
7313,NB,bus,2
7314,WB,dual,5
7315,WB,bike,0
7316,WB,bus,0
7317,EB,dual,12
7318,EB,bike,3
7319,EB,bus,0
7320,SB,dual,216
7321,SB,bike,7
7322,SB,bus,12
7323,NB,dual,174
7324,NB,bike,15
7325,NB,bus,7
7326,WB,dual,111
7327,WB,bike,0
7328,WB,bus,33
7329,EB,dual,185
7330,EB,bike,6
7331,EB,bus,29
7332,SB,dual,8
7333,SB,bike,13
7334,SB,bus,0
7335,NB,dual,4
7336,NB,bike,0
7337,NB,bus,0
7338,WB,dual,130
7339,WB,bike,0
7340,WB,bus,10
7341,EB,dual,168
7342,EB,bike,10
7343,EB,bus,13
7344,SB,dual,1
7345,SB,bike,0
7346,SB,bus,0
7347,NB,dual,5
7348,NB,bike,1
7349,NB,bus,0
7350,WB,dual,40
7351,WB,bike,5
7352,WB,bus,17
7353,EB,dual,78
7354,EB,bike,3
7355,EB,bus,22
7356,SB,dual,1
7357,SB,bike,0
7358,SB,bus,0
7359,NB,dual,1
7360,NB,bike,0
7361,NB,bus,0
7362,WB,dual,41
7363,WB,bike,0
7364,WB,bus,11
7365,EB,dual,76
7366,EB,bike,2
7367,EB,bus,18
7368,SB,dual,103
7369,SB,bike,12
7370,SB,bus,18
7371,NB,dual,47
7372,NB,bike,3
7373,NB,bus,18
7374,WB,dual,28
7375,WB,bike,3
7376,WB,bus,7
7377,EB,dual,61
7378,EB,bike,1
7379,EB,bus,10
7380,SB,dual,25
7381,SB,bike,3
7382,SB,bus,27
7383,NB,dual,26
7384,NB,bike,2
7385,NB,bus,0
7386,WB,dual,69
7387,WB,bike,8
7388,WB,bus,87
7389,EB,dual,78
7390,EB,bike,4
7391,EB,bus,106
7392,SB,dual,91
7393,SB,bike,6
7394,SB,bus,20
7395,NB,dual,112
7396,NB,bike,7
7397,NB,bus,25
7398,WB,dual,0
7399,WB,bike,0
7400,WB,bus,0
7401,EB,dual,0
7402,EB,bike,2
7403,EB,bus,0
7404,SB,dual,87
7405,SB,bike,11
7406,SB,bus,22
7407,NB,dual,129
7408,NB,bike,17
7409,NB,bus,19
7410,WB,dual,3
7411,WB,bike,0
7412,WB,bus,0
7413,EB,dual,64
7414,EB,bike,0
7415,EB,bus,0
7416,SB,dual,278
7417,SB,bike,4
7418,SB,bus,89
7419,NB,dual,173
7420,NB,bike,2
7421,NB,bus,47
7422,WB,dual,82
7423,WB,bike,5
7424,WB,bus,24
7425,EB,dual,200
7426,EB,bike,29
7427,EB,bus,47
7428,SB,dual,142
7429,SB,bike,0
7430,SB,bus,37
7431,NB,dual,194
7432,NB,bike,0
7433,NB,bus,47
7434,WB,dual,27
7435,WB,bike,0
7436,WB,bus,0
7437,EB,dual,0
7438,EB,bike,0
7439,EB,bus,0
7440,SB,dual,142
7441,SB,bike,0
7442,SB,bus,37
7443,NB,dual,194
7444,NB,bike,0
7445,NB,bus,47
7446,WB,dual,7
7447,WB,bike,0
7448,WB,bus,0
7449,EB,dual,14
7450,EB,bike,0
7451,EB,bus,0
7452,SB,dual,384
7453,SB,bike,4
7454,SB,bus,1
7455,NB,dual,342
7456,NB,bike,2
7457,NB,bus,21
7458,WB,dual,20
7459,WB,bike,5
7460,WB,bus,0
7461,EB,dual,28
7462,EB,bike,5
7463,EB,bus,0
7464,SB,dual,0
7465,SB,bike,0
7466,SB,bus,0
7467,NB,dual,0
7468,NB,bike,0
7469,NB,bus,0
7470,WB,dual,0
7471,WB,bike,0
7472,WB,bus,0
7473,EB,dual,8
7474,EB,bike,0
7475,EB,bus,0
7476,SB,dual,163
7477,SB,bike,0
7478,SB,bus,0
7479,NB,dual,435
7480,NB,bike,1
7481,NB,bus,13
7482,WB,dual,17
7483,WB,bike,0
7484,WB,bus,0
7485,EB,dual,0
7486,EB,bike,0
7487,EB,bus,0
7488,SB,dual,142
7489,SB,bike,1
7490,SB,bus,0
7491,NB,dual,39
7492,NB,bike,1
7493,NB,bus,0
7494,WB,dual,213
7495,WB,bike,13
7496,WB,bus,9
7497,EB,dual,86
7498,EB,bike,8
7499,EB,bus,8
7500,SB,dual,0
7501,SB,bike,0
7502,SB,bus,0
7503,NB,dual,3
7504,NB,bike,0
7505,NB,bus,0
7506,WB,dual,92
7507,WB,bike,6
7508,WB,bus,8
7509,EB,dual,46
7510,EB,bike,8
7511,EB,bus,3
7512,SB,dual,119
7513,SB,bike,3
7514,SB,bus,8
7515,NB,dual,95
7516,NB,bike,0
7517,NB,bus,7
7518,WB,dual,58
7519,WB,bike,14
7520,WB,bus,12
7521,EB,dual,37
7522,EB,bike,3
7523,EB,bus,8
7524,SB,dual,12
7525,SB,bike,2
7526,SB,bus,0
7527,NB,dual,32
7528,NB,bike,0
7529,NB,bus,0
7530,WB,dual,57
7531,WB,bike,14
7532,WB,bus,0
7533,EB,dual,91
7534,EB,bike,5
7535,EB,bus,6
7536,SB,dual,313
7537,SB,bike,0
7538,SB,bus,0
7539,NB,dual,42
7540,NB,bike,0
7541,NB,bus,0
7542,WB,dual,0
7543,WB,bike,0
7544,WB,bus,0
7545,EB,dual,168
7546,EB,bike,0
7547,EB,bus,0
7548,SB,dual,0
7549,SB,bike,0
7550,SB,bus,0
7551,NB,dual,171
7552,NB,bike,7
7553,NB,bus,2
7554,WB,dual,90
7555,WB,bike,7
7556,WB,bus,12
7557,EB,dual,139
7558,EB,bike,5
7559,EB,bus,12
7560,SB,dual,357
7561,SB,bike,0
7562,SB,bus,7
7563,NB,dual,271
7564,NB,bike,7
7565,NB,bus,14
7566,WB,dual,75
7567,WB,bike,12
7568,WB,bus,17
7569,EB,dual,174
7570,EB,bike,15
7571,EB,bus,48
7572,SB,dual,329
7573,SB,bike,12
7574,SB,bus,36
7575,NB,dual,273
7576,NB,bike,9
7577,NB,bus,33
7578,WB,dual,99
7579,WB,bike,0
7580,WB,bus,19
7581,EB,dual,60
7582,EB,bike,4
7583,EB,bus,0
7584,SB,dual,56
7585,SB,bike,6
7586,SB,bus,0
7587,NB,dual,52
7588,NB,bike,0
7589,NB,bus,1
7590,WB,dual,69
7591,WB,bike,2
7592,WB,bus,28
7593,EB,dual,94
7594,EB,bike,8
7595,EB,bus,25
7596,SB,dual,88
7597,SB,bike,22
7598,SB,bus,21
7599,NB,dual,200
7600,NB,bike,16
7601,NB,bus,45
7602,WB,dual,1
7603,WB,bike,0
7604,WB,bus,0
7605,EB,dual,3
7606,EB,bike,0
7607,EB,bus,0
7608,SB,dual,105
7609,SB,bike,0
7610,SB,bus,8
7611,NB,dual,51
7612,NB,bike,6
7613,NB,bus,1
7614,WB,dual,80
7615,WB,bike,1
7616,WB,bus,21
7617,EB,dual,102
7618,EB,bike,4
7619,EB,bus,15
7620,SB,dual,60
7621,SB,bike,14
7622,SB,bus,0
7623,NB,dual,116
7624,NB,bike,11
7625,NB,bus,8
7626,WB,dual,105
7627,WB,bike,8
7628,WB,bus,45
7629,EB,dual,85
7630,EB,bike,15
7631,EB,bus,37
7632,SB,dual,97
7633,SB,bike,20
7634,SB,bus,183
7635,NB,dual,145
7636,NB,bike,94
7637,NB,bus,131
7638,WB,dual,142
7639,WB,bike,0
7640,WB,bus,166
7641,EB,dual,109
7642,EB,bike,0
7643,EB,bus,168
7644,SB,dual,0
7645,SB,bike,0
7646,SB,bus,0
7647,NB,dual,10
7648,NB,bike,0
7649,NB,bus,0
7650,WB,dual,142
7651,WB,bike,0
7652,WB,bus,52
7653,EB,dual,92
7654,EB,bike,13
7655,EB,bus,32
7656,SB,dual,0
7657,SB,bike,0
7658,SB,bus,0
7659,NB,dual,0
7660,NB,bike,0
7661,NB,bus,0
7662,WB,dual,7
7663,WB,bike,0
7664,WB,bus,0
7665,EB,dual,0
7666,EB,bike,0
7667,EB,bus,0
7668,SB,dual,0
7669,SB,bike,0
7670,SB,bus,0
7671,NB,dual,289
7672,NB,bike,25
7673,NB,bus,402
7674,WB,dual,0
7675,WB,bike,0
7676,WB,bus,0
7677,EB,dual,146
7678,EB,bike,6
7679,EB,bus,274
7680,SB,dual,64
7681,SB,bike,6
7682,SB,bus,22
7683,NB,dual,43
7684,NB,bike,6
7685,NB,bus,36
7686,WB,dual,140
7687,WB,bike,3
7688,WB,bus,42
7689,EB,dual,180
7690,EB,bike,8
7691,EB,bus,116
7692,SB,dual,64
7693,SB,bike,6
7694,SB,bus,22
7695,NB,dual,43
7696,NB,bike,6
7697,NB,bus,36
7698,WB,dual,140
7699,WB,bike,3
7700,WB,bus,42
7701,EB,dual,180
7702,EB,bike,8
7703,EB,bus,116
7704,SB,dual,116
7705,SB,bike,0
7706,SB,bus,5
7707,NB,dual,143
7708,NB,bike,0
7709,NB,bus,1
7710,WB,dual,1
7711,WB,bike,0
7712,WB,bus,0
7713,EB,dual,1
7714,EB,bike,0
7715,EB,bus,0
7716,SB,dual,114
7717,SB,bike,3
7718,SB,bus,77
7719,NB,dual,48
7720,NB,bike,5
7721,NB,bus,7
7722,WB,dual,54
7723,WB,bike,14
7724,WB,bus,68
7725,EB,dual,135
7726,EB,bike,5
7727,EB,bus,16
7728,SB,dual,128
7729,SB,bike,14
7730,SB,bus,1
7731,NB,dual,0
7732,NB,bike,0
7733,NB,bus,0
7734,WB,dual,135
7735,WB,bike,6
7736,WB,bus,6
7737,EB,dual,160
7738,EB,bike,1
7739,EB,bus,8
7740,SB,dual,224
7741,SB,bike,3
7742,SB,bus,62
7743,NB,dual,107
7744,NB,bike,2
7745,NB,bus,52
7746,WB,dual,127
7747,WB,bike,1
7748,WB,bus,6
7749,EB,dual,9
7750,EB,bike,0
7751,EB,bus,0
7752,SB,dual,232
7753,SB,bike,4
7754,SB,bus,40
7755,NB,dual,233
7756,NB,bike,7
7757,NB,bus,19
7758,WB,dual,41
7759,WB,bike,0
7760,WB,bus,0
7761,EB,dual,0
7762,EB,bike,0
7763,EB,bus,0
7764,SB,dual,227
7765,SB,bike,14
7766,SB,bus,35
7767,NB,dual,287
7768,NB,bike,47
7769,NB,bus,34
7770,WB,dual,91
7771,WB,bike,27
7772,WB,bus,44
7773,EB,dual,88
7774,EB,bike,9
7775,EB,bus,39
7776,SB,dual,27
7777,SB,bike,1
7778,SB,bus,0
7779,NB,dual,7
7780,NB,bike,4
7781,NB,bus,0
7782,WB,dual,35
7783,WB,bike,5
7784,WB,bus,64
7785,EB,dual,46
7786,EB,bike,10
7787,EB,bus,54
7788,SB,dual,40
7789,SB,bike,0
7790,SB,bus,141
7791,NB,dual,162
7792,NB,bike,36
7793,NB,bus,214
7794,WB,dual,1
7795,WB,bike,0
7796,WB,bus,0
7797,EB,dual,0
7798,EB,bike,0
7799,EB,bus,0
7800,SB,dual,0
7801,SB,bike,0
7802,SB,bus,0
7803,NB,dual,0
7804,NB,bike,0
7805,NB,bus,0
7806,WB,dual,76
7807,WB,bike,2
7808,WB,bus,9
7809,EB,dual,132
7810,EB,bike,5
7811,EB,bus,10
7812,SB,dual,9
7813,SB,bike,10
7814,SB,bus,0
7815,NB,dual,0
7816,NB,bike,0
7817,NB,bus,0
7818,WB,dual,375
7819,WB,bike,6
7820,WB,bus,49
7821,EB,dual,238
7822,EB,bike,7
7823,EB,bus,49
7824,SB,dual,151
7825,SB,bike,4
7826,SB,bus,0
7827,NB,dual,0
7828,NB,bike,1
7829,NB,bus,0
7830,WB,dual,87
7831,WB,bike,0
7832,WB,bus,43
7833,EB,dual,342
7834,EB,bike,6
7835,EB,bus,52
7836,SB,dual,0
7837,SB,bike,0
7838,SB,bus,0
7839,NB,dual,0
7840,NB,bike,0
7841,NB,bus,0
7842,WB,dual,0
7843,WB,bike,0
7844,WB,bus,0
7845,EB,dual,45
7846,EB,bike,0
7847,EB,bus,0
7848,SB,dual,68
7849,SB,bike,1
7850,SB,bus,0
7851,NB,dual,47
7852,NB,bike,0
7853,NB,bus,0
7854,WB,dual,59
7855,WB,bike,0
7856,WB,bus,18
7857,EB,dual,0
7858,EB,bike,0
7859,EB,bus,0
7860,SB,dual,230
7861,SB,bike,15
7862,SB,bus,43
7863,NB,dual,131
7864,NB,bike,4
7865,NB,bus,36
7866,WB,dual,0
7867,WB,bike,0
7868,WB,bus,0
7869,EB,dual,0
7870,EB,bike,0
7871,EB,bus,0
7872,SB,dual,86
7873,SB,bike,8
7874,SB,bus,5
7875,NB,dual,70
7876,NB,bike,0
7877,NB,bus,76
7878,WB,dual,254
7879,WB,bike,0
7880,WB,bus,198
7881,EB,dual,147
7882,EB,bike,3
7883,EB,bus,105
7884,SB,dual,0
7885,SB,bike,0
7886,SB,bus,0
7887,NB,dual,1
7888,NB,bike,1
7889,NB,bus,0
7890,WB,dual,89
7891,WB,bike,19
7892,WB,bus,50
7893,EB,dual,84
7894,EB,bike,19
7895,EB,bus,36
7896,SB,dual,35
7897,SB,bike,0
7898,SB,bus,9
7899,NB,dual,64
7900,NB,bike,1
7901,NB,bus,9
7902,WB,dual,2
7903,WB,bike,3
7904,WB,bus,0
7905,EB,dual,3
7906,EB,bike,0
7907,EB,bus,0
7908,SB,dual,140
7909,SB,bike,28
7910,SB,bus,73
7911,NB,dual,177
7912,NB,bike,30
7913,NB,bus,74
7914,WB,dual,68
7915,WB,bike,23
7916,WB,bus,46
7917,EB,dual,79
7918,EB,bike,27
7919,EB,bus,55
7920,SB,dual,280
7921,SB,bike,22
7922,SB,bus,46
7923,NB,dual,346
7924,NB,bike,18
7925,NB,bus,55
7926,WB,dual,1
7927,WB,bike,0
7928,WB,bus,0
7929,EB,dual,1
7930,EB,bike,0
7931,EB,bus,0
7932,SB,dual,77
7933,SB,bike,98
7934,SB,bus,365
7935,NB,dual,0
7936,NB,bike,0
7937,NB,bus,0
7938,WB,dual,97
7939,WB,bike,34
7940,WB,bus,87
7941,EB,dual,0
7942,EB,bike,0
7943,EB,bus,0
7944,SB,dual,54
7945,SB,bike,48
7946,SB,bus,19
7947,NB,dual,77
7948,NB,bike,58
7949,NB,bus,16
7950,WB,dual,0
7951,WB,bike,6
7952,WB,bus,0
7953,EB,dual,5
7954,EB,bike,9
7955,EB,bus,0
7956,SB,dual,2
7957,SB,bike,2
7958,SB,bus,0
7959,NB,dual,1
7960,NB,bike,1
7961,NB,bus,0
7962,WB,dual,6
7963,WB,bike,20
7964,WB,bus,0
7965,EB,dual,17
7966,EB,bike,16
7967,EB,bus,0
7968,SB,dual,1
7969,SB,bike,5
7970,SB,bus,0
7971,NB,dual,0
7972,NB,bike,18
7973,NB,bus,0
7974,WB,dual,9
7975,WB,bike,48
7976,WB,bus,0
7977,EB,dual,5
7978,EB,bike,33
7979,EB,bus,0
7980,SB,dual,0
7981,SB,bike,0
7982,SB,bus,0
7983,NB,dual,0
7984,NB,bike,0
7985,NB,bus,0
7986,WB,dual,5
7987,WB,bike,0
7988,WB,bus,0
7989,EB,dual,0
7990,EB,bike,0
7991,EB,bus,0
7992,SB,dual,135
7993,SB,bike,22
7994,SB,bus,18
7995,NB,dual,241
7996,NB,bike,3
7997,NB,bus,17
7998,WB,dual,0
7999,WB,bike,0
8000,WB,bus,0
8001,EB,dual,2
8002,EB,bike,0
8003,EB,bus,0
8004,SB,dual,3
8005,SB,bike,0
8006,SB,bus,0
8007,NB,dual,0
8008,NB,bike,2
8009,NB,bus,0
8010,WB,dual,23
8011,WB,bike,2
8012,WB,bus,23
8013,EB,dual,47
8014,EB,bike,14
8015,EB,bus,87
8016,SB,dual,15
8017,SB,bike,12
8018,SB,bus,3
8019,NB,dual,37
8020,NB,bike,15
8021,NB,bus,1
8022,WB,dual,5
8023,WB,bike,0
8024,WB,bus,0
8025,EB,dual,1
8026,EB,bike,2
8027,EB,bus,0
8028,SB,dual,6
8029,SB,bike,0
8030,SB,bus,0
8031,NB,dual,0
8032,NB,bike,0
8033,NB,bus,0
8034,WB,dual,104
8035,WB,bike,20
8036,WB,bus,134
8037,EB,dual,69
8038,EB,bike,12
8039,EB,bus,44
8040,SB,dual,3
8041,SB,bike,6
8042,SB,bus,0
8043,NB,dual,5
8044,NB,bike,7
8045,NB,bus,0
8046,WB,dual,8
8047,WB,bike,3
8048,WB,bus,0
8049,EB,dual,3
8050,EB,bike,2
8051,EB,bus,0
8052,SB,dual,0
8053,SB,bike,0
8054,SB,bus,0
8055,NB,dual,87
8056,NB,bike,8
8057,NB,bus,52
8058,WB,dual,0
8059,WB,bike,0
8060,WB,bus,0
