ASSETID,EMPTOT
106783,308.7231659
106784,237.757728
106785,108.0285513
106786,73.79765351
106787,85.9908331
106788,326.4246857
106789,224.0633299
106790,511.4558384
106791,100.3332831
106792,274.6575585
106793,851.7536552
106794,264.5325385
106795,186.4658132
106796,196.2521094
106797,191.767139
106798,142.7847972
106799,155.6139508
106800,490.9178082
106801,421.7184486
106802,1300.109734
106803,278.834666
106805,368.6863614
106806,466.5812608
106807,287.9131001
106809,186.3168757
106810,99.12312933
106811,546.6177988
106812,452.9589393
106813,351.1537635
106814,291.0459256
106815,143.8047258
106816,277.1369893
106817,242.4339015
106818,181.5603741
106819,88.57416792
106820,142.2664553
106821,473.0456073
106822,242.4885558
106824,478.4666835
106825,143.6403809
106826,132.2762782
106827,468.5722541
106828,184.6910476
106829,666.5393688
106830,183.2866933
106831,540.5605316
106832,143.7552739
106833,118.4940867
106834,114.996735
106835,110.3456696
106836,252.5300114
106837,446.0219681
106838,197.3367022
106839,179.4648775
106840,220.5983555
106841,269.2413366
106842,240.1265819
106843,1403.859153
106844,570.8426943
106846,421.400035
106847,510.5247742
106848,837.3768615
106850,1406.867241
106851,236.5778425
106852,305.9871567
106853,151.0774105
106854,508.2517077
106855,1194.312822
106856,4582.667172
106857,555.7347176
106858,692.3693515
106859,98.42849807
106860,440.7838727
106861,249.3132994
106863,308.1130802
106864,1197.92639
106865,283.825062
106866,290.067077
106868,446.7949069
106869,367.5922152
106870,531.2699194
106871,472.6442435
106872,99.60054428
106873,1992.211078
106874,2100.758896
106875,3791.092818
106876,2057.696216
106877,3666.257242
106878,2599.24789
106879,845.2382437
106881,403.6660913
106882,974.7038429
106883,969.7916204
106884,782.1372953
106885,891.0089988
106886,334.1752559
106887,370.7612362
106888,743.0202799
106889,810.4925622
106890,453.9745477
106891,273.3440277
106892,1824.13109
106893,4540.181341
106894,1912.454418
106895,2642.904139
106896,3330.741081
106897,1606.408264
106898,735.2719944
106899,134.6540657
106900,292.8830609
106901,232.0242819
106902,390.0052828
106903,261.7482849
106904,592.8532463
106905,2497.820384
106906,2438.603563
106907,2475.348031
106908,2571.14366
106909,932.473895
106910,785.3704006
106911,794.4561287
106912,417.4934932
106913,997.9085497
106914,366.2897765
106915,516.2860611
106916,1153.538199
106917,936.2959687
106918,1542.922342
106919,1727.281651
106920,846.5793133
106921,461.6877489
106922,569.881834
106923,509.9704927
106924,887.6185068
106925,913.7592503
106926,2137.992645
106927,9000.29519
106928,2000.312969
106929,2584.007935
106930,503.2215446
106931,405.3862723
106932,1531.736067
106934,328.6433398
106935,295.4340474
106937,1218.280222
106938,1531.736249
106940,7644.311366
106941,5364.018237
106942,190.7275749
106943,564.6364517
106944,559.3133022
106945,434.2178056
106946,400.7735189
106948,665.4053043
106949,1398.693592
106950,369.2906088
106951,297.1689741
106952,437.6013429
106953,451.8726575
106955,205.7848374
106956,153.2819624
106957,369.3727405
106959,1101.012587
106961,1122.504346
106962,664.3392226
106963,1480.080589
106964,1513.06404
106965,1296.81869
106966,549.7607919
106968,191.460777
106969,253.7063804
106970,3413.726371
106971,906.726923
106972,1147.28903
106973,400.565151
106974,264.0787059
106975,1245.458643
106976,616.9127179
106977,423.8374709
106978,278.4939216
106979,222.6535369
106980,326.9044073
106981,283.3847248
106982,316.8786084
106983,5534.293969
106984,5926.305475
106985,4028.241545
106986,446.671331
106987,231.87854
106988,293.1095742
106989,165.3787971
106990,280.6551034
106991,253.8756757
106992,286.7905587
106993,252.9476439
106994,196.2991812
106995,557.5538545
106997,769.0294842
106998,639.7116792
106999,718.1420734
107000,678.8548185
107001,543.1306876
107002,563.542816
107003,403.7426957
107004,546.0055498
107005,113.0596983
107006,410.1781269
107007,728.4698484
107008,387.8610935
107009,950.8144578
107010,629.6083587
107011,387.2048521
107012,387.1752136
107013,11695.78273
107014,7641.03233
107015,3325.543264
107016,4270.777771
107017,3758.390765
107018,1778.066968
107019,3862.418652
107020,2779.812595
107021,2976.280191
107022,4271.446127
107023,28060.88203
107024,5202.164392
107025,10404.39855
107026,13143.2029
107027,7331.896418
107028,24313.80737
107029,23592.43312
107030,18540.15088
107031,1495.130686
107032,8187.445239
107033,5932.328782
107034,1223.924782
107035,4282.341087
107036,5097.540188
107037,8969.633684
107038,4038.636757
107039,3816.759638
107040,7285.620998
107041,1500.591536
107042,4936.251334
107044,2941.322377
107045,4889.467641
107046,52728.72389
107047,26698.77583
107048,3123.969525
107049,22835.88236
107050,2389.988975
107052,532.0363459
107053,1664.709234
107054,2462.594827
107055,1057.453359
107056,156.809792
107057,159.8823823
107058,133.1841747
107059,634.5047897
107060,209.2013065
107061,1125.864863
107063,240.7856286
107064,230.6356453
107065,532.7315655
107067,2394.892809
107068,2695.256233
107069,99.59222641
107070,528.3248592
107071,279.0196764
107073,961.3601202
107075,11344.95755
107076,5156.569945
107077,20046.92678
107079,1664.110755
107080,2579.853746
107081,2386.816409
107082,2021.312635
107083,2352.370168
107084,1639.778783
107085,3175.765659
107086,3013.63856
107087,1155.168432
107088,837.1367548
107089,331.2643126
107090,1505.272755
107091,121.6946212
107092,407.535379
107093,1207.462458
107094,1190.206479
107095,1214.992952
107097,2079.278597
107098,3434.803852
107099,1160.545538
107100,967.8760569
107101,839.0279663
107102,70.09337052
107103,72.4405158
107104,55.20596528
107106,20.73389518
107107,28.68933239
107108,4022.123796
107110,2409.396557
107111,1531.736641
107113,1375.899882
107114,387.797324
107115,103.7020043
107116,141.0112809
107117,195.2595384
107118,77.25875713
107119,50.91622676
107120,40.89372463
107121,57.41749196
107122,65.11396071
107123,46.2532597
107124,171.7303747
107125,35.50557621
107126,57.42227524
107127,64.2836507
107128,79.4366259
107129,118.7670753
107130,135.0462071
107132,255.9855597
107133,1936.811631
107134,2524.699897
107135,1950.505204
107136,1989.267787
107137,1914.393513
107138,1026.715178
107139,742.7844294
107140,601.93384
107141,501.7862416
107143,1025.780877
107144,2251.015847
107145,941.6377668
107146,371.0443247
107147,1319.0993
107150,381.9728352
107151,190.9215347
107152,631.0343873
107154,857.5941074
107155,2440.332009
107156,839.6239515
107157,1025.691026
107158,709.1971985
107159,661.296618
107160,139.825356
107161,152.5989897
107162,174.4264288
107163,567.1481225
107164,250.9165153
107166,241.0766213
107167,908.8813194
107169,150.5925864
107170,199.5301021
107171,146.2593725
107172,260.2630185
107173,57.69488204
107174,48.39027908
107175,909.4954631
107176,789.7481499
107177,760.2746155
107178,1070.670449
107179,803.4533772
107180,903.3427844
107181,2445.060733
107182,411.2703797
107184,754.6418175
107185,142.3261321
107186,310.4260927
107187,479.6597987
107190,51.91651969
107192,114.7151716
107193,199.99582
107194,389.5356716
107195,251.4829776
107196,323.9063783
107197,433.9251547
107198,530.9311318
107200,569.0403231
107201,455.7497218
107202,342.1794936
107203,157.9162454
107205,415.6149679
107206,200.4841941
107207,129.7686081
107208,139.4245341
107209,173.2170947
107210,451.4627824
107211,515.1283616
107215,113.4351673
107216,148.3868096
107217,146.8425718
107218,110.63274
107219,120.3212691
107220,152.1125366
107223,435.8151006
107224,1606.924706
107225,67.8952835
107227,95.80198681
107228,109.2863049
107229,262.3141857
107230,256.7924975
107231,319.9178442
107232,324.419578
107233,418.1876655
107234,146.3761405
107235,1207.479547
107236,314.0481369
107237,703.4566795
107239,79.36390022
107240,137.1371125
107241,564.2217733
107242,32.78589471
107243,1569.563422
107246,24.51543927
107248,30.87294349
107250,173.3285764
107251,401.7016639
107252,156.8889303
107253,448.7432649
107254,314.1306424
107255,316.065101
107256,292.4903803
107257,376.734725
107258,115.962763
107259,355.6805378
107260,382.4758395
107261,233.6593764
107262,2051.664228
107263,97.72891658
107264,298.9149623
107265,1359.194329
107267,238.8985765
107268,252.4324938
107269,4154.669643
107271,6144.584533
107272,6240.073423
107273,1408.308915
107274,355.0180753
107275,240.9559294
107276,101.161472
107277,489.4951147
107278,448.88093
107279,225.7915356
107280,618.5991046
107281,22026.77941
107282,393.4112933
107283,204.8857078
107284,237.9250246
107285,1972.773123
107286,1481.150887
107287,1606.818852
107288,1428.506673
107289,5138.974936
107290,59.62118844
107292,76.63025202
107294,59.5078279
107295,5406.904953
107296,1473.457079
107297,7514.46257
107298,2193.044228
107299,828.6935744
107300,206.0705952
107301,327.4789358
107302,411.391286
107303,312.3301857
107304,30.86851712
107305,854.7135493
107306,278.7440703
107307,239.9721684
107308,69.67263519
107309,1854.298153
107310,1209.396977
107312,367.5884118
107314,102.3572285
107316,782.5318337
107317,464.0391169
107318,1089.161622
107319,184.0693283
107320,5487.840781
107321,2867.036114
107322,2407.257251
107323,1457.010509
107325,1489.447525
107326,1523.777923
107330,100.893204
107331,183.6296361
107332,665.851653
107333,1712.63733
107334,2444.874629
107335,1943.854604
107336,3867.606395
107337,19.72248958
107338,1405.795442
107339,324.4208412
107340,531.0376926
107341,3398.244316
107342,1071.546086
107343,3355.088809
107344,10991.66599
107348,663.1521386
107349,141.9675425
107350,137.4012112
107351,94.20120262
107352,146.8719622
107353,1168.251171
107354,1583.117259
107355,2324.862137
107356,224.3071623
107357,55.33413745
107358,143.0998283
107359,432.1546203
107360,3477.403493
107361,135.2256835
107362,868.2318579
107364,1349.666533
107365,1489.657963
107366,171.7450242
107367,35.74133597
107368,45.10516148
107369,177.7270788
107370,458.26971
107371,174.7112549
107372,1012.305323
107373,277.9698717
107375,5341.364729
107377,152.2466245
107378,413.8526663
107379,1378.920457
107380,795.1938237
107381,96.95014134
107382,812.2742965
107383,921.002754
107385,1406.737293
107386,520.6394905
107387,442.7187313
107388,449.5648889
107389,139.6439419
107390,87.07954196
107391,305.8445879
107392,272.9367614
107393,211.5236513
107394,480.6266533
107396,607.9010596
107397,383.3935002
107398,1032.523949
107399,857.4808468
107400,803.6304198
107401,844.5454919
107402,1365.011995
107403,2775.252518
107404,451.3966623
107405,411.8572121
107406,799.5942682
107407,36.92788099
107408,374.6874349
107409,570.7433582
107410,54.27139888
107411,418.4056192
107412,970.8111778
107413,353.6937197
107414,304.1810067
107415,97.72745264
107416,506.0069273
107417,157.8598235
107418,159.6388438
107420,214.9594099
107421,247.6537593
107423,324.2184412
107424,329.4133522
107425,328.3570013
107426,957.0645142
107427,140.2557708
107428,357.6476843
107429,3246.757124
107430,1013.563026
107431,6348.883874
107432,2237.967638
107433,3261.703253
107434,5076.088892
107435,140.5969381
107436,599.5654983
107437,620.9438458
107438,84.65341254
107439,249.5463011
107440,786.7427881
107441,586.1040748
107442,477.5318233
107443,352.484922
107445,264.8948553
107447,238.5959022
107448,357.8013666
107449,573.3513481
107450,284.4415523
107451,163.8833164
107452,417.623117
107453,138.1591872
107454,426.2372499
107455,298.755899
107456,822.8929678
107457,453.4073541
107458,211.7330488
107459,2095.278585
107460,2462.518095
107461,2385.351376
107462,932.3809857
107463,1131.998959
107465,994.5622106
107466,1093.750763
107467,408.3174796
107468,462.244486
107469,90.46737054
107470,154.8057511
107471,283.9766541
107474,213.4894071
107475,245.3376595
107477,663.6047938
107478,800.8190113
107480,451.2058791
107481,209.6443156
107482,603.3431627
107484,3351.986915
107485,3125.642318
107486,2602.642684
107487,1410.651056
107488,310.8345018
107489,2467.496973
107490,253.7798505
107491,388.1252328
107492,388.0800928
107493,1373.511841
107495,534.0727979
107496,578.9485639
107497,231.0474607
107498,282.3740329
107499,1063.477241
107500,144.1847796
107501,294.369615
107502,180.4833186
107504,400.702066
107505,2868.084481
107506,3733.853333
107509,182.7905591
107510,160.2636288
107511,93.730641
107512,473.3239897
107513,45.97999842
107514,418.2151457
107515,384.3798904
107516,80.05674051
107517,404.6640603
107518,176.2732959
107519,619.0185177
107520,318.7796187
107521,229.3596992
107522,230.9633672
107523,277.8056158
107525,592.0680798
107526,622.0609176
107527,21.20250002
107528,115.9894428
107530,378.7106928
107531,341.3057786
107532,481.9396317
107535,328.9173838
107536,1193.735763
107537,5275.356178
107538,340.0799246
107539,370.9463411
107540,191.5642391
107541,305.0679584
107542,129.5019415
107545,118.4534269
107546,1090.85536
107547,2695.890385
107548,708.1709643
107549,508.4977587
107551,374.8292959
107552,319.9165941
107553,71.10350804
107554,75.53706654
107555,21.15517526
107559,509.5126084
107560,229.0512596
107561,178.0837844
107562,101.6070691
107563,1204.411157
107564,483.299168
107565,313.2385028
107566,278.0996093
107567,879.8283638
107568,408.5027292
107569,406.1021587
107571,22.38070249
107572,24.34156995
107573,29.24017121
107574,59.64992506
107575,18.23284403
107576,3062.006891
107577,2438.525836
107578,222.9468629
107579,126.1867293
107580,370.8273916
107581,2378.047596
107582,1210.275953
107583,1389.164717
107584,1529.894251
107585,1784.364663
107586,2942.620872
107587,807.3144024
107588,2932.806757
107589,1157.446006
107590,3111.125385
107591,1021.676357
107593,56.49668943
107594,72.97869472
107595,54.97821808
107597,29.17106408
107599,280.631113
107600,490.1857303
107601,346.2515013
107603,528.5931666
107604,1873.708751
107605,526.8004365
107606,1436.28136
107608,3242.905675
107609,1240.289931
107610,438.1713966
107613,187.3655166
107614,1137.91045
107617,830.3355348
107618,20344.8767
107619,3000.714443
107620,3860.641667
107621,766.5896248
107623,4069.359763
107624,838.0707298
107625,5373.454219
107626,695.3787295
107627,305.8044865
107629,273.9735301
107630,334.1620747
107632,39.50979013
107633,40.63515845
107634,31.17244728
107635,47.91281362
107636,72.31533066
107637,49.22345564
107638,164.8625713
107640,1009.905104
107641,36.12182775
107643,6194.105336
107644,681.5554354
107645,442.1545815
107647,764.1353318
107648,472.1821957
107649,1346.064639
107650,135.1120347
107651,289.968104
107652,189.0067079
107653,182.279357
107654,360.2258917
107656,299.826184
107657,420.0588626
107658,226.8535659
107660,1473.931845
107661,2132.130487
107662,1604.950718
107663,244.9385635
107664,652.6064594
107665,2251.091966
107666,1347.289061
107667,148.8158796
107668,3785.267463
107669,49.95288489
107670,855.3407896
107671,874.6219494
107672,893.4572324
107673,644.4449796
107674,519.9005814
107675,835.2321102
107676,649.5112146
107677,259.226195
107678,1540.755863
107679,821.968567
107680,49.9855111
107682,94.0388621
107683,233.4183225
107684,185.9450762
107685,956.1781864
107687,32.44432283
107688,44.53644773
107689,41.06651159
107691,74.40778154
107692,188.1393998
107693,54.35248388
107694,23.45557593
107696,127.3551287
107697,2122.934992
107698,415.4762495
107699,1772.40123
107700,109.4615082
107701,1642.190134
107702,672.5542852
107703,709.6826934
107704,472.9487957
107705,2022.663267
107706,1309.542803
107707,4018.32386
107708,7537.858566
107709,1793.758112
107711,2454.632473
107712,2557.922034
107713,794.5439745
107714,175.6769373
107715,782.1879919
107716,949.9559284
107717,557.6762711
107718,1086.654015
107719,752.6501646
107722,3265.383118
107723,2031.619595
107726,58.15592334
107727,2099.357722
107729,2150.482011
107730,257.1009077
107731,131.5444624
107732,246.1616407
107733,477.5679445
107734,267.4488893
107735,506.4892199
107736,596.9746127
107737,3231.799979
107738,3131.084227
107739,3561.82218
107740,545.474459
107742,4424.372266
107743,606.1436142
107744,312.8893051
107746,301.8472164
107747,336.1840707
107748,1162.442925
107749,1240.941401
107750,1264.698784
107751,66.3874228
107752,907.7371792
107753,37.17012109
107755,39.09506431
107756,3238.773506
107757,247.698281
107758,1353.250592
107759,369.6203042
107760,505.7770499
107762,1349.376113
107763,628.3546637
107764,2330.368116
107765,4355.731508
107766,3651.745904
107767,2081.203052
107768,199.9171281
107770,649.1360077
107771,177.8885728
107772,40.09210269
107773,41.9634045
107774,51.19713021
107775,55.52637463
107776,58.32155699
107777,60.13339099
107778,36139.88487
107779,926.3946844
107780,3192.712352
107781,1843.997454
107782,6987.916478
107783,7413.312593
107784,5725.17469
107785,2837.513075
107786,1710.477128
107787,452.9800207
107788,100.9216354
107789,367.3999705
107790,847.2788418
107791,62.29409038
107792,51.36998806
107793,375.0322184
107794,679.2986913
107795,1325.680188
107797,33.43561591
107798,70.14642457
107799,202.2544068
107800,95.18933592
107801,104.5324059
107802,171.7194259
107804,73.48970106
107805,123.3893059
107807,438.5292346
107808,68.03604094
107809,292.6754029
107810,99.53069163
107811,107.5886698
107812,406.116217
107813,536.7425178
107814,563.446282
107815,331.3648756
107816,403.8716766
107817,99.45286599
107818,301.2997362
107819,245.8136634
107820,364.8729436
107821,192.2882036
107822,192.5516829
107823,952.9474116
107824,664.765174
107825,184.0616738
107826,1197.585743
107828,1532.953676
107829,133.3932942
107830,216.3056827
107831,253.7937079
107832,228.3110141
107833,644.0608936
107834,735.8544362
107835,1328.383928
107836,1067.359713
107837,664.3365767
107838,1324.239928
107839,1320.028089
107840,202.0310666
107841,131.2180673
107842,226.4292933
107843,320.1888269
107844,1021.017975
107845,275.8679715
107846,215.1074997
107847,19975.63538
107848,2543.355015
107849,2643.703487
107850,6238.663117
107851,631.9220938
107852,249.6991239
107853,263.4840695
107856,1397.99988
107857,144.7565473
107858,1658.431724
107859,1489.22117
107860,1137.398014
107861,8242.086796
107862,4945.781509
107863,349.5025076
107865,14.39829352
107866,56.56934703
107867,2114.393108
107868,317.3305747
107869,413.818525
107870,479.6341817
107871,3465.467851
107872,4136.966204
107873,2579.340556
107875,256.0954961
107877,1044.930692
107878,246.4627522
107879,241.1211112
107881,12838.42838
107882,3109.444079
107883,309.7233692
107884,67.59412784
107885,215.383268
107886,159.011456
107887,410.995904
107888,203.5713753
107889,168.1633576
107891,516.5071677
107892,318.3930776
107893,509.1560855
107894,46.90517107
107896,65.55988477
107897,64.30161355
107899,34.73018484
107900,59.59245021
107901,448.6336929
107902,4059.549144
107903,197.4245458
107904,349.2110881
107906,628.2494218
107907,1799.203024
107908,535.7397629
107909,1599.84854
107910,920.355445
107911,2468.524997
107912,3343.978453
107913,2275.172552
107914,54.60488465
107915,302.5197724
107916,358.1193509
107917,320.34949
107919,305.4079355
107920,253.7353843
107922,4693.99559
107923,416.7316381
107926,194.3560901
107927,149.8047777
107929,107.2051806
107931,84.5510049
107932,191.0546454
107933,407.5904986
107934,743.2704276
107935,315.4525578
107936,150.2079635
107937,434.2280256
107938,346.1434177
107939,233.3103499
107940,324.5545889
107941,1552.244086
107942,51.562689
107944,29.60132251
107946,42.82966779
107947,26.02304613
107948,271.3569226
107950,111.6436392
107951,36.90994585
107952,35.01463829
107953,36.26556605
107955,40.08764068
107958,32.06878822
107959,503.2432625
107960,369.7762518
107961,574.6023393
107962,335.9613547
107963,401.1656736
107964,1372.182879
107965,124.3495282
107966,515.6525738
107967,240.9205639
107968,511.6880822
107970,28.35745968
107974,32.05844257
107975,33.49589617
107976,660.7982188
107977,13.52583884
107978,19.58163749
107979,34.21643614
107981,227.8757038
107982,222.7672881
107985,39.38689799
107986,252.9045125
107987,464.5433641
107988,346.7059734
107989,346.9862694
107990,792.0474874
107992,1208.436286
107993,1115.420579
107994,342.7888429
107995,31.90818272
107996,591.2834919
107997,32.92917539
107998,45.25977932
107999,436.994694
108000,187.1906495
108002,459.4293527
108003,397.7278617
108004,339.1221302
108005,219.4195057
108006,109.2637257
108007,345.1820868
108008,112.2464506
108009,858.1938744
108010,928.4355515
108011,758.1897378
108012,314.4835103
108013,376.0499164
108014,608.3875636
108015,405.6581544
108016,403.3677585
108017,131.5954158
108018,206.5564922
108020,161.4619332
108021,357.2054713
108022,465.3930399
108023,367.7187406
108024,631.0340269
108025,1743.752051
108026,538.2700612
108027,619.8572492
108028,1104.963465
108029,2247.651362
108030,337.2566019
108031,660.1136505
108032,332.0102089
108033,202.9348241
108034,827.4876625
108036,312.7626317
108037,672.4644136
108038,409.1439764
108039,291.2730131
108040,77.51593894
108041,83.83603366
108043,229.8679935
108044,198.7194511
108045,858.7859064
108046,3130.769072
108047,1401.397553
108048,1623.9053
108050,726.7062865
108051,1137.918887
108052,926.1261237
108053,263.8839563
108054,377.2949144
108055,480.7644875
108056,410.3907987
108057,776.3252971
108058,319.4785592
108059,258.0909741
108060,119.0377049
108062,347.0048786
108064,614.092627
108065,550.5215609
108066,553.6198433
108067,142.2985806
108068,441.0005946
108069,386.5457735
108070,2386.58161
108072,942.5549379
108073,947.5254465
108074,1356.930927
108075,781.4293609
108076,972.3553709
108077,2011.886217
108078,1487.559546
108079,1477.15013
108080,884.6002217
108081,547.1868518
108083,354.8079623
108084,360.7090955
108085,336.1000713
108086,583.8274928
108088,1371.497409
108089,840.7675124
108090,778.0325984
108091,765.5559214
108092,230.0054727
108093,487.7276454
108095,293.9019009
108096,348.4051232
108097,417.3256056
108099,475.465266
108100,325.9250132
108101,202.5551996
108102,385.2033978
108103,537.7743742
108105,349.8585796
108107,260.0480436
108108,35.50540245
108109,189.5705264
108111,459.6721489
108112,367.4433338
108113,480.651169
108114,874.3475634
108115,828.4689721
108116,489.0983605
108118,828.4689761
108120,448.5151059
108122,1497.475133
108123,237.4888303
108124,270.1154754
108125,943.1425121
108126,157.2566649
108127,119.5713946
108128,216.2673951
108129,1063.149718
108130,879.1789199
108132,519.6730911
108133,498.5203766
108134,367.0404414
108135,55.78968498
108136,228.5114837
108137,156.3893001
108138,153.4609161
108140,456.1295475
108142,12108.22321
108144,172.5292756
108145,851.3550623
108146,1149.552226
108147,38.59791748
108148,46.09601022
108149,1816.964211
108150,102.0613076
108151,89.78696478
108152,340.9093918
108153,704.5750054
108154,381.5561464
108155,170.4489628
108156,240.2642001
108157,342.1302993
108158,580.9148816
108159,451.7910534
108160,338.1584332
108161,511.2871403
108162,1382.495926
108163,195.4634829
108164,149.6641763
108165,295.3544383
108166,173.5792476
108167,193.5363901
108168,69.17586706
108169,607.8770979
108170,641.1421619
108171,115.4790784
108172,96.55704594
108173,338.3701326
108174,212.2951002
108175,374.5570017
108176,540.5280647
108177,593.4374144
108178,495.4892959
108179,268.8456197
108180,1386.947524
108181,1233.007704
108182,1094.591599
108183,901.5860137
108184,516.3396732
108185,633.9810994
108186,1078.691178
108187,68.59183222
108189,63.8754005
108190,354.1059646
108192,718.3907399
108193,382.6370534
108194,1254.175136
108195,420.5192549
108196,283.6916789
108198,1367.35636
108200,460.7764694
108201,486.7037888
108205,462.377274
108206,1960.342916
108207,4578.882507
108208,639.1813768
108209,1070.232091
108210,801.2284485
108211,1037.056016
108212,1002.056624
108213,3379.463413
108214,407.7508795
108215,716.3666633
108216,216.9777395
108217,147.7758758
108218,2346.606236
108221,624.0696715
108224,1335.684685
108225,201.312915
108226,181.7748002
108227,469.3616381
108228,332.8551507
108229,785.7996296
108230,655.620384
108231,819.1771828
108233,1173.362416
108235,2313.968085
108236,912.6180656
108237,2309.955481
108239,287.3294962
108240,478.614572
108241,351.8051502
108242,399.3933245
108243,193.2885055
108244,547.4048739
108245,345.0969048
108246,643.1820054
108247,876.9875014
108248,849.3001395
108249,1339.080779
108250,447.1996497
108251,554.43715
108252,701.9948523
108253,184.1741038
108254,336.7294879
108255,662.2373319
108256,836.2835292
108257,709.0180662
108259,330.0226023
108260,144.7972786
108262,1752.432906
108263,610.4913616
108264,486.1336517
108265,122.0283454
108266,70.7008583
108267,44.97435126
108268,39.05897854
108269,18.96792361
108272,778.2922586
108273,1494.198627
108274,279.4856368
108275,1030.327984
108276,346.8837101
108278,121.9486027
108279,236.1369469
108280,315.7830513
108281,413.9805036
108283,293.2656191
108284,35.87558497
108285,29.66191578
108286,32.83853378
108289,771.9160944
108290,2905.892451
108291,927.8282663
108292,1980.339185
108293,541.6480583
108294,471.5361681
108298,762.3835242
108301,153.3430997
108302,111.5490179
108303,278.752417
108304,905.7585352
108305,658.0989729
108306,639.7172457
108307,477.081471
108308,866.2928
108309,131.9866878
108311,49.66160508
108312,109.4764507
108313,28.39657755
108315,2397.008712
108317,2416.808888
108318,1147.038291
108319,65.81851149
108320,615.7590867
108321,46.73200853
108322,44.43549566
108323,1139.539549
108324,446.6584012
108325,470.2108098
108326,673.2870766
108327,391.3957476
108328,492.4210436
108329,436.0009909
108330,209.5922565
108332,287.1497736
108333,170.6907354
108334,196.0373892
108337,81.78063234
108338,289.884631
108339,263.6023557
108340,856.3814373
108341,611.7079662
108342,1071.915568
108343,1190.554001
108344,287.7303515
108345,256.3133449
108346,225.8781992
108348,314.5362782
108349,24.21936969
108350,199.9927172
108352,273.5580498
108354,205.1728776
108355,44.23700895
108356,195.5777461
108357,88.86152122
108358,118.2671325
108359,112.7547165
108360,465.1163177
108361,57.51560801
108362,239.7888594
108363,1039.201148
108364,890.9370564
108365,1599.182775
108366,1819.850587
108367,676.4781681
108368,784.5325066
108369,529.6692238
108370,113.4575714
108371,454.7450634
108372,445.5036941
108374,134.6991638
108375,122.1203037
108377,881.7726071
108379,713.723252
108380,1463.134497
108382,45.31233246
108383,1221.378489
108384,704.5597929
108386,975.3771774
108387,118.1463391
108389,723.4857738
108393,271.8771053
108395,127.1646458
108396,1312.172774
108397,767.609755
108398,1735.077059
108400,111.0784311
108402,95.2244238
108403,86.05677771
108404,657.4968168
108405,526.2751958
108406,425.8072031
108407,156.2938088
108408,1024.839114
108409,737.6035929
108410,727.6216603
108412,407.3553327
108413,1214.690499
108414,388.9252798
108415,42.54355196
108416,146.1829687
108417,32.63603594
108418,41.72822597
108419,49.82593815
108420,121.2429254
108424,189.2959989
108425,120.1481779
108426,247.6843079
108427,336.8898416
108428,559.7519104
108429,160.2671031
108430,169.0026615
108433,482.381414
108435,32.00024808
108437,1194.810781
108438,558.3319472
108440,107.0336139
108441,396.5047678
108443,566.9168529
108444,332.8154697
108445,41.86892217
108446,711.8765225
108448,1058.26598
108450,85.44270191
108451,137.4859446
108452,163.5412507
108453,60.4299279
108455,106.923001
108456,122.3412642
108459,26.50111939
108460,32.17806857
108461,25.52729259
108462,32.26902102
108463,106.8133715
108464,79.00477429
108465,297.99694
108466,91.35494503
108468,735.4814146
108469,217.116703
108471,801.1551401
108472,1183.054998
108473,773.3564997
108474,360.5498271
108475,405.6753822
108476,157.8509023
108477,203.8430641
108480,28.8747208
108481,32.63004048
108482,1070.368188
108484,25.52730927
108485,25.52729714
108486,25.52729315
108488,299.2607082
108489,170.8686887
108490,67.65444401
108491,153.8508519
108492,119.9477471
108493,88.28639964
108494,201.0956868
108495,159.0065111
108496,187.8063373
108497,194.3826343
108498,489.7882542
108499,533.7078273
108500,241.3667267
108501,152.7116024
108502,303.0468487
108503,239.0556999
108504,265.096337
108505,104.0665578
108506,123.7571374
108507,103.1885043
108508,639.4329135
108509,33.74505856
108510,670.7230404
108511,645.8542935
108512,768.4714739
108513,533.2348848
108514,121.5837913
108515,492.4283518
108516,232.3256452
108517,249.7902203
108518,49.40509138
108519,81.95066752
108520,44.3399928
108521,773.0411144
108522,38.35944045
108523,34.93607177
108524,14.40148044
108525,614.1190812
108526,148.8147972
108527,291.1809995
108528,518.8800818
108529,202.9400235
108530,202.9402886
108532,609.1702304
108533,799.7141315
108534,512.0948611
108535,408.5533763
108536,341.6853851
108537,1551.94825
108538,859.7518216
108539,179.4809174
108540,550.9342395
108541,334.7494393
108542,603.8641362
108543,106.1861534
108544,128.5766648
108545,354.9618535
108546,350.9316504
108547,537.8152327
108548,134.3824008
108549,297.2684848
108550,366.0191694
108551,451.7720729
108552,628.5698934
108553,273.1256864
108554,175.7842402
108555,319.5138273
108556,202.0282229
108557,191.9642685
108558,289.2701794
108559,195.9207862
108560,175.6564491
108561,308.2077229
108562,134.8162616
108563,765.9878127
108564,930.8859896
108565,151.4074696
108567,276.407457
108568,920.7184366
108569,735.5690244
108570,920.1927314
108571,718.1523876
108572,644.9547081
108573,645.4185346
108578,150.346434
108580,212.8458129
108581,120.7408623
108582,296.1292975
108583,174.6359757
108584,164.9014613
108585,128.4782629
108586,183.8199139
108587,149.3309001
108588,286.1273837
108589,131.812414
108590,802.0792363
108591,198.5363526
108592,122.7231697
108594,1371.656229
108596,1292.769638
108598,180.6460035
108599,207.4669949
108600,274.454504
108601,391.0653431
108602,293.6143087
108603,246.1231885
108604,282.4314523
108606,170.2822141
108607,674.6321129
108608,737.4866304
108609,166.2520809
