,approach,count_id,time,type,volume
1220,SB,1066,2012-06-15 07:00:00,am15,0
1221,SB,1066,2012-06-15 14:00:00,pm15,0
1222,SB,1066,2012-06-15 07:00:00,am60,0
1223,SB,1066,2012-06-15 14:00:00,pm60,0
1224,SB,1072,2016-06-08 07:00:00,am15,0
1225,SB,1072,2016-06-08 14:00:00,pm15,0
1226,SB,1072,2016-06-08 07:00:00,am60,0
1227,SB,1072,2016-06-08 14:00:00,pm60,0
1228,SB,1073,2003-06-25 07:00:00,am15,0
1229,SB,1073,2003-06-25 15:00:00,pm15,0
1230,SB,1073,2003-06-25 07:00:00,am60,0
1231,SB,1073,2003-06-25 15:00:00,pm60,0
1232,SB,1077,2001-11-26 08:00:00,am15,26
1233,SB,1077,2001-11-26 15:00:00,pm15,25
1234,SB,1077,2001-11-26 07:30:00,am60,74
1235,SB,1077,2001-11-26 15:00:00,pm60,88
1236,SB,1078,2005-03-22 08:15:00,am15,47
1237,SB,1078,2005-03-22 15:15:00,pm15,69
1238,SB,1078,2005-03-22 07:30:00,am60,178
1239,SB,1078,2005-03-22 15:15:00,pm60,249
1240,SB,1079,1992-04-13 08:00:00,am15,7
1241,SB,1079,1992-04-13 17:00:00,pm15,10
1242,SB,1079,1992-04-13 07:15:00,am60,20
1243,SB,1079,1992-04-13 16:45:00,pm60,34
1244,SB,1100,1994-12-28 08:45:00,am15,74
1245,SB,1100,1994-12-28 17:00:00,pm15,114
1246,SB,1100,1994-12-28 08:45:00,am60,258
1247,SB,1100,1994-12-28 17:00:00,pm60,416
1248,SB,1101,2003-08-29 09:45:00,am15,114
1249,SB,1101,2003-08-29 17:30:00,pm15,139
1250,SB,1101,2003-08-29 09:00:00,am60,401
1251,SB,1101,2003-08-29 17:00:00,pm60,538
1252,SB,1103,2000-03-20 07:45:00,am15,178
1253,SB,1103,2000-03-20 17:15:00,pm15,196
1254,SB,1103,2000-03-20 07:15:00,am60,663
1255,SB,1103,2000-03-20 16:45:00,pm60,645
1256,SB,1104,2001-04-05 08:00:00,am15,182
1257,SB,1104,2001-04-05 15:45:00,pm15,181
1258,SB,1104,2001-04-05 07:45:00,am60,660
1259,SB,1104,2001-04-05 15:00:00,pm60,664
1260,SB,1112,1998-03-02 09:15:00,am15,12
1261,SB,1112,1998-03-02 15:15:00,pm15,11
1262,SB,1112,1998-03-02 07:45:00,am60,35
1263,SB,1112,1998-03-02 15:00:00,pm60,33
1264,SB,1113,2009-06-03 07:15:00,am15,40
1265,SB,1113,2009-06-03 15:15:00,pm15,19
1266,SB,1113,2009-06-03 07:00:00,am60,84
1267,SB,1113,2009-06-03 15:15:00,pm60,62
1268,SB,1120,2002-08-01 07:45:00,am15,153
1269,SB,1120,2002-08-01 15:00:00,pm15,126
1270,SB,1120,2002-08-01 07:00:00,am60,562
1271,SB,1120,2002-08-01 15:00:00,pm60,443
1272,SB,1121,2005-03-04 08:15:00,am15,180
1273,SB,1121,2005-03-04 16:45:00,pm15,133
1274,SB,1121,2005-03-04 07:30:00,am60,583
1275,SB,1121,2005-03-04 16:15:00,pm60,494
1276,SB,1123,1997-04-04 07:30:00,am15,110
1277,SB,1123,1997-04-04 15:15:00,pm15,87
1278,SB,1123,1997-04-04 07:15:00,am60,312
1279,SB,1123,1997-04-04 14:45:00,pm60,286
1280,SB,1133,2003-06-25 07:15:00,am15,87
1281,SB,1133,2003-06-25 17:15:00,pm15,92
1282,SB,1133,2003-06-25 07:00:00,am60,311
1283,SB,1133,2003-06-25 17:00:00,pm60,339
1284,SB,1134,2016-05-19 07:30:00,am15,133
1285,SB,1134,2016-05-19 15:15:00,pm15,86
1286,SB,1134,2016-05-19 07:15:00,am60,447
1287,SB,1134,2016-05-19 14:45:00,pm60,323
1288,SB,1139,1994-10-17 08:15:00,am15,16
1289,SB,1139,1994-10-17 14:45:00,pm15,16
1290,SB,1139,1994-10-17 07:45:00,am60,54
1291,SB,1139,1994-10-17 14:15:00,pm60,35
1292,SB,1143,2009-07-15 07:45:00,am15,242
1293,SB,1143,2009-07-15 15:45:00,pm15,171
1294,SB,1143,2009-07-15 07:45:00,am60,783
1295,SB,1143,2009-07-15 15:15:00,pm60,632
1296,SB,1147,1999-09-24 07:15:00,am15,60
1297,SB,1147,1999-09-24 14:45:00,pm15,47
1298,SB,1147,1999-09-24 07:00:00,am60,208
1299,SB,1147,1999-09-24 14:45:00,pm60,168
1300,SB,1148,7.45,am15,189
1301,SB,1148,5.15,pm15,166
1302,SB,1148,7.30,am60,702
1303,SB,1148,4.30,pm60,621
1304,SB,1150,2009-03-17 08:00:00,am15,202
1305,SB,1150,2009-03-17 17:30:00,pm15,313
1306,SB,1150,2009-03-17 07:30:00,am60,746
1307,SB,1150,2009-03-17 16:45:00,pm60,999
1308,SB,1156,2008-08-04 08:45:00,am15,197
1309,SB,1156,2008-08-04 17:15:00,pm15,304
1310,SB,1156,2008-08-04 08:00:00,am60,746
1311,SB,1156,2008-08-04 17:00:00,pm60,1162
1312,SB,1158,1993-12-17 08:15:00,am15,26
1313,SB,1158,1993-12-17 17:15:00,pm15,103
1314,SB,1158,1993-12-17 08:00:00,am60,95
1315,SB,1158,1993-12-17 16:30:00,pm60,339
1316,SB,1160,1995-11-28 09:00:00,am15,204
1317,SB,1160,1995-11-28 15:00:00,pm15,225
1318,SB,1160,1995-11-28 08:30:00,am60,744
1319,SB,1160,1995-11-28 16:45:00,pm60,856
1320,SB,1161,2008-08-08 07:45:00,am15,195
1321,SB,1161,2008-08-08 16:45:00,pm15,285
1322,SB,1161,2008-08-08 07:30:00,am60,718
1323,SB,1161,2008-08-08 16:30:00,pm60,985
1324,SB,1162,2003-07-15 08:00:00,am15,200
1325,SB,1162,2003-07-15 16:15:00,pm15,221
1326,SB,1162,2003-07-15 07:45:00,am60,749
1327,SB,1162,2003-07-15 15:45:00,pm60,850
1328,SB,1163,2004-04-15 07:45:00,am15,378
1329,SB,1163,2004-04-15 16:30:00,pm15,341
1330,SB,1163,2004-04-15 07:30:00,am60,1080
1331,SB,1163,2004-04-15 16:30:00,pm60,1298
1332,SB,1167,2008-03-11 09:15:00,am15,448
1333,SB,1167,2008-03-11 15:45:00,pm15,352
1334,SB,1167,2008-03-11 09:00:00,am60,1618
1335,SB,1167,2008-03-11 15:15:00,pm60,1323
1336,SB,1174,1995-12-29 08:00:00,am15,36
1337,SB,1174,1995-12-29 16:15:00,pm15,138
1338,SB,1174,1995-12-29 07:15:00,am60,109
1339,SB,1174,1995-12-29 16:15:00,pm60,449
1340,SB,1181,2005-03-08 07:15:00,am15,226
1341,SB,1181,2005-03-08 16:45:00,pm15,205
1342,SB,1181,2005-03-08 07:00:00,am60,805
1343,SB,1181,2005-03-08 16:00:00,pm60,713
1344,SB,1184,1995-10-06 07:45:00,am15,184
1345,SB,1184,1995-10-06 15:45:00,pm15,187
1346,SB,1184,1995-10-06 07:15:00,am60,694
1347,SB,1184,1995-10-06 16:45:00,pm60,718
1348,SB,1185,1999-08-11 08:00:00,am15,205
1349,SB,1185,1999-08-11 15:45:00,pm15,144
1350,SB,1185,1999-08-11 07:30:00,am60,657
1351,SB,1185,1999-08-11 15:30:00,pm60,522
1352,SB,1194,2012-08-30 08:15:00,am15,428
1353,SB,1194,2012-08-30 15:00:00,pm15,416
1354,SB,1194,2012-08-30 07:30:00,am60,1603
1355,SB,1194,2012-08-30 15:00:00,pm60,1376
1356,SB,1196,1999-04-05 07:30:00,am15,445
1357,SB,1196,1999-04-05 16:30:00,pm15,377
1358,SB,1196,1999-04-05 07:30:00,am60,1708
1359,SB,1196,1999-04-05 16:00:00,pm60,1481
1360,SB,1198,2000-08-14 07:00:00,am15,120
1361,SB,1198,2000-08-14 16:00:00,pm15,80
1362,SB,1198,2000-08-14 07:30:00,am60,423
1363,SB,1198,2000-08-14 15:30:00,pm60,265
1364,SB,1200,2009-10-08 09:45:00,am15,414
1365,SB,1200,2009-10-08 16:15:00,pm15,479
1366,SB,1200,2009-10-08 08:15:00,am60,1496
1367,SB,1200,2009-10-08 15:30:00,pm60,1778
1368,SB,1201,1995-06-29 07:45:00,am15,321
1369,SB,1201,1995-06-29 17:45:00,pm15,306
1370,SB,1201,1995-06-29 07:00:00,am60,1228
1371,SB,1201,1995-06-29 17:00:00,pm60,1195
1372,SB,1202,1995-02-22 07:00:00,am15,318
1373,SB,1202,1995-02-22 17:30:00,pm15,306
1374,SB,1202,1995-02-22 07:00:00,am60,1163
1375,SB,1202,1995-02-22 17:00:00,pm60,1088
1376,SB,1203,2001-03-20 07:15:00,am15,224
1377,SB,1203,2001-03-20 16:30:00,pm15,170
1378,SB,1203,2001-03-20 07:15:00,am60,854
1379,SB,1203,2001-03-20 16:30:00,pm60,628
1380,SB,1205,1994-01-06 08:45:00,am15,45
1381,SB,1205,1994-01-06 16:45:00,pm15,51
1382,SB,1205,1994-01-06 08:15:00,am60,155
1383,SB,1205,1994-01-06 16:45:00,pm60,185
1384,SB,1206,1995-01-03 07:30:00,am15,292
1385,SB,1206,1995-01-03 16:45:00,pm15,320
1386,SB,1206,1995-01-03 07:30:00,am60,1054
1387,SB,1206,1995-01-03 16:00:00,pm60,1124
1388,SB,1208,1994-02-09 07:00:00,am15,65
1389,SB,1208,1994-02-09 17:30:00,pm15,59
1390,SB,1208,1994-02-09 07:00:00,am60,200
1391,SB,1208,1994-02-09 15:30:00,pm60,199
1392,SB,1209,2015-04-21 07:00:00,am15,309
1393,SB,1209,2015-04-21 17:00:00,pm15,346
1394,SB,1209,2015-04-21 07:45:00,am60,1183
1395,SB,1209,2015-04-21 16:15:00,pm60,1353
1396,SB,1210,2015-04-22 08:00:00,am15,316
1397,SB,1210,2015-04-22 17:30:00,pm15,404
1398,SB,1210,2015-04-22 07:45:00,am60,1223
1399,SB,1210,2015-04-22 17:00:00,pm60,1500
1400,SB,1211,2011-05-03 08:15:00,am15,414
1401,SB,1211,2011-05-03 16:45:00,pm15,364
1402,SB,1211,2011-05-03 07:30:00,am60,1507
1403,SB,1211,2011-05-03 16:45:00,pm60,1362
1404,SB,1212,2011-05-25 08:00:00,am15,402
1405,SB,1212,2011-05-25 17:30:00,pm15,358
1406,SB,1212,2011-05-25 07:45:00,am60,1486
1407,SB,1212,2011-05-25 16:45:00,pm60,1361
1408,SB,1213,7.30,am15,410
1409,SB,1213,5.45,pm15,420
1410,SB,1213,7.30,am60,1567
1411,SB,1213,5.00,pm60,1500
1412,SB,1214,7.45,am15,413
1413,SB,1214,5.15,pm15,416
1414,SB,1214,7.45,am60,1565
1415,SB,1214,5.00,pm60,1580
1416,SB,1224,1998-05-07 07:00:00,am15,19
1417,SB,1224,1998-05-07 15:00:00,pm15,37
1418,SB,1224,1998-05-07 07:00:00,am60,64
1419,SB,1224,1998-05-07 14:30:00,pm60,117
1420,SB,1227,1997-08-08 08:30:00,am15,446
1421,SB,1227,1997-08-08 16:45:00,pm15,292
1422,SB,1227,1997-08-08 07:45:00,am60,1505
1423,SB,1227,1997-08-08 16:00:00,pm60,1055
1424,SB,1235,2002-06-24 07:00:00,am15,0
1425,SB,1235,2002-06-24 15:00:00,pm15,0
1426,SB,1235,2002-06-24 07:00:00,am60,0
1427,SB,1235,2002-06-24 15:00:00,pm60,0
1428,SB,1236,1995-06-09 07:00:00,am15,0
1429,SB,1236,1995-06-09 15:00:00,pm15,0
1430,SB,1236,1995-06-09 07:00:00,am60,0
1431,SB,1236,1995-06-09 15:00:00,pm60,0
1432,SB,1238,2002-11-26 07:15:00,am15,270
1433,SB,1238,2002-11-26 15:15:00,pm15,161
1434,SB,1238,2002-11-26 07:15:00,am60,1014
1435,SB,1238,2002-11-26 15:15:00,pm60,565
1436,SB,1243,1995-08-04 07:45:00,am15,50
1437,SB,1243,1995-08-04 17:15:00,pm15,302
1438,SB,1243,1995-08-04 07:30:00,am60,160
1439,SB,1243,1995-08-04 16:30:00,pm60,1051
1440,SB,1244,1995-12-28 08:00:00,am15,20
1441,SB,1244,1995-12-28 17:15:00,pm15,231
1442,SB,1244,1995-12-28 07:15:00,am60,55
1443,SB,1244,1995-12-28 17:00:00,pm60,851
1444,SB,1245,1997-12-02 07:00:00,am15,0
1445,SB,1245,1997-12-02 15:00:00,pm15,0
1446,SB,1245,1997-12-02 07:00:00,am60,0
1447,SB,1245,1997-12-02 15:00:00,pm60,0
1448,SB,1246,2002-11-26 08:30:00,am15,131
1449,SB,1246,2002-11-26 17:45:00,pm15,63
1450,SB,1246,2002-11-26 08:00:00,am60,436
1451,SB,1246,2002-11-26 17:00:00,pm60,215
1452,SB,1248,1997-12-02 08:15:00,am15,310
1453,SB,1248,1997-12-02 15:30:00,pm15,125
1454,SB,1248,1997-12-02 07:30:00,am60,1033
1455,SB,1248,1997-12-02 15:15:00,pm60,443
1456,SB,1254,7.45,am15,429
1457,SB,1254,4.45,pm15,257
1458,SB,1254,7.45,am60,1610
1459,SB,1254,4.00,pm60,974
1460,SB,1266,2002-07-19 08:00:00,am15,17
1461,SB,1266,2002-07-19 16:00:00,pm15,16
1462,SB,1266,2002-07-19 07:15:00,am60,48
1463,SB,1266,2002-07-19 16:45:00,pm60,58
1464,SB,1267,2002-07-12 07:00:00,am15,0
1465,SB,1267,2002-07-12 15:00:00,pm15,0
1466,SB,1267,2002-07-12 07:00:00,am60,0
1467,SB,1267,2002-07-12 15:00:00,pm60,0
1468,SB,1268,1992-02-12 07:45:00,am15,18
1469,SB,1268,1992-02-12 17:30:00,pm15,15
1470,SB,1268,1992-02-12 07:30:00,am60,49
1471,SB,1268,1992-02-12 17:00:00,pm60,44
1472,SB,1269,1995-08-18 07:00:00,am15,8
1473,SB,1269,1995-08-18 17:15:00,pm15,13
1474,SB,1269,1995-08-18 07:00:00,am60,28
1475,SB,1269,1995-08-18 17:00:00,pm60,43
1476,SB,1270,1996-04-04 07:45:00,am15,19
1477,SB,1270,1996-04-04 14:45:00,pm15,26
1478,SB,1270,1996-04-04 07:30:00,am60,65
1479,SB,1270,1996-04-04 14:15:00,pm60,64
1480,SB,1271,1998-06-18 07:00:00,am15,0
1481,SB,1271,1998-06-18 14:00:00,pm15,0
1482,SB,1271,1998-06-18 07:00:00,am60,0
1483,SB,1271,1998-06-18 14:00:00,pm60,0
1484,SB,1272,2000-04-18 08:15:00,am15,240
1485,SB,1272,2000-04-18 17:15:00,pm15,322
1486,SB,1272,2000-04-18 07:45:00,am60,904
1487,SB,1272,2000-04-18 17:00:00,pm60,1259
1488,SB,1273,2001-01-16 07:45:00,am15,317
1489,SB,1273,2001-01-16 13:30:00,pm15,241
1490,SB,1273,2001-01-16 07:15:00,am60,1038
1491,SB,1273,2001-01-16 13:00:00,pm60,852
1492,SB,1277,1997-11-12 07:45:00,am15,221
1493,SB,1277,1997-11-12 17:15:00,pm15,317
1494,SB,1277,1997-11-12 07:30:00,am60,775
1495,SB,1277,1997-11-12 17:00:00,pm60,1215
1496,SB,1281,2003-04-30 09:45:00,am15,166
1497,SB,1281,2003-04-30 17:15:00,pm15,426
1498,SB,1281,2003-04-30 09:00:00,am60,508
1499,SB,1281,2003-04-30 17:00:00,pm60,1401
1500,SB,1283,1994-10-07 08:00:00,am15,40
1501,SB,1283,1994-10-07 15:15:00,pm15,30
1502,SB,1283,1994-10-07 07:45:00,am60,118
1503,SB,1283,1994-10-07 15:00:00,pm60,78
1504,SB,1284,2002-10-22 08:00:00,am15,17
1505,SB,1284,2002-10-22 14:00:00,pm15,10
1506,SB,1284,2002-10-22 07:30:00,am60,45
1507,SB,1284,2002-10-22 14:00:00,pm60,28
1508,SB,1286,1992-04-17 07:45:00,am15,132
1509,SB,1286,1992-04-17 15:45:00,pm15,262
1510,SB,1286,1992-04-17 07:15:00,am60,471
1511,SB,1286,1992-04-17 16:30:00,pm60,997
1512,SB,1287,2004-04-13 08:00:00,am15,30
1513,SB,1287,2004-04-13 16:00:00,pm15,25
1514,SB,1287,2004-04-13 07:30:00,am60,87
1515,SB,1287,2004-04-13 15:15:00,pm60,79
1516,SB,1295,1995-04-13 08:45:00,am15,123
1517,SB,1295,1995-04-13 16:45:00,pm15,243
1518,SB,1295,1995-04-13 08:30:00,am60,451
1519,SB,1295,1995-04-13 16:45:00,pm60,940
1520,SB,1296,2017-05-11 07:45:00,am15,186
1521,SB,1296,2017-05-11 16:45:00,pm15,204
1522,SB,1296,2017-05-11 07:15:00,am60,637
1523,SB,1296,2017-05-11 16:45:00,pm60,766
1524,SB,1299,1995-04-13 07:45:00,am15,100
1525,SB,1299,1995-04-13 17:45:00,pm15,198
1526,SB,1299,1995-04-13 08:30:00,am60,366
1527,SB,1299,1995-04-13 17:00:00,pm60,745
1528,SB,1301,2004-03-19 08:00:00,am15,17
1529,SB,1301,2004-03-19 17:45:00,pm15,23
1530,SB,1301,2004-03-19 07:30:00,am60,58
1531,SB,1301,2004-03-19 17:00:00,pm60,68
1532,SB,1302,1998-08-25 08:15:00,am15,93
1533,SB,1302,1998-08-25 17:00:00,pm15,207
1534,SB,1302,1998-08-25 07:45:00,am60,312
1535,SB,1302,1998-08-25 16:45:00,pm60,683
1536,SB,1305,1995-04-07 08:30:00,am15,108
1537,SB,1305,1995-04-07 17:30:00,pm15,189
1538,SB,1305,1995-04-07 07:45:00,am60,407
1539,SB,1305,1995-04-07 17:00:00,pm60,705
1540,SB,1306,1998-06-24 09:30:00,am15,99
1541,SB,1306,1998-06-24 17:30:00,pm15,195
1542,SB,1306,1998-06-24 09:00:00,am60,358
1543,SB,1306,1998-06-24 17:00:00,pm60,697
1544,SB,1311,1995-02-17 08:15:00,am15,71
1545,SB,1311,1995-02-17 14:30:00,pm15,61
1546,SB,1311,1995-02-17 08:15:00,am60,214
1547,SB,1311,1995-02-17 15:15:00,pm60,238
1548,SB,1315,1993-09-13 08:45:00,am15,25
1549,SB,1315,1993-09-13 16:45:00,pm15,45
1550,SB,1315,1993-09-13 08:30:00,am60,79
1551,SB,1315,1993-09-13 16:45:00,pm60,150
1552,SB,1317,2005-01-18 09:45:00,am15,155
1553,SB,1317,2005-01-18 17:45:00,pm15,270
1554,SB,1317,2005-01-18 09:00:00,am60,526
1555,SB,1317,2005-01-18 17:00:00,pm60,951
1556,SB,1321,2005-12-16 07:00:00,am15,0
1557,SB,1321,2005-12-16 15:00:00,pm15,0
1558,SB,1321,2005-12-16 07:00:00,am60,0
1559,SB,1321,2005-12-16 15:00:00,pm60,0
1560,SB,1324,2013-12-04 08:00:00,am15,285
1561,SB,1324,2013-12-04 14:15:00,pm15,169
1562,SB,1324,2013-12-04 08:00:00,am60,1063
1563,SB,1324,2013-12-04 14:00:00,pm60,610
1564,SB,1327,1994-10-25 08:15:00,am15,36
1565,SB,1327,1994-10-25 17:15:00,pm15,31
1566,SB,1327,1994-10-25 07:30:00,am60,124
1567,SB,1327,1994-10-25 16:30:00,pm60,117
1568,SB,1328,1998-04-16 07:30:00,am15,32
1569,SB,1328,1998-04-16 16:30:00,pm15,23
1570,SB,1328,1998-04-16 07:15:00,am60,115
1571,SB,1328,1998-04-16 16:15:00,pm60,86
1572,SB,1329,1995-02-01 08:45:00,am15,107
1573,SB,1329,1995-02-01 16:00:00,pm15,164
1574,SB,1329,1995-02-01 08:00:00,am60,376
1575,SB,1329,1995-02-01 16:00:00,pm60,520
1576,SB,1330,1997-06-25 08:30:00,am15,113
1577,SB,1330,1997-06-25 17:15:00,pm15,222
1578,SB,1330,1997-06-25 08:15:00,am60,429
1579,SB,1330,1997-06-25 17:00:00,pm60,831
1580,SB,1332,2002-12-26 07:45:00,am15,8
1581,SB,1332,2002-12-26 15:00:00,pm15,5
1582,SB,1332,2002-12-26 07:15:00,am60,23
1583,SB,1332,2002-12-26 15:00:00,pm60,15
1584,SB,1333,2008-09-10 07:45:00,am15,11
1585,SB,1333,2008-09-10 17:30:00,pm15,11
1586,SB,1333,2008-09-10 07:00:00,am60,31
1587,SB,1333,2008-09-10 16:45:00,pm60,22
1588,SB,1335,1994-11-10 08:15:00,am15,100
1589,SB,1335,1994-11-10 17:00:00,pm15,201
1590,SB,1335,1994-11-10 08:15:00,am60,365
1591,SB,1335,1994-11-10 17:00:00,pm60,774
1592,SB,1336,1997-06-19 08:30:00,am15,99
1593,SB,1336,1997-06-19 17:00:00,pm15,178
1594,SB,1336,1997-06-19 08:15:00,am60,379
1595,SB,1336,1997-06-19 16:45:00,pm60,651
1596,SB,1337,1994-03-24 07:00:00,am15,0
1597,SB,1337,1994-03-24 15:00:00,pm15,0
1598,SB,1337,1994-03-24 07:00:00,am60,0
1599,SB,1337,1994-03-24 15:00:00,pm60,0
1600,SB,1341,1994-10-27 07:45:00,am15,109
1601,SB,1341,1994-10-27 17:45:00,pm15,372
1602,SB,1341,1994-10-27 07:15:00,am60,360
1603,SB,1341,1994-10-27 17:00:00,pm60,1426
1604,SB,1342,1998-02-25 07:45:00,am15,98
1605,SB,1342,1998-02-25 17:45:00,pm15,310
1606,SB,1342,1998-02-25 07:45:00,am60,348
1607,SB,1342,1998-02-25 17:00:00,pm60,1161
1608,SB,1345,2001-12-12 08:45:00,am15,479
1609,SB,1345,2001-12-12 17:45:00,pm15,878
1610,SB,1345,2001-12-12 08:00:00,am60,1710
1611,SB,1345,2001-12-12 17:00:00,pm60,3213
1612,SB,1346,1995-02-06 07:45:00,am15,518
1613,SB,1346,1995-02-06 17:30:00,pm15,715
1614,SB,1346,1995-02-06 07:30:00,am60,1925
1615,SB,1346,1995-02-06 17:00:00,pm60,2679
1616,SB,1347,1997-06-10 07:45:00,am15,472
1617,SB,1347,1997-06-10 17:00:00,pm15,681
1618,SB,1347,1997-06-10 07:30:00,am60,1745
1619,SB,1347,1997-06-10 17:00:00,pm60,2647
1620,SB,1355,1997-06-17 08:00:00,am15,89
1621,SB,1355,1997-06-17 17:15:00,pm15,206
1622,SB,1355,1997-06-17 07:15:00,am60,313
1623,SB,1355,1997-06-17 16:30:00,pm60,702
1624,SB,1356,2003-03-07 08:00:00,am15,86
1625,SB,1356,2003-03-07 17:30:00,pm15,187
1626,SB,1356,2003-03-07 07:45:00,am60,297
1627,SB,1356,2003-03-07 17:00:00,pm60,733
1628,SB,1358,1995-04-26 07:00:00,am15,0
1629,SB,1358,1995-04-26 15:00:00,pm15,0
1630,SB,1358,1995-04-26 07:00:00,am60,0
1631,SB,1358,1995-04-26 15:00:00,pm60,0
1632,SB,1359,8.15,am15,573
1633,SB,1359,5.45,pm15,790
1634,SB,1359,7.45,am60,1999
1635,SB,1359,5.00,pm60,2838
1636,SB,1361,1995-01-25 08:00:00,am15,479
1637,SB,1361,1995-01-25 17:00:00,pm15,639
1638,SB,1361,1995-01-25 08:00:00,am60,1780
1639,SB,1361,1995-01-25 17:00:00,pm60,2307
1640,SB,1362,1997-06-26 08:45:00,am15,487
1641,SB,1362,1997-06-26 17:45:00,pm15,634
1642,SB,1362,1997-06-26 08:00:00,am60,1746
1643,SB,1362,1997-06-26 17:00:00,pm60,2505
1644,SB,1369,2013-05-29 09:15:00,am15,339
1645,SB,1369,2013-05-29 17:30:00,pm15,362
1646,SB,1369,2013-05-29 08:30:00,am60,1249
1647,SB,1369,2013-05-29 16:45:00,pm60,1368
1648,SB,1370,2013-05-29 09:15:00,am15,339
1649,SB,1370,2013-05-29 17:30:00,pm15,362
1650,SB,1370,2013-05-29 08:30:00,am60,1249
1651,SB,1370,2013-05-29 16:45:00,pm60,1368
1652,SB,1374,2003-02-25 08:15:00,am15,304
1653,SB,1374,2003-02-25 16:30:00,pm15,370
1654,SB,1374,2003-02-25 08:15:00,am60,1094
1655,SB,1374,2003-02-25 16:30:00,pm60,1384
1656,SB,1379,2009-11-17 09:00:00,am15,126
1657,SB,1379,2009-11-17 16:00:00,pm15,270
1658,SB,1379,2009-11-17 08:45:00,am60,460
1659,SB,1379,2009-11-17 16:00:00,pm60,1028
1660,SB,1380,8.15,am15,128
1661,SB,1380,5.00,pm15,277
1662,SB,1380,7.30,am60,456
1663,SB,1380,5.00,pm60,1063
1664,SB,1383,8.45,am15,115
1665,SB,1383,4.45,pm15,259
1666,SB,1383,8.30,am60,411
1667,SB,1383,4.30,pm60,962
1668,SB,1386,2001-01-31 08:45:00,am15,402
1669,SB,1386,2001-01-31 17:15:00,pm15,555
1670,SB,1386,2001-01-31 08:00:00,am60,1457
1671,SB,1386,2001-01-31 16:45:00,pm60,2001
1672,SB,1387,2010-02-09 08:15:00,am15,57
1673,SB,1387,2010-02-09 17:15:00,pm15,59
1674,SB,1387,2010-02-09 08:00:00,am60,204
1675,SB,1387,2010-02-09 16:45:00,pm60,218
1676,SB,1388,2002-06-20 09:15:00,am15,300
1677,SB,1388,2002-06-20 17:30:00,pm15,370
1678,SB,1388,2002-06-20 09:00:00,am60,1106
1679,SB,1388,2002-06-20 17:00:00,pm60,1379
1680,SB,1390,1995-01-25 08:30:00,am15,300
1681,SB,1390,1995-01-25 17:30:00,pm15,469
1682,SB,1390,1995-01-25 08:15:00,am60,1097
1683,SB,1390,1995-01-25 17:00:00,pm60,1793
1684,SB,1391,2004-02-05 08:15:00,am15,334
1685,SB,1391,2004-02-05 17:45:00,pm15,416
1686,SB,1391,2004-02-05 08:15:00,am60,1307
1687,SB,1391,2004-02-05 17:00:00,pm60,1564
1688,SB,1394,1995-08-29 09:00:00,am15,129
1689,SB,1394,1995-08-29 16:45:00,pm15,175
1690,SB,1394,1995-08-29 08:15:00,am60,481
1691,SB,1394,1995-08-29 16:45:00,pm60,572
1692,SB,1395,8.00,am15,130
1693,SB,1395,5.30,pm15,231
1694,SB,1395,8.00,am60,484
1695,SB,1395,5.00,pm60,872
1696,SB,1396,1995-02-03 09:45:00,am15,105
1697,SB,1396,1995-02-03 17:15:00,pm15,248
1698,SB,1396,1995-02-03 09:00:00,am60,391
1699,SB,1396,1995-02-03 17:00:00,pm60,943
1700,SB,1401,1997-11-25 08:15:00,am15,247
1701,SB,1401,1997-11-25 17:15:00,pm15,211
1702,SB,1401,1997-11-25 07:45:00,am60,809
1703,SB,1401,1997-11-25 17:00:00,pm60,805
1704,SB,1419,2001-09-14 08:45:00,am15,149
1705,SB,1419,2001-09-14 15:45:00,pm15,263
1706,SB,1419,2001-09-14 08:45:00,am60,588
1707,SB,1419,2001-09-14 17:00:00,pm60,998
1708,SB,1421,2004-08-23 09:00:00,am15,137
1709,SB,1421,2004-08-23 17:45:00,pm15,290
1710,SB,1421,2004-08-23 09:00:00,am60,532
1711,SB,1421,2004-08-23 17:00:00,pm60,1052
1712,SB,1426,1997-05-22 08:15:00,am15,153
1713,SB,1426,1997-05-22 17:15:00,pm15,287
1714,SB,1426,1997-05-22 07:45:00,am60,543
1715,SB,1426,1997-05-22 17:00:00,pm60,1078
1716,SB,1429,2017-02-28 08:15:00,am15,207
1717,SB,1429,2017-02-28 16:15:00,pm15,355
1718,SB,1429,2017-02-28 08:15:00,am60,806
1719,SB,1429,2017-02-28 16:15:00,pm60,1393
1720,SB,1430,2001-11-29 07:45:00,am15,281
1721,SB,1430,2001-11-29 17:45:00,pm15,447
1722,SB,1430,2001-11-29 07:30:00,am60,896
1723,SB,1430,2001-11-29 17:00:00,pm60,1682
1724,SB,1443,2010-02-16 08:30:00,am15,139
1725,SB,1443,2010-02-16 17:30:00,pm15,422
1726,SB,1443,2010-02-16 08:15:00,am60,534
1727,SB,1443,2010-02-16 17:00:00,pm60,1586
1728,SB,1448,2009-06-24 08:15:00,am15,138
1729,SB,1448,2009-06-24 17:15:00,pm15,358
1730,SB,1448,2009-06-24 08:15:00,am60,468
1731,SB,1448,2009-06-24 16:45:00,pm60,1401
1732,SB,1458,2017-11-28 07:45:00,am15,174
1733,SB,1458,2017-11-28 17:00:00,pm15,405
1734,SB,1458,2017-11-28 07:30:00,am60,525
1735,SB,1458,2017-11-28 16:30:00,pm60,1499
