,Peak,Pedestrian,Spec_Veh,Volume,count_id
1553,Fail,Pass,Fail,Fail,4441
1554,Pass,Pass,Pass,Pass,4442
1555,Pass,Pass,Pass,Pass,4443
1556,Pass,Pass,Pass,Pass,4444
1557,Pass,Pass,Pass,Pass,4448
1558,Pass,Fail,Pass,Fail,4451
1559,Pass,Fail,Pass,Fail,4453
1560,Pass,Fail,Pass,Fail,4454
1561,Pass,Fail,Pass,Fail,4457
1562,Pass,Pass,Pass,Pass,4458
1563,Pass,Pass,Pass,Fail,4464
1564,Pass,Pass,Pass,Pass,4472
1565,Pass,Fail,Pass,Fail,4474
1566,Pass,Pass,Pass,Pass,4490
1567,Pass,Pass,Fail,Fail,4506
1568,Pass,Pass,Pass,Pass,4508
1569,Pass,Pass,Pass,Pass,4510
1570,Pass,Pass,Pass,Pass,4511
1571,Pass,Pass,Pass,Pass,4517
1572,Pass,Pass,Pass,Pass,4518
1573,Pass,Pass,Fail,Fail,4526
1574,Pass,Pass,Fail,Fail,4528
1575,Pass,Pass,Fail,Fail,4529
1576,Pass,Fail,Pass,Pass,4537
1577,Pass,Pass,Pass,Pass,4538
1578,Pass,Pass,Pass,Pass,4540
1579,Pass,Pass,Fail,Fail,4541
1580,Pass,Pass,Pass,Pass,4544
1581,Pass,Pass,Pass,Pass,4547
1582,Pass,Pass,Pass,Pass,4548
1583,Pass,Pass,Pass,Pass,4552
1584,Pass,Pass,Pass,Pass,4553
1585,Pass,Pass,Pass,Pass,4563
1586,Pass,Pass,Pass,Pass,4565
1587,Pass,Pass,Pass,Pass,4566
1588,Pass,Pass,Pass,Pass,4567
1589,Pass,Pass,Pass,Pass,4572
1590,Pass,Pass,Pass,Pass,4578
1591,Pass,Pass,Pass,Fail,4583
1592,Pass,Pass,Pass,Fail,4586
1593,Pass,Pass,Pass,Pass,4587
1594,Pass,Pass,Pass,Pass,4589
1595,Pass,Pass,Pass,Pass,4591
1596,Pass,Pass,Pass,Pass,4592
1597,Pass,Pass,Pass,Pass,4593
1598,Fail,Pass,Pass,Fail,4609
1599,Pass,Pass,Pass,Pass,4610
1600,Pass,Pass,Pass,Pass,4611
1601,Pass,Pass,Pass,Pass,4612
1602,Pass,Pass,Pass,Pass,4628
1603,Pass,Pass,Pass,Fail,4630
1604,Fail,Pass,Fail,Fail,4632
1605,Pass,Pass,Pass,Pass,4633
1606,Pass,Pass,Pass,Pass,4634
1607,Fail,Pass,Fail,Pass,4639
1608,Pass,Pass,Pass,Pass,4640
1609,Pass,Pass,Pass,Pass,4642
1610,Pass,Pass,Pass,Pass,4643
1611,Pass,Pass,Pass,Pass,4659
1612,Pass,Pass,Pass,Pass,4668
1613,Pass,Pass,Pass,Pass,4669
1614,Pass,Fail,Pass,Fail,4672
1615,Pass,Pass,Pass,Fail,4673
1616,Pass,Pass,Pass,Pass,4674
1617,Pass,Fail,Pass,Fail,4676
1618,Pass,Pass,Fail,Pass,4677
1619,Pass,Pass,Pass,Pass,4678
1620,Pass,Pass,Fail,Fail,4680
1621,Pass,Fail,Pass,Fail,4682
1622,Fail,Pass,Fail,Pass,4683
1623,Pass,Pass,Pass,Fail,4685
1624,Pass,Pass,Pass,Pass,4713
1625,Pass,Pass,Pass,Pass,4717
1626,Pass,Pass,Pass,Pass,4719
1627,Pass,Pass,Fail,Fail,4729
1628,Pass,Pass,Pass,Pass,4732
1629,Pass,Pass,Pass,Pass,4733
1630,Pass,Pass,Pass,Pass,4740
1631,Pass,Pass,Pass,Fail,4742
1632,Pass,Pass,Pass,Pass,4743
1633,Pass,Pass,Pass,Fail,4744
1634,Pass,Pass,Fail,Pass,4747
1635,Pass,Pass,Pass,Pass,4748
1636,Pass,Pass,Pass,Pass,4749
1637,Pass,Pass,Pass,Pass,4751
1638,Pass,Pass,Pass,Pass,4753
1639,Pass,Pass,Pass,Pass,4754
1640,Pass,Pass,Pass,Pass,4755
1641,Pass,Pass,Pass,Pass,4758
1642,Pass,Pass,Pass,Pass,4759
1643,Fail,Pass,Fail,Pass,4765
1644,Pass,Pass,Pass,Pass,4766
1645,Fail,Pass,Fail,Pass,4767
1646,Pass,Pass,Pass,Pass,4769
1647,Fail,Pass,Fail,Pass,4770
1648,Pass,Pass,Pass,Pass,4771
1649,Fail,Pass,Pass,Pass,4772
1650,Pass,Pass,Pass,Pass,4778
1651,Pass,Fail,Pass,Fail,4783
1652,Pass,Fail,Pass,Fail,4784
1653,Pass,Pass,Pass,Pass,4785
1654,Pass,Pass,Pass,Pass,4790
1655,Pass,Pass,Pass,Pass,4799
1656,Pass,Pass,Pass,Pass,4800
1657,Pass,Pass,Pass,Pass,4801
1658,Pass,Pass,Pass,Pass,4802
1659,Pass,Pass,Pass,Fail,4803
1660,Pass,Pass,Pass,Pass,4806
1661,Pass,Pass,Pass,Pass,4807
1662,Pass,Pass,Pass,Fail,4808
1663,Pass,Pass,Pass,Fail,4809
1664,Pass,Pass,Pass,Pass,4810
1665,Pass,Pass,Pass,Fail,4811
1666,Pass,Fail,Pass,Fail,4814
1667,Pass,Pass,Pass,Pass,4815
1668,Pass,Pass,Pass,Pass,4816
1669,Pass,Pass,Pass,Pass,4817
1670,Pass,Pass,Pass,Pass,4818
1671,Pass,Pass,Pass,Pass,4819
1672,Pass,Pass,Pass,Pass,4820
1673,Pass,Pass,Pass,Pass,4821
1674,Pass,Pass,Pass,Pass,4822
1675,Pass,Pass,Fail,Pass,4823
1676,Pass,Pass,Pass,Pass,4824
1677,Fail,Pass,Pass,Fail,4826
1678,Fail,Fail,Fail,Fail,4827
1679,Fail,Fail,Fail,Fail,4830
1680,Pass,Pass,Pass,Pass,4835
1681,Pass,Pass,Pass,Pass,4836
1682,Pass,Pass,Pass,Fail,4837
1683,Pass,Pass,Pass,Pass,4838
1684,Pass,Pass,Pass,Pass,4841
1685,Pass,Pass,Pass,Pass,4842
1686,Pass,Pass,Pass,Pass,4843
1687,Pass,Pass,Pass,Pass,4844
1688,Pass,Pass,Pass,Fail,4845
1689,Pass,Pass,Pass,Pass,4846
1690,Pass,Pass,Pass,Pass,4847
1691,Pass,Pass,Pass,Pass,4849
1692,Pass,Pass,Pass,Fail,4850
1693,Pass,Pass,Pass,Pass,4851
1694,Pass,Pass,Pass,Fail,4852
1695,Pass,Pass,Pass,Pass,4863
1696,Pass,Pass,Pass,Pass,4865
1697,Pass,Fail,Pass,Fail,4866
1698,Pass,Pass,Pass,Pass,4867
1699,Pass,Pass,Pass,Pass,4868
1700,Pass,Pass,Pass,Pass,4869
1701,Pass,Fail,Pass,Pass,4870
1702,Pass,Pass,Pass,Pass,4871
1703,Pass,Pass,Pass,Pass,4872
1704,Pass,Pass,Pass,Pass,4876
1705,Pass,Pass,Pass,Pass,4877
1706,Fail,Pass,Fail,Pass,4879
1707,Pass,Fail,Pass,Fail,4885
1708,Pass,Fail,Pass,Fail,4889
1709,Pass,Pass,Pass,Pass,4893
1710,Pass,Pass,Pass,Pass,4894
1711,Pass,Pass,Pass,Pass,4895
1712,Pass,Pass,Pass,Pass,4897
1713,Fail,Pass,Pass,Fail,4900
1714,Pass,Pass,Pass,Pass,4904
1715,Pass,Pass,Pass,Fail,4905
1716,Pass,Pass,Pass,Fail,4906
1717,Pass,Pass,Pass,Fail,4907
1718,Pass,Pass,Pass,Pass,4908
1719,Pass,Pass,Pass,Pass,4911
1720,Pass,Pass,Pass,Pass,4928
1721,Pass,Pass,Pass,Pass,4929
1722,Pass,Pass,Fail,Fail,4930
1723,Fail,Pass,Pass,Pass,4931
1724,Pass,Fail,Pass,Fail,4932
1725,Fail,Pass,Pass,Fail,4935
1726,Pass,Pass,Pass,Pass,4939
1727,Pass,Pass,Pass,Fail,4940
1728,Fail,Pass,Pass,Pass,4942
1729,Pass,Pass,Fail,Pass,4943
1730,Pass,Pass,Pass,Pass,4950
1731,Pass,Fail,Pass,Fail,4951
1732,Pass,Pass,Fail,Pass,4952
1733,Pass,Pass,Pass,Pass,4953
1734,Pass,Pass,Pass,Pass,4954
1735,Pass,Pass,Pass,Pass,4955
1736,Pass,Pass,Pass,Pass,4956
1737,Pass,Fail,Pass,Fail,4957
1738,Pass,Fail,Pass,Fail,4960
1739,Pass,Pass,Pass,Pass,4963
1740,Pass,Pass,Pass,Pass,4964
1741,Pass,Pass,Pass,Pass,4965
1742,Pass,Pass,Pass,Pass,4969
1743,Pass,Pass,Pass,Pass,4970
1744,Pass,Pass,Pass,Pass,4971
1745,Pass,Pass,Pass,Fail,4972
1746,Pass,Fail,Pass,Fail,4979
1747,Pass,Pass,Pass,Pass,4980
1748,Fail,Fail,Pass,Fail,4981
1749,Pass,Pass,Pass,Pass,4982
1750,Pass,Fail,Pass,Fail,4983
1751,Pass,Pass,Pass,Pass,4984
1752,Pass,Pass,Pass,Pass,4985
1753,Pass,Fail,Pass,Fail,4986
1754,Pass,Pass,Pass,Pass,4987
1755,Pass,Pass,Pass,Pass,4988
1756,Pass,Pass,Pass,Pass,4989
1757,Fail,Pass,Fail,Fail,4991
1758,Pass,Pass,Pass,Pass,4992
1759,Pass,Pass,Pass,Pass,4999
1760,Pass,Pass,Pass,Pass,5003
1761,Pass,Pass,Fail,Pass,5004
1762,Pass,Fail,Pass,Fail,5007
1763,Pass,Fail,Pass,Fail,5008
1764,Pass,Pass,Pass,Pass,5009
1765,Pass,Pass,Pass,Pass,5010
1766,Pass,Pass,Pass,Pass,5011
1767,Pass,Pass,Pass,Pass,5014
1768,Pass,Pass,Pass,Pass,5015
1769,Pass,Pass,Pass,Pass,5016
1770,Pass,Fail,Pass,Fail,5020
1771,Pass,Pass,Pass,Pass,5022
1772,Pass,Pass,Pass,Pass,5026
1773,Pass,Fail,Pass,Fail,5028
1774,Pass,Pass,Fail,Pass,5029
1775,Pass,Pass,Pass,Pass,5030
1776,Pass,Pass,Pass,Pass,5031
1777,Pass,Pass,Pass,Pass,5032
1778,Fail,Pass,Pass,Fail,5033
1779,Pass,Pass,Pass,Pass,5034
1780,Fail,Pass,Pass,Fail,5036
1781,Pass,Pass,Pass,Fail,5037
1782,Pass,Pass,Pass,Pass,5042
1783,Pass,Pass,Pass,Pass,5043
1784,Pass,Pass,Pass,Pass,5047
1785,Pass,Fail,Pass,Fail,5053
1786,Pass,Pass,Pass,Pass,5054
1787,Pass,Pass,Pass,Pass,5055
1788,Pass,Pass,Pass,Pass,5056
1789,Pass,Pass,Pass,Pass,5057
1790,Pass,Pass,Pass,Pass,5058
1791,Pass,Pass,Pass,Pass,5059
1792,Pass,Fail,Pass,Fail,5063
1793,Pass,Fail,Pass,Fail,5064
1794,Pass,Pass,Pass,Pass,5065
1795,Pass,Pass,Pass,Fail,5068
1796,Pass,Pass,Pass,Fail,5069
1797,Pass,Pass,Pass,Pass,5070
1798,Pass,Pass,Pass,Pass,5074
1799,Pass,Pass,Pass,Pass,5075
1800,Pass,Fail,Pass,Fail,5078
1801,Pass,Pass,Pass,Fail,5079
1802,Pass,Pass,Pass,Pass,5080
1803,Pass,Pass,Pass,Pass,5081
1804,Pass,Fail,Pass,Fail,5083
1805,Pass,Pass,Pass,Pass,5087
1806,Pass,Pass,Pass,Pass,5098
1807,Pass,Pass,Fail,Pass,5107
1808,Pass,Pass,Pass,Pass,5115
1809,Pass,Pass,Pass,Pass,5116
1810,Fail,Pass,Pass,Pass,5117
1811,Pass,Pass,Pass,Pass,5125
1812,Pass,Pass,Pass,Pass,5126
1813,Pass,Fail,Pass,Fail,5131
1814,Pass,Pass,Pass,Pass,5134
1815,Pass,Pass,Pass,Pass,5135
1816,Fail,Pass,Pass,Pass,5136
1817,Pass,Pass,Pass,Pass,5137
1818,Pass,Pass,Fail,Fail,5140
1819,Pass,Fail,Pass,Fail,5141
1820,Pass,Pass,Pass,Pass,5142
1821,Pass,Pass,Pass,Pass,5145
1822,Pass,Pass,Pass,Pass,5146
1823,Pass,Fail,Pass,Fail,5152
1824,Pass,Fail,Pass,Fail,5153
1825,Pass,Fail,Pass,Fail,5170
1826,Pass,Pass,Pass,Pass,5171
1827,Pass,Pass,Pass,Pass,5179
1828,Pass,Pass,Pass,Pass,5181
1829,Pass,Pass,Pass,Pass,5186
1830,Pass,Pass,Pass,Pass,5187
1831,Fail,Pass,Fail,Pass,5189
1832,Pass,Fail,Pass,Fail,5195
1833,Pass,Pass,Pass,Pass,5202
1834,Pass,Pass,Pass,Pass,5203
1835,Pass,Fail,Pass,Fail,5204
1836,Pass,Pass,Pass,Pass,5207
1837,Pass,Pass,Pass,Fail,5208
1838,Pass,Pass,Pass,Pass,5209
1839,Fail,Pass,Pass,Fail,5213
1840,Fail,Fail,Fail,Fail,5216
1841,Pass,Pass,Pass,Pass,5238
1842,Pass,Pass,Pass,Pass,5239
1843,Pass,Pass,Pass,Pass,5254
1844,Pass,Pass,Pass,Pass,5264
1845,Fail,Pass,Pass,Pass,5270
1846,Pass,Pass,Pass,Fail,5271
1847,Pass,Pass,Pass,Pass,5272
1848,Pass,Pass,Pass,Pass,5274
1849,Pass,Fail,Pass,Fail,5285
1850,Pass,Pass,Pass,Pass,5288
1851,Fail,Fail,Fail,Fail,5291
1852,Pass,Pass,Pass,Pass,5292
1853,Fail,Pass,Pass,Fail,5305
1854,Pass,Pass,Fail,Fail,5306
1855,Pass,Pass,Pass,Pass,5315
1856,Pass,Pass,Pass,Pass,5316
1857,Pass,Pass,Pass,Pass,5328
1858,Pass,Pass,Pass,Pass,5331
1859,Pass,Pass,Fail,Pass,5332
1860,Fail,Fail,Fail,Fail,5333
1861,Pass,Pass,Pass,Pass,5334
1862,Fail,Pass,Pass,Pass,5337
1863,Fail,Fail,Fail,Fail,5339
1864,Pass,Pass,Pass,Pass,5340
1865,Fail,Pass,Pass,Fail,5346
1866,Pass,Pass,Pass,Fail,5351
1867,Pass,Fail,Pass,Fail,5354
1868,Pass,Fail,Pass,Fail,5355
1869,Pass,Pass,Pass,Pass,5356
1870,Pass,Pass,Pass,Pass,5357
1871,Pass,Pass,Pass,Fail,5358
1872,Pass,Pass,Pass,Pass,5359
1873,Pass,Pass,Pass,Pass,5360
1874,Pass,Pass,Pass,Pass,5361
1875,Pass,Pass,Pass,Fail,5363
1876,Pass,Fail,Pass,Fail,5367
1877,Fail,Fail,Pass,Fail,5371
1878,Fail,Pass,Pass,Pass,5372
1879,Pass,Pass,Pass,Pass,5373
1880,Fail,Fail,Fail,Fail,5374
1881,Pass,Pass,Pass,Pass,5376
1882,Pass,Fail,Pass,Fail,5391
1883,Pass,Pass,Pass,Pass,5398
1884,Pass,Pass,Pass,Fail,5410
1885,Pass,Pass,Pass,Pass,5411
1886,Pass,Pass,Pass,Pass,5431
1887,Pass,Pass,Pass,Pass,5432
1888,Pass,Pass,Pass,Pass,5434
1889,Fail,Pass,Pass,Fail,5435
1890,Pass,Pass,Pass,Pass,5436
1891,Pass,Pass,Pass,Fail,5442
1892,Pass,Pass,Pass,Fail,5446
1893,Pass,Pass,Pass,Pass,5451
1894,Fail,Pass,Fail,Pass,5454
1895,Fail,Fail,Fail,Fail,5463
1896,Pass,Pass,Pass,Pass,5466
1897,Pass,Pass,Pass,Pass,5470
1898,Pass,Pass,Pass,Fail,5471
1899,Pass,Pass,Pass,Pass,5472
1900,Pass,Pass,Fail,Fail,5473
1901,Pass,Pass,Pass,Pass,5474
1902,Pass,Pass,Pass,Pass,5481
1903,Pass,Pass,Pass,Pass,5482
1904,Fail,Fail,Fail,Fail,5483
1905,Pass,Pass,Pass,Pass,5484
1906,Fail,Pass,Pass,Fail,5490
1907,Pass,Pass,Pass,Pass,5491
1908,Pass,Pass,Pass,Pass,5492
1909,Pass,Pass,Pass,Pass,5493
1910,Fail,Pass,Fail,Fail,5496
1911,Pass,Pass,Pass,Pass,5498
1912,Pass,Pass,Pass,Pass,5505
1913,Pass,Fail,Pass,Fail,5514
1914,Pass,Pass,Pass,Fail,5515
1915,Pass,Pass,Pass,Fail,5516
1916,Pass,Pass,Pass,Fail,5521
1917,Pass,Fail,Pass,Fail,5523
1918,Pass,Pass,Pass,Pass,5524
1919,Pass,Fail,Pass,Fail,5527
1920,Pass,Pass,Pass,Fail,5531
1921,Pass,Pass,Pass,Fail,5532
1922,Pass,Pass,Pass,Pass,5534
1923,Pass,Pass,Pass,Pass,5537
1924,Pass,Pass,Pass,Pass,5538
1925,Fail,Pass,Pass,Pass,5541
1926,Fail,Fail,Fail,Fail,5544
1927,Pass,Pass,Pass,Pass,5555
1928,Pass,Pass,Pass,Pass,5559
1929,Pass,Pass,Pass,Pass,5564
1930,Pass,Fail,Pass,Fail,5565
1931,Pass,Pass,Pass,Pass,5569
1932,Pass,Pass,Pass,Pass,5571
1933,Pass,Fail,Pass,Fail,5572
1934,Pass,Pass,Pass,Pass,5573
1935,Pass,Pass,Pass,Pass,5578
1936,Pass,Pass,Pass,Pass,5579
1937,Pass,Pass,Pass,Pass,5580
1938,Pass,Pass,Pass,Pass,5582
1939,Pass,Pass,Pass,Pass,5584
1940,Pass,Pass,Pass,Pass,5585
1941,Pass,Pass,Pass,Pass,5589
1942,Fail,Pass,Pass,Fail,5590
1943,Fail,Pass,Pass,Fail,5591
1944,Fail,Pass,Pass,Fail,5596
1945,Pass,Pass,Pass,Pass,5597
1946,Pass,Pass,Pass,Pass,5599
1947,Pass,Pass,Pass,Pass,5601
1948,Pass,Pass,Pass,Pass,5602
1949,Pass,Pass,Pass,Pass,5603
1950,Pass,Pass,Pass,Fail,5604
1951,Pass,Fail,Pass,Fail,5605
1952,Pass,Pass,Pass,Fail,5606
1953,Pass,Pass,Fail,Fail,5607
1954,Pass,Pass,Pass,Fail,5608
1955,Fail,Pass,Pass,Fail,5614
1956,Pass,Pass,Pass,Fail,5615
1957,Pass,Fail,Pass,Fail,5616
1958,Pass,Fail,Pass,Fail,5628
1959,Pass,Pass,Pass,Pass,5629
1960,Pass,Pass,Pass,Pass,5630
1961,Pass,Pass,Fail,Pass,5631
1962,Pass,Pass,Pass,Pass,5632
1963,Pass,Pass,Pass,Pass,5633
1964,Pass,Pass,Pass,Pass,5634
1965,Fail,Pass,Pass,Fail,5635
1966,Pass,Pass,Fail,Fail,5636
1967,Pass,Pass,Pass,Fail,5641
1968,Pass,Pass,Pass,Pass,5648
1969,Pass,Pass,Pass,Pass,5649
1970,Pass,Pass,Pass,Pass,5650
1971,Pass,Pass,Pass,Pass,5651
1972,Pass,Pass,Pass,Pass,5652
1973,Pass,Pass,Pass,Pass,5653
1974,Pass,Pass,Fail,Fail,5654
1975,Pass,Pass,Pass,Pass,5655
1976,Pass,Fail,Pass,Fail,5656
1977,Pass,Pass,Pass,Pass,5657
1978,Pass,Pass,Pass,Pass,5658
1979,Pass,Pass,Pass,Pass,5662
1980,Pass,Pass,Fail,Fail,5663
1981,Pass,Pass,Pass,Pass,5664
1982,Pass,Pass,Pass,Pass,5671
1983,Pass,Pass,Pass,Fail,5672
1984,Pass,Pass,Pass,Pass,5673
1985,Pass,Pass,Pass,Fail,5680
1986,Pass,Pass,Pass,Pass,5681
1987,Fail,Pass,Pass,Fail,5682
1988,Pass,Pass,Pass,Pass,5683
1989,Pass,Pass,Pass,Pass,5684
1990,Pass,Pass,Pass,Pass,5685
1991,Fail,Pass,Pass,Fail,5686
1992,Pass,Pass,Pass,Pass,5687
1993,Pass,Pass,Pass,Pass,5688
1994,Pass,Pass,Pass,Pass,5691
1995,Pass,Pass,Pass,Fail,5692
1996,Pass,Pass,Pass,Fail,5693
1997,Pass,Pass,Pass,Fail,5694
1998,Pass,Pass,Pass,Pass,5695
1999,Pass,Pass,Pass,Pass,5698
2000,Pass,Pass,Pass,Pass,5707
2001,Pass,Pass,Fail,Fail,5710
2002,Fail,Pass,Pass,Fail,5714
2003,Pass,Pass,Pass,Pass,5715
2004,Fail,Pass,Fail,Fail,5716
2005,Pass,Pass,Pass,Pass,5722
2006,Pass,Pass,Pass,Pass,5723
2007,Pass,Pass,Pass,Pass,5724
2008,Pass,Pass,Pass,Pass,5725
2009,Pass,Pass,Pass,Pass,5727
2010,Fail,Pass,Pass,Fail,5728
2011,Pass,Pass,Pass,Fail,5731
2012,Pass,Pass,Pass,Fail,5734
2013,Pass,Pass,Pass,Fail,5741
2014,Pass,Pass,Pass,Pass,5742
2015,Pass,Fail,Pass,Fail,5754
2016,Pass,Fail,Pass,Fail,5756
2017,Pass,Pass,Pass,Pass,5757
2018,Pass,Pass,Pass,Pass,5758
2019,Pass,Pass,Pass,Pass,5759
2020,Pass,Pass,Pass,Pass,5761
2021,Pass,Pass,Pass,Pass,5762
2022,Pass,Pass,Pass,Pass,5763
2023,Pass,Fail,Pass,Fail,5764
2024,Pass,Pass,Pass,Pass,5765
2025,Pass,Pass,Pass,Pass,5770
2026,Pass,Pass,Pass,Fail,5771
2027,Pass,Pass,Pass,Pass,5772
2028,Fail,Pass,Pass,Fail,5776
2029,Fail,Pass,Pass,Fail,5777
2030,Pass,Pass,Pass,Pass,5778
2031,Pass,Pass,Pass,Pass,5781
2032,Pass,Pass,Pass,Pass,5782
2033,Pass,Fail,Pass,Fail,5783
2034,Pass,Pass,Pass,Pass,5784
2035,Pass,Pass,Pass,Pass,5785
2036,Fail,Pass,Pass,Fail,5786
2037,Pass,Pass,Pass,Pass,5791
2038,Pass,Pass,Pass,Pass,5792
2039,Pass,Pass,Pass,Pass,5796
2040,Pass,Pass,Pass,Pass,5797
2041,Pass,Pass,Pass,Pass,5798
2042,Pass,Fail,Pass,Fail,5802
2043,Pass,Pass,Pass,Pass,5803
2044,Pass,Pass,Pass,Pass,5804
2045,Pass,Pass,Pass,Pass,5810
2046,Pass,Pass,Pass,Pass,5811
2047,Pass,Pass,Pass,Fail,5812
2048,Pass,Pass,Pass,Pass,5813
2049,Pass,Pass,Pass,Pass,5814
2050,Pass,Pass,Pass,Pass,5815
2051,Pass,Pass,Fail,Pass,5823
2052,Pass,Fail,Pass,Fail,5827
2053,Pass,Pass,Pass,Pass,5832
2054,Pass,Fail,Pass,Fail,5836
2055,Pass,Pass,Pass,Pass,5837
2056,Pass,Pass,Pass,Pass,5838
2057,Pass,Pass,Pass,Pass,5843
2058,Pass,Pass,Pass,Fail,5844
2059,Pass,Pass,Pass,Pass,5845
2060,Pass,Pass,Pass,Pass,5846
2061,Pass,Pass,Pass,Pass,5855
2062,Pass,Pass,Pass,Pass,5856
2063,Pass,Pass,Pass,Pass,5857
2064,Pass,Fail,Pass,Fail,5859
2065,Pass,Fail,Pass,Fail,5860
2066,Pass,Pass,Pass,Pass,5866
2067,Fail,Fail,Pass,Fail,5873
2068,Pass,Fail,Pass,Fail,5885
2069,Pass,Pass,Pass,Pass,5886
2070,Pass,Pass,Pass,Pass,5887
2071,Fail,Pass,Fail,Pass,5893
2072,Pass,Pass,Pass,Pass,5897
2073,Pass,Pass,Fail,Pass,5898
2074,Fail,Fail,Pass,Fail,5901
2075,Pass,Pass,Pass,Pass,5904
2076,Pass,Fail,Pass,Fail,5905
2077,Fail,Pass,Fail,Pass,5906
2078,Pass,Pass,Pass,Pass,5918
2079,Pass,Pass,Pass,Pass,5938
2080,Pass,Pass,Pass,Pass,5939
2081,Pass,Pass,Pass,Fail,5940
2082,Pass,Fail,Pass,Fail,5941
2083,Pass,Pass,Pass,Pass,5943
2084,Pass,Pass,Pass,Pass,5947
2085,Pass,Pass,Pass,Pass,5948
2086,Pass,Pass,Pass,Pass,5949
2087,Pass,Pass,Pass,Pass,5950
2088,Pass,Pass,Pass,Pass,5952
2089,Pass,Pass,Pass,Pass,5953
2090,Fail,Pass,Pass,Fail,5954
2091,Pass,Pass,Pass,Pass,5955
2092,Pass,Pass,Pass,Pass,5956
2093,Pass,Pass,Pass,Fail,5958
2094,Pass,Pass,Pass,Fail,5959
2095,Pass,Pass,Pass,Fail,5960
2096,Pass,Pass,Pass,Fail,5961
2097,Pass,Pass,Pass,Pass,5964
2098,Pass,Pass,Pass,Pass,5965
2099,Pass,Pass,Pass,Pass,5975
2100,Pass,Pass,Pass,Fail,5976
2101,Pass,Pass,Pass,Pass,5977
2102,Fail,Pass,Pass,Pass,5978
2103,Pass,Pass,Pass,Fail,5980
2104,Pass,Pass,Fail,Fail,5981
2105,Fail,Pass,Pass,Pass,5985
2106,Fail,Pass,Pass,Fail,5987
2107,Fail,Fail,Fail,Fail,5988
2108,Pass,Fail,Pass,Fail,5992
2109,Pass,Pass,Pass,Fail,5995
2110,Pass,Pass,Pass,Pass,5999
2111,Pass,Pass,Pass,Pass,6012
2112,Pass,Pass,Pass,Pass,6014
2113,Fail,Fail,Fail,Fail,6016
2114,Fail,Pass,Pass,Pass,6020
2115,Pass,Pass,Pass,Pass,6021
2116,Pass,Pass,Fail,Pass,6023
2117,Fail,Pass,Pass,Pass,6025
2118,Pass,Pass,Pass,Pass,6026
2119,Pass,Pass,Pass,Fail,6029
2120,Pass,Pass,Pass,Pass,6030
2121,Fail,Pass,Pass,Fail,6031
2122,Pass,Pass,Fail,Fail,6032
2123,Pass,Pass,Pass,Fail,6033
2124,Pass,Pass,Pass,Pass,6036
2125,Pass,Pass,Pass,Pass,6044
2126,Pass,Pass,Pass,Pass,6045
2127,Fail,Pass,Pass,Pass,6047
2128,Fail,Pass,Fail,Pass,6048
2129,Pass,Pass,Pass,Pass,6051
2130,Pass,Pass,Pass,Pass,6052
2131,Pass,Pass,Pass,Pass,6054
2132,Pass,Pass,Pass,Pass,6062
2133,Pass,Pass,Pass,Pass,6063
2134,Pass,Pass,Pass,Pass,6064
2135,Pass,Fail,Pass,Fail,6071
2136,Pass,Pass,Pass,Pass,6073
2137,Pass,Pass,Pass,Pass,6074
2138,Pass,Pass,Pass,Pass,6075
2139,Fail,Pass,Pass,Fail,6079
2140,Pass,Pass,Pass,Pass,6102
2141,Pass,Pass,Pass,Pass,6113
2142,Fail,Pass,Pass,Pass,6116
2143,Pass,Fail,Pass,Fail,6118
2144,Pass,Pass,Pass,Pass,6119
2145,Pass,Fail,Pass,Pass,6121
2146,Pass,Fail,Pass,Fail,6125
2147,Pass,Fail,Pass,Fail,6127
2148,Pass,Fail,Pass,Fail,6129
2149,Pass,Pass,Fail,Pass,6130
2150,Pass,Pass,Pass,Pass,6131
2151,Fail,Pass,Pass,Pass,6142
2152,Pass,Pass,Pass,Pass,6143
2153,Pass,Pass,Pass,Pass,6147
2154,Pass,Pass,Pass,Pass,6150
2155,Pass,Pass,Pass,Pass,6151
2156,Pass,Pass,Pass,Pass,6152
2157,Pass,Pass,Pass,Pass,6158
2158,Pass,Pass,Pass,Pass,6159
2159,Pass,Pass,Pass,Pass,6160
2160,Pass,Pass,Pass,Pass,6161
2161,Pass,Pass,Pass,Pass,6162
2162,Pass,Pass,Pass,Fail,6163
2163,Pass,Pass,Pass,Fail,6164
2164,Pass,Fail,Pass,Fail,6165
2165,Pass,Pass,Pass,Pass,6167
2166,Pass,Fail,Pass,Fail,6168
2167,Pass,Pass,Pass,Pass,6169
2168,Pass,Pass,Pass,Fail,6172
2169,Pass,Pass,Pass,Pass,6173
2170,Pass,Pass,Pass,Pass,6182
2171,Pass,Fail,Pass,Fail,6183
2172,Pass,Pass,Pass,Pass,6185
2173,Pass,Fail,Pass,Fail,6187
2174,Pass,Fail,Pass,Fail,6189
2175,Pass,Fail,Pass,Fail,6190
2176,Pass,Pass,Pass,Pass,6191
2177,Pass,Pass,Pass,Pass,6192
2178,Pass,Pass,Pass,Pass,6198
2179,Pass,Pass,Pass,Pass,6202
2180,Pass,Pass,Pass,Pass,6218
2181,Pass,Fail,Pass,Fail,6226
2182,Pass,Pass,Pass,Pass,6228
2183,Pass,Pass,Pass,Fail,6238
2184,Pass,Pass,Pass,Pass,6242
2185,Pass,Pass,Pass,Fail,6243
2186,Pass,Pass,Pass,Pass,6250
2187,Pass,Pass,Pass,Pass,6251
