,approach,count_id,type,volume
31309,EB,7621,bus,0
31310,WB,7621,dual,12
31311,WB,7621,bike,0
31312,WB,7621,bus,0
31313,NB,7622,dual,73
31314,NB,7622,bike,5
31315,NB,7622,bus,11
31316,SB,7622,dual,94
31317,SB,7622,bike,11
31318,SB,7622,bus,24
31319,EB,7622,dual,10
31320,EB,7622,bike,3
31321,EB,7622,bus,0
31322,WB,7622,dual,10
31323,WB,7622,bike,4
31324,WB,7622,bus,13
31325,NB,7625,dual,66
31326,NB,7625,bike,0
31327,NB,7625,bus,100
31328,SB,7625,dual,52
31329,SB,7625,bike,0
31330,SB,7625,bus,100
31331,EB,7625,dual,87
31332,EB,7625,bike,0
31333,EB,7625,bus,248
31334,WB,7625,dual,92
31335,WB,7625,bike,0
31336,WB,7625,bus,134
31337,NB,7626,dual,236
31338,NB,7626,bike,5
31339,NB,7626,bus,22
31340,SB,7626,dual,235
31341,SB,7626,bike,0
31342,SB,7626,bus,10
31343,EB,7626,dual,260
31344,EB,7626,bike,27
31345,EB,7626,bus,18
31346,WB,7626,dual,177
31347,WB,7626,bike,6
31348,WB,7626,bus,18
31349,NB,7627,dual,218
31350,NB,7627,bike,0
31351,NB,7627,bus,17
31352,SB,7627,dual,221
31353,SB,7627,bike,11
31354,SB,7627,bus,24
31355,EB,7627,dual,288
31356,EB,7627,bike,52
31357,EB,7627,bus,14
31358,WB,7627,dual,206
31359,WB,7627,bike,0
31360,WB,7627,bus,14
31361,NB,7628,dual,135
31362,NB,7628,bike,0
31363,NB,7628,bus,13
31364,SB,7628,dual,160
31365,SB,7628,bike,0
31366,SB,7628,bus,23
31367,EB,7628,dual,279
31368,EB,7628,bike,16
31369,EB,7628,bus,15
31370,WB,7628,dual,319
31371,WB,7628,bike,0
31372,WB,7628,bus,22
31373,NB,7629,dual,127
31374,NB,7629,bike,23
31375,NB,7629,bus,219
31376,SB,7629,dual,15
31377,SB,7629,bike,219
31378,SB,7629,bus,0
31379,EB,7629,dual,15
31380,EB,7629,bike,285
31381,EB,7629,bus,24
31382,WB,7629,dual,17
31383,NB,7631,dual,0
31384,NB,7631,bike,0
31385,NB,7631,bus,0
31386,SB,7631,dual,0
31387,SB,7631,bike,0
31388,SB,7631,bus,0
31389,EB,7631,dual,0
31390,EB,7631,bike,0
31391,EB,7631,bus,0
31392,WB,7631,dual,0
31393,WB,7631,bike,0
31394,WB,7631,bus,0
31395,NB,7632,dual,0
31396,NB,7632,bike,0
31397,NB,7632,bus,0
31398,SB,7632,dual,0
31399,SB,7632,bike,0
31400,SB,7632,bus,0
31401,EB,7632,dual,0
31402,EB,7632,bike,0
31403,EB,7632,bus,0
31404,WB,7632,dual,0
31405,WB,7632,bike,0
31406,WB,7632,bus,0
31407,NB,7633,dual,0
31408,NB,7633,bike,0
31409,NB,7633,bus,0
31410,SB,7633,dual,0
31411,SB,7633,bike,0
31412,SB,7633,bus,0
31413,EB,7633,dual,0
31414,EB,7633,bike,0
31415,EB,7633,bus,0
31416,WB,7633,dual,0
31417,WB,7633,bike,0
31418,WB,7633,bus,0
31419,NB,7634,dual,0
31420,NB,7634,bike,0
31421,NB,7634,bus,0
31422,SB,7634,dual,0
31423,SB,7634,bike,0
31424,SB,7634,bus,0
31425,EB,7634,dual,0
31426,EB,7634,bike,0
31427,EB,7634,bus,0
31428,WB,7634,dual,0
31429,WB,7634,bike,0
31430,WB,7634,bus,0
31431,NB,7635,dual,0
31432,NB,7635,bike,0
31433,NB,7635,bus,0
31434,SB,7635,dual,0
31435,SB,7635,bike,0
31436,SB,7635,bus,0
31437,EB,7635,dual,0
31438,EB,7635,bike,0
31439,EB,7635,bus,0
31440,WB,7635,dual,0
31441,WB,7635,bike,0
31442,WB,7635,bus,0
31443,NB,7638,dual,0
31444,NB,7638,bike,0
31445,NB,7638,bus,0
31446,SB,7638,dual,0
31447,SB,7638,bike,0
31448,SB,7638,bus,0
31449,EB,7638,dual,0
31450,EB,7638,bike,0
31451,EB,7638,bus,0
31452,WB,7638,dual,0
31453,WB,7638,bike,0
31454,WB,7638,bus,0
31455,NB,7647,dual,71
31456,NB,7647,bike,9
31457,NB,7647,bus,0
31458,SB,7647,dual,70
31459,SB,7647,bike,2
31460,SB,7647,bus,0
31461,EB,7647,dual,56
31462,EB,7647,bike,29
31463,EB,7647,bus,0
31464,WB,7647,dual,12
31465,WB,7647,bike,25
31466,WB,7647,bus,0
31467,NB,7651,dual,45
31468,NB,7651,bike,0
31469,NB,7651,bus,53
31470,SB,7651,dual,1
31471,SB,7651,bike,47
31472,SB,7651,bus,0
31473,EB,7651,dual,0
31474,EB,7651,bike,69
31475,EB,7651,bus,0
31476,WB,7651,dual,0
31477,NB,7658,dual,17
31478,NB,7658,bike,4
31479,NB,7658,bus,0
31480,SB,7658,dual,61
31481,SB,7658,bike,0
31482,SB,7658,bus,0
31483,EB,7658,dual,42
31484,EB,7658,bike,3
31485,EB,7658,bus,59
31486,WB,7658,dual,71
31487,WB,7658,bike,2
31488,WB,7658,bus,45
31489,NB,7659,dual,26
31490,NB,7659,bike,0
31491,NB,7659,bus,43
31492,SB,7659,dual,1
31493,SB,7659,bike,0
31494,SB,7659,bus,202
31495,EB,7659,dual,3
31496,EB,7659,bike,72
31497,EB,7659,bus,134
31498,WB,7659,dual,16
31499,WB,7659,bike,65
31500,NB,7660,dual,8
31501,NB,7660,bike,0
31502,NB,7660,bus,42
31503,SB,7660,dual,0
31504,SB,7660,bike,144
31505,SB,7660,bus,0
31506,EB,7660,dual,40
31507,EB,7660,bike,75
31508,EB,7660,bus,0
31509,WB,7660,dual,44
31510,NB,7664,dual,17
31511,NB,7664,bike,0
31512,NB,7664,bus,1
31513,SB,7664,dual,38
31514,SB,7664,bike,3
31515,SB,7664,bus,6
31516,EB,7664,dual,77
31517,EB,7664,bike,0
31518,EB,7664,bus,87
31519,WB,7664,dual,51
31520,WB,7664,bike,1
31521,WB,7664,bus,56
31522,NB,7665,dual,21
31523,NB,7665,bike,0
31524,NB,7665,bus,81
31525,SB,7665,dual,9
31526,SB,7665,bike,161
31527,SB,7665,bus,5
31528,EB,7665,dual,61
31529,EB,7665,bike,85
31530,EB,7665,bus,0
31531,WB,7665,dual,55
31532,NB,7666,dual,17
31533,NB,7666,bike,2
31534,NB,7666,bus,0
31535,SB,7666,dual,103
31536,SB,7666,bike,5
31537,SB,7666,bus,8
31538,EB,7666,dual,142
31539,EB,7666,bike,12
31540,EB,7666,bus,47
31541,WB,7666,dual,139
31542,WB,7666,bike,7
31543,WB,7666,bus,60
31544,NB,7668,dual,25
31545,NB,7668,bike,7
31546,NB,7668,bus,9
31547,SB,7668,dual,27
31548,SB,7668,bike,9
31549,SB,7668,bus,16
31550,EB,7668,dual,58
31551,EB,7668,bike,11
31552,EB,7668,bus,34
31553,WB,7668,dual,77
31554,WB,7668,bike,8
31555,WB,7668,bus,47
31556,NB,7672,dual,12
31557,NB,7672,bike,0
31558,NB,7672,bus,0
31559,SB,7672,dual,31
31560,SB,7672,bike,8
31561,SB,7672,bus,0
31562,EB,7672,dual,98
31563,EB,7672,bike,0
31564,EB,7672,bus,25
31565,WB,7672,dual,119
31566,WB,7672,bike,17
31567,WB,7672,bus,54
31568,NB,7673,dual,34
31569,NB,7673,bike,1
31570,NB,7673,bus,0
31571,SB,7673,dual,22
31572,SB,7673,bike,4
31573,SB,7673,bus,0
31574,EB,7673,dual,125
31575,EB,7673,bike,2
31576,EB,7673,bus,48
31577,WB,7673,dual,122
31578,WB,7673,bike,11
31579,WB,7673,bus,62
31580,NB,7674,dual,30
31581,NB,7674,bike,0
31582,NB,7674,bus,0
31583,SB,7674,dual,22
31584,SB,7674,bike,0
31585,SB,7674,bus,0
31586,EB,7674,dual,78
31587,EB,7674,bike,0
31588,EB,7674,bus,51
31589,WB,7674,dual,155
31590,WB,7674,bike,0
31591,WB,7674,bus,67
31592,NB,7675,dual,89
31593,NB,7675,bike,5
31594,NB,7675,bus,6
31595,SB,7675,dual,120
31596,SB,7675,bike,10
31597,SB,7675,bus,6
31598,EB,7675,dual,56
31599,EB,7675,bike,4
31600,EB,7675,bus,6
31601,WB,7675,dual,82
31602,WB,7675,bike,3
31603,WB,7675,bus,6
31604,NB,7676,dual,135
31605,NB,7676,bike,5
31606,NB,7676,bus,7
31607,SB,7676,dual,97
31608,SB,7676,bike,0
31609,SB,7676,bus,7
31610,EB,7676,dual,61
31611,EB,7676,bike,4
31612,EB,7676,bus,6
31613,WB,7676,dual,80
31614,WB,7676,bike,2
31615,WB,7676,bus,6
31616,NB,7678,dual,152
31617,NB,7678,bike,5
31618,NB,7678,bus,12
31619,SB,7678,dual,138
31620,SB,7678,bike,1
31621,SB,7678,bus,10
31622,EB,7678,dual,49
31623,EB,7678,bike,1
31624,EB,7678,bus,8
31625,WB,7678,dual,68
31626,WB,7678,bike,0
31627,WB,7678,bus,9
31628,NB,7679,dual,172
31629,NB,7679,bike,0
31630,NB,7679,bus,12
31631,SB,7679,dual,193
31632,SB,7679,bike,4
31633,SB,7679,bus,8
31634,EB,7679,dual,94
31635,EB,7679,bike,0
31636,EB,7679,bus,8
31637,WB,7679,dual,92
31638,WB,7679,bike,0
31639,WB,7679,bus,6
31640,NB,7680,dual,129
31641,NB,7680,bike,0
31642,NB,7680,bus,9
31643,SB,7680,dual,106
31644,SB,7680,bike,0
31645,SB,7680,bus,8
31646,EB,7680,dual,69
31647,EB,7680,bike,0
31648,EB,7680,bus,3
31649,WB,7680,dual,85
31650,WB,7680,bike,0
31651,WB,7680,bus,6
31652,NB,7700,dual,2
31653,NB,7700,bike,0
31654,NB,7700,bus,2
31655,SB,7700,dual,0
31656,SB,7700,bike,0
31657,SB,7700,bus,0
31658,EB,7700,dual,0
31659,EB,7700,bike,1
31660,EB,7700,bus,0
31661,WB,7700,dual,0
31662,NB,7701,dual,7
31663,NB,7701,bike,0
31664,NB,7701,bus,0
31665,SB,7701,dual,4
31666,SB,7701,bike,0
31667,SB,7701,bus,0
31668,EB,7701,dual,0
31669,EB,7701,bike,0
31670,EB,7701,bus,0
31671,WB,7701,dual,0
31672,WB,7701,bike,0
31673,WB,7701,bus,0
31674,NB,7702,dual,0
31675,NB,7702,bike,0
31676,NB,7702,bus,0
31677,SB,7702,dual,2
31678,SB,7702,bike,0
31679,SB,7702,bus,0
31680,EB,7702,dual,259
31681,EB,7702,bike,0
31682,EB,7702,bus,30
31683,WB,7702,dual,104
31684,WB,7702,bike,4
31685,WB,7702,bus,27
31686,NB,7703,dual,0
31687,NB,7703,bike,0
31688,NB,7703,bus,0
31689,SB,7703,dual,4
31690,SB,7703,bike,0
31691,SB,7703,bus,0
31692,EB,7703,dual,194
31693,EB,7703,bike,1
31694,EB,7703,bus,31
31695,WB,7703,dual,120
31696,WB,7703,bike,1
31697,WB,7703,bus,23
31698,NB,7704,dual,0
31699,NB,7704,bike,0
31700,NB,7704,bus,0
31701,SB,7704,dual,5
31702,SB,7704,bike,6
31703,SB,7704,bus,0
31704,EB,7704,dual,363
31705,EB,7704,bike,14
31706,EB,7704,bus,8
31707,WB,7704,dual,328
31708,WB,7704,bike,0
31709,WB,7704,bus,19
31710,NB,7705,dual,13
31711,NB,7705,bike,2
31712,NB,7705,bus,0
31713,SB,7705,dual,143
31714,SB,7705,bike,0
31715,SB,7705,bus,0
31716,EB,7705,dual,118
31717,EB,7705,bike,0
31718,EB,7705,bus,28
31719,WB,7705,dual,168
31720,WB,7705,bike,1
31721,WB,7705,bus,26
31722,NB,7706,dual,9
31723,NB,7706,bike,17
31724,NB,7706,bus,0
31725,SB,7706,dual,116
31726,SB,7706,bike,0
31727,SB,7706,bus,6
31728,EB,7706,dual,308
31729,EB,7706,bike,4
31730,EB,7706,bus,43
31731,WB,7706,dual,161
31732,WB,7706,bike,0
31733,WB,7706,bus,32
31734,NB,7707,dual,12
31735,NB,7707,bike,7
31736,NB,7707,bus,0
31737,SB,7707,dual,154
31738,SB,7707,bike,3
31739,SB,7707,bus,0
31740,EB,7707,dual,282
31741,EB,7707,bike,2
31742,EB,7707,bus,41
31743,WB,7707,dual,106
31744,WB,7707,bike,10
31745,WB,7707,bus,27
31746,NB,7710,dual,0
31747,NB,7710,bike,0
31748,NB,7710,bus,0
31749,SB,7710,dual,0
31750,SB,7710,bike,0
31751,SB,7710,bus,0
31752,EB,7710,dual,0
31753,EB,7710,bike,0
31754,EB,7710,bus,0
31755,WB,7710,dual,0
31756,WB,7710,bike,0
31757,WB,7710,bus,0
31758,NB,7711,dual,0
31759,NB,7711,bike,0
31760,NB,7711,bus,0
31761,SB,7711,dual,0
31762,SB,7711,bike,0
31763,SB,7711,bus,0
31764,EB,7711,dual,0
31765,EB,7711,bike,0
31766,EB,7711,bus,0
31767,WB,7711,dual,0
31768,WB,7711,bike,0
31769,WB,7711,bus,0
31770,NB,7712,dual,0
31771,NB,7712,bike,0
31772,NB,7712,bus,0
31773,SB,7712,dual,0
31774,SB,7712,bike,0
31775,SB,7712,bus,0
31776,EB,7712,dual,0
31777,EB,7712,bike,0
31778,EB,7712,bus,0
31779,WB,7712,dual,0
31780,WB,7712,bike,0
31781,WB,7712,bus,0
31782,NB,7713,dual,0
31783,NB,7713,bike,0
31784,NB,7713,bus,0
31785,SB,7713,dual,0
31786,SB,7713,bike,0
31787,SB,7713,bus,0
31788,EB,7713,dual,0
31789,EB,7713,bike,0
31790,EB,7713,bus,0
31791,WB,7713,dual,0
31792,WB,7713,bike,0
31793,WB,7713,bus,0
31794,NB,7714,dual,0
31795,NB,7714,bike,0
31796,NB,7714,bus,0
31797,SB,7714,dual,0
31798,SB,7714,bike,0
31799,SB,7714,bus,0
31800,EB,7714,dual,0
31801,EB,7714,bike,0
31802,EB,7714,bus,0
31803,WB,7714,dual,0
31804,WB,7714,bike,0
31805,WB,7714,bus,0
31806,NB,7731,dual,177
31807,NB,7731,bike,8
31808,NB,7731,bus,86
31809,SB,7731,dual,162
31810,SB,7731,bike,0
31811,SB,7731,bus,83
31812,EB,7731,dual,205
31813,EB,7731,bike,5
31814,EB,7731,bus,55
31815,WB,7731,dual,107
31816,WB,7731,bike,0
31817,WB,7731,bus,43
31818,NB,7732,dual,64
31819,NB,7732,bike,0
31820,NB,7732,bus,84
31821,SB,7732,dual,166
31822,SB,7732,bike,0
31823,SB,7732,bus,72
31824,EB,7732,dual,202
31825,EB,7732,bike,0
31826,EB,7732,bus,42
31827,WB,7732,dual,165
31828,WB,7732,bike,15
31829,WB,7732,bus,52
31830,NB,7733,dual,123
31831,NB,7733,bike,6
31832,NB,7733,bus,74
31833,SB,7733,dual,236
31834,SB,7733,bike,12
31835,SB,7733,bus,82
31836,EB,7733,dual,226
31837,EB,7733,bike,6
31838,EB,7733,bus,16
31839,WB,7733,dual,215
31840,WB,7733,bike,20
31841,WB,7733,bus,28
31842,NB,7734,dual,191
31843,NB,7734,bike,0
31844,NB,7734,bus,102
31845,SB,7734,dual,181
31846,SB,7734,bike,0
31847,SB,7734,bus,79
31848,EB,7734,dual,234
31849,EB,7734,bike,0
31850,EB,7734,bus,23
31851,WB,7734,dual,190
31852,WB,7734,bike,18
31853,WB,7734,bus,43
31854,NB,7738,dual,120
31855,NB,7738,bike,17
31856,NB,7738,bus,75
31857,SB,7738,dual,165
31858,SB,7738,bike,20
31859,SB,7738,bus,85
31860,EB,7738,dual,198
31861,EB,7738,bike,24
31862,EB,7738,bus,57
31863,WB,7738,dual,113
31864,WB,7738,bike,28
31865,WB,7738,bus,39
31866,NB,7748,dual,139
31867,NB,7748,bike,0
31868,NB,7748,bus,0
31869,SB,7748,dual,62
31870,SB,7748,bike,0
31871,SB,7748,bus,0
31872,EB,7748,dual,0
31873,EB,7748,bike,0
31874,EB,7748,bus,0
31875,WB,7748,dual,2
31876,WB,7748,bike,0
31877,WB,7748,bus,0
31878,NB,7749,dual,80
31879,NB,7749,bike,7
31880,NB,7749,bus,0
31881,SB,7749,dual,86
31882,SB,7749,bike,6
31883,SB,7749,bus,0
31884,EB,7749,dual,11
31885,EB,7749,bike,2
31886,EB,7749,bus,0
31887,WB,7749,dual,10
31888,WB,7749,bike,0
31889,WB,7749,bus,0
31890,NB,7750,dual,153
31891,NB,7750,bike,10
31892,NB,7750,bus,0
31893,SB,7750,dual,179
31894,SB,7750,bike,18
31895,SB,7750,bus,0
31896,EB,7750,dual,6
31897,EB,7750,bike,1
31898,EB,7750,bus,0
31899,WB,7750,dual,9
31900,WB,7750,bike,1
31901,WB,7750,bus,0
31902,NB,7751,dual,68
31903,NB,7751,bike,0
31904,NB,7751,bus,20
31905,SB,7751,dual,164
31906,SB,7751,bike,3
31907,SB,7751,bus,29
31908,EB,7751,dual,45
31909,EB,7751,bike,0
31910,EB,7751,bus,0
31911,WB,7751,dual,12
31912,WB,7751,bike,0
31913,WB,7751,bus,0
31914,NB,7752,dual,98
31915,NB,7752,bike,0
31916,NB,7752,bus,12
31917,SB,7752,dual,210
31918,SB,7752,bike,11
31919,SB,7752,bus,40
31920,EB,7752,dual,6
31921,EB,7752,bike,0
31922,EB,7752,bus,0
31923,WB,7752,dual,14
31924,WB,7752,bike,3
31925,WB,7752,bus,0
31926,NB,7756,dual,223
31927,NB,7756,bike,0
31928,NB,7756,bus,25
31929,SB,7756,dual,290
31930,SB,7756,bike,0
31931,SB,7756,bus,24
31932,EB,7756,dual,53
31933,EB,7756,bike,1
31934,EB,7756,bus,0
31935,WB,7756,dual,200
31936,WB,7756,bike,3
31937,WB,7756,bus,0
31938,NB,7757,dual,238
31939,NB,7757,bike,25
31940,NB,7757,bus,36
31941,SB,7757,dual,236
31942,SB,7757,bike,35
31943,SB,7757,bus,53
31944,EB,7757,dual,82
31945,EB,7757,bike,5
31946,EB,7757,bus,0
31947,WB,7757,dual,156
31948,WB,7757,bike,11
31949,WB,7757,bus,16
31950,NB,7762,dual,133
31951,NB,7762,bike,2
31952,NB,7762,bus,80
31953,SB,7762,dual,161
31954,SB,7762,bike,14
31955,SB,7762,bus,96
31956,EB,7762,dual,191
31957,EB,7762,bike,17
31958,EB,7762,bus,20
31959,WB,7762,dual,205
31960,WB,7762,bike,5
31961,WB,7762,bus,29
31962,NB,7763,dual,175
31963,NB,7763,bike,92
31964,NB,7763,bus,222
31965,SB,7763,dual,30
31966,SB,7763,bike,102
31967,SB,7763,bus,103
31968,EB,7763,dual,0
31969,EB,7763,bike,3
31970,EB,7763,bus,170
31971,WB,7763,dual,7
31972,WB,7763,bike,23
31973,NB,7769,dual,142
31974,NB,7769,bike,1
31975,NB,7769,bus,1
31976,SB,7769,dual,211
31977,SB,7769,bike,0
31978,SB,7769,bus,0
31979,EB,7769,dual,188
31980,EB,7769,bike,13
31981,EB,7769,bus,0
31982,WB,7769,dual,30
31983,WB,7769,bike,0
31984,WB,7769,bus,0
31985,NB,7770,dual,185
31986,NB,7770,bike,24
31987,NB,7770,bus,50
31988,SB,7770,dual,236
31989,SB,7770,bike,14
31990,SB,7770,bus,25
31991,EB,7770,dual,125
31992,EB,7770,bike,15
31993,EB,7770,bus,20
31994,WB,7770,dual,S/B
31995,WB,7770,bike,TIME
31996,WB,7770,bus,E/B
31997,NB,7786,dual,20
31998,NB,7786,bike,0
31999,NB,7786,bus,0
32000,SB,7786,dual,59
32001,SB,7786,bike,6
32002,SB,7786,bus,7
32003,EB,7786,dual,60
32004,EB,7786,bike,8
32005,EB,7786,bus,20
32006,WB,7786,dual,39
32007,WB,7786,bike,0
32008,WB,7786,bus,0
32009,NB,7790,dual,186
32010,NB,7790,bike,12
32011,NB,7790,bus,99
32012,SB,7790,dual,115
32013,SB,7790,bike,16
32014,SB,7790,bus,47
32015,EB,7790,dual,134
32016,EB,7790,bike,7
32017,EB,7790,bus,74
32018,WB,7790,dual,S/B
32019,WB,7790,bike,TIME
32020,WB,7790,bus,E/B
32021,NB,7791,dual,86
32022,NB,7791,bike,7
32023,NB,7791,bus,32
32024,SB,7791,dual,183
32025,SB,7791,bike,18
32026,SB,7791,bus,107
32027,EB,7791,dual,148
32028,EB,7791,bike,8
32029,EB,7791,bus,9
32030,WB,7791,dual,73
32031,WB,7791,bike,0
32032,WB,7791,bus,46
32033,NB,7792,dual,115
32034,NB,7792,bike,3
32035,NB,7792,bus,48
32036,SB,7792,dual,86
32037,SB,7792,bike,1
32038,SB,7792,bus,51
32039,EB,7792,dual,141
32040,EB,7792,bike,1
32041,EB,7792,bus,7
32042,WB,7792,dual,128
32043,WB,7792,bike,0
32044,WB,7792,bus,42
32045,NB,7799,dual,112
32046,NB,7799,bike,0
32047,NB,7799,bus,35
32048,SB,7799,dual,86
32049,SB,7799,bike,0
32050,SB,7799,bus,27
32051,EB,7799,dual,5
32052,EB,7799,bike,0
32053,EB,7799,bus,0
32054,WB,7799,dual,22
32055,WB,7799,bike,0
32056,WB,7799,bus,0
32057,NB,7800,dual,180
32058,NB,7800,bike,15
32059,NB,7800,bus,46
32060,SB,7800,dual,176
32061,SB,7800,bike,9
32062,SB,7800,bus,48
32063,EB,7800,dual,8
32064,EB,7800,bike,0
32065,EB,7800,bus,0
32066,WB,7800,dual,59
32067,WB,7800,bike,0
32068,WB,7800,bus,12
32069,NB,7805,dual,191
32070,NB,7805,bike,11
32071,NB,7805,bus,49
32072,SB,7805,dual,100
32073,SB,7805,bike,0
32074,SB,7805,bus,43
32075,EB,7805,dual,41
32076,EB,7805,bike,2
32077,EB,7805,bus,19
32078,WB,7805,dual,43
32079,WB,7805,bike,0
32080,WB,7805,bus,18
32081,NB,7810,dual,64
32082,NB,7810,bike,1
32083,NB,7810,bus,5
32084,SB,7810,dual,40
32085,SB,7810,bike,1
32086,SB,7810,bus,20
32087,EB,7810,dual,37
32088,EB,7810,bike,0
32089,EB,7810,bus,11
32090,WB,7810,dual,0
32091,WB,7810,bike,0
32092,WB,7810,bus,0
32093,NB,7811,dual,65
32094,NB,7811,bike,0
32095,NB,7811,bus,6
32096,SB,7811,dual,135
32097,SB,7811,bike,2
32098,SB,7811,bus,26
32099,EB,7811,dual,35
32100,EB,7811,bike,1
32101,EB,7811,bus,12
32102,WB,7811,dual,0
32103,WB,7811,bike,0
32104,WB,7811,bus,0
32105,NB,7812,dual,73
32106,NB,7812,bike,3
32107,NB,7812,bus,6
32108,SB,7812,dual,69
32109,SB,7812,bike,4
32110,SB,7812,bus,11
32111,EB,7812,dual,18
32112,EB,7812,bike,0
32113,EB,7812,bus,11
32114,WB,7812,dual,0
32115,WB,7812,bike,0
32116,WB,7812,bus,0
32117,NB,7813,dual,80
32118,NB,7813,bike,0
32119,NB,7813,bus,22
32120,SB,7813,dual,147
32121,SB,7813,bike,6
32122,SB,7813,bus,38
32123,EB,7813,dual,39
32124,EB,7813,bike,0
32125,EB,7813,bus,26
32126,WB,7813,dual,0
32127,WB,7813,bike,0
32128,WB,7813,bus,0
32129,NB,7814,dual,0
32130,NB,7814,bike,0
32131,NB,7814,bus,0
32132,SB,7814,dual,0
32133,SB,7814,bike,0
32134,SB,7814,bus,0
32135,EB,7814,dual,0
32136,EB,7814,bike,0
32137,EB,7814,bus,0
32138,WB,7814,dual,0
32139,WB,7814,bike,0
32140,WB,7814,bus,0
32141,NB,7815,dual,64
32142,NB,7815,bike,4
32143,NB,7815,bus,6
32144,SB,7815,dual,51
32145,SB,7815,bike,2
32146,SB,7815,bus,18
32147,EB,7815,dual,31
32148,EB,7815,bike,0
32149,EB,7815,bus,13
32150,WB,7815,dual,0
32151,WB,7815,bike,0
32152,WB,7815,bus,0
32153,NB,7817,dual,44
32154,NB,7817,bike,2
32155,NB,7817,bus,4
32156,SB,7817,dual,90
32157,SB,7817,bike,9
32158,SB,7817,bus,13
32159,EB,7817,dual,0
32160,EB,7817,bike,0
32161,EB,7817,bus,0
32162,WB,7817,dual,3
32163,WB,7817,bike,1
32164,WB,7817,bus,0
32165,NB,7818,dual,80
32166,NB,7818,bike,0
32167,NB,7818,bus,0
32168,SB,7818,dual,106
32169,SB,7818,bike,0
32170,SB,7818,bus,0
32171,EB,7818,dual,0
32172,EB,7818,bike,0
32173,EB,7818,bus,0
32174,WB,7818,dual,2
32175,WB,7818,bike,0
32176,WB,7818,bus,0
32177,NB,7821,dual,174
32178,NB,7821,bike,11
32179,NB,7821,bus,31
32180,SB,7821,dual,118
32181,SB,7821,bike,17
32182,SB,7821,bus,23
32183,EB,7821,dual,0
32184,EB,7821,bike,0
32185,EB,7821,bus,0
32186,WB,7821,dual,11
32187,WB,7821,bike,1
32188,WB,7821,bus,0
32189,NB,7823,dual,96
32190,NB,7823,bike,0
32191,NB,7823,bus,0
32192,SB,7823,dual,131
32193,SB,7823,bike,3
32194,SB,7823,bus,15
32195,EB,7823,dual,277
32196,EB,7823,bike,3
32197,EB,7823,bus,25
32198,WB,7823,dual,130
32199,WB,7823,bike,3
32200,WB,7823,bus,39
32201,NB,7829,dual,0
32202,NB,7829,bike,0
32203,NB,7829,bus,0
32204,SB,7829,dual,6
32205,SB,7829,bike,0
32206,SB,7829,bus,0
32207,EB,7829,dual,341
32208,EB,7829,bike,0
32209,EB,7829,bus,34
32210,WB,7829,dual,252
32211,WB,7829,bike,8
32212,WB,7829,bus,33
32213,NB,7833,dual,9
32214,NB,7833,bike,24
32215,NB,7833,bus,0
32216,SB,7833,dual,6
32217,SB,7833,bike,13
32218,SB,7833,bus,0
32219,EB,7833,dual,0
32220,EB,7833,bike,0
32221,EB,7833,bus,0
32222,WB,7833,dual,2
32223,WB,7833,bike,5
32224,WB,7833,bus,0
32225,NB,7834,dual,6
32226,NB,7834,bike,7
32227,NB,7834,bus,0
32228,SB,7834,dual,8
32229,SB,7834,bike,5
32230,SB,7834,bus,0
32231,EB,7834,dual,2
32232,EB,7834,bike,0
32233,EB,7834,bus,0
32234,WB,7834,dual,1
32235,WB,7834,bike,0
32236,WB,7834,bus,0
32237,NB,7837,dual,144
32238,NB,7837,bike,0
32239,NB,7837,bus,8
32240,SB,7837,dual,141
32241,SB,7837,bike,0
32242,SB,7837,bus,10
32243,EB,7837,dual,215
32244,EB,7837,bike,0
32245,EB,7837,bus,15
32246,WB,7837,dual,239
32247,WB,7837,bike,0
32248,WB,7837,bus,20
32249,NB,7842,dual,32
32250,NB,7842,bike,0
32251,NB,7842,bus,0
32252,SB,7842,dual,48
32253,SB,7842,bike,4
32254,SB,7842,bus,0
32255,EB,7842,dual,85
32256,EB,7842,bike,0
32257,EB,7842,bus,0
32258,WB,7842,dual,123
32259,WB,7842,bike,11
32260,WB,7842,bus,38
32261,NB,7843,dual,53
32262,NB,7843,bike,0
32263,NB,7843,bus,0
32264,SB,7843,dual,26
32265,SB,7843,bike,0
32266,SB,7843,bus,0
32267,EB,7843,dual,248
32268,EB,7843,bike,0
32269,EB,7843,bus,19
32270,WB,7843,dual,136
32271,WB,7843,bike,0
32272,WB,7843,bus,25
32273,NB,7844,dual,43
32274,NB,7844,bike,10
32275,NB,7844,bus,7
32276,SB,7844,dual,48
32277,SB,7844,bike,9
32278,SB,7844,bus,4
32279,EB,7844,dual,118
32280,EB,7844,bike,15
32281,EB,7844,bus,49
32282,WB,7844,dual,123
32283,WB,7844,bike,10
32284,WB,7844,bus,49
32285,NB,7850,dual,50
32286,NB,7850,bike,23
32287,NB,7850,bus,12
32288,SB,7850,dual,58
32289,SB,7850,bike,18
32290,SB,7850,bus,10
32291,EB,7850,dual,109
32292,EB,7850,bike,13
32293,EB,7850,bus,47
32294,WB,7850,dual,130
32295,WB,7850,bike,8
32296,WB,7850,bus,41
32297,NB,7851,dual,59
32298,NB,7851,bike,1
32299,NB,7851,bus,7
32300,SB,7851,dual,73
32301,SB,7851,bike,0
32302,SB,7851,bus,5
32303,EB,7851,dual,99
32304,EB,7851,bike,2
32305,EB,7851,bus,27
32306,WB,7851,dual,114
