,approach,count_id,type,volume
12813,SB,2964,bus,43
12814,EB,2964,dual,170
12815,EB,2964,bike,1
12816,EB,2964,bus,29
12817,WB,2964,dual,168
12818,WB,2964,bike,2
12819,WB,2964,bus,35
12820,NB,2968,dual,3
12821,NB,2968,bike,0
12822,NB,2968,bus,0
12823,SB,2968,dual,1
12824,SB,2968,bike,0
12825,SB,2968,bus,0
12826,EB,2968,dual,8
12827,EB,2968,bike,0
12828,EB,2968,bus,0
12829,WB,2968,dual,3
12830,WB,2968,bike,0
12831,WB,2968,bus,0
12832,NB,2969,dual,0
12833,NB,2969,bike,0
12834,NB,2969,bus,9
12835,SB,2969,dual,0
12836,SB,2969,bike,0
12837,SB,2969,bus,6
12838,EB,2969,dual,0
12839,EB,2969,bike,0
12840,EB,2969,bus,13
12841,WB,2969,dual,8
12842,WB,2969,bike,0
12843,NB,2979,dual,3
12844,NB,2979,bike,0
12845,NB,2979,bus,0
12846,SB,2979,dual,1
12847,SB,2979,bike,0
12848,SB,2979,bus,0
12849,EB,2979,dual,0
12850,EB,2979,bike,0
12851,EB,2979,bus,0
12852,WB,2979,dual,1
12853,WB,2979,bike,0
12854,WB,2979,bus,0
12855,NB,2980,dual,0
12856,NB,2980,bike,0
12857,NB,2980,bus,0
12858,SB,2980,dual,2
12859,SB,2980,bike,0
12860,SB,2980,bus,0
12861,EB,2980,dual,1
12862,EB,2980,bike,0
12863,EB,2980,bus,0
12864,WB,2980,dual,0
12865,WB,2980,bike,0
12866,WB,2980,bus,0
12867,NB,2981,dual,0
12868,NB,2981,bike,0
12869,NB,2981,bus,0
12870,SB,2981,dual,3
12871,SB,2981,bike,0
12872,SB,2981,bus,0
12873,EB,2981,dual,0
12874,EB,2981,bike,0
12875,EB,2981,bus,0
12876,WB,2981,dual,0
12877,WB,2981,bike,0
12878,WB,2981,bus,0
12879,NB,2982,dual,2
12880,NB,2982,bike,0
12881,NB,2982,bus,0
12882,SB,2982,dual,3
12883,SB,2982,bike,0
12884,SB,2982,bus,0
12885,EB,2982,dual,0
12886,EB,2982,bike,0
12887,EB,2982,bus,0
12888,WB,2982,dual,1
12889,WB,2982,bike,0
12890,WB,2982,bus,0
12891,NB,2983,dual,4
12892,NB,2983,bike,0
12893,NB,2983,bus,0
12894,SB,2983,dual,0
12895,SB,2983,bike,0
12896,SB,2983,bus,0
12897,EB,2983,dual,0
12898,EB,2983,bike,0
12899,EB,2983,bus,0
12900,WB,2983,dual,2
12901,WB,2983,bike,0
12902,WB,2983,bus,0
12903,NB,2984,dual,20
12904,NB,2984,bike,0
12905,NB,2984,bus,0
12906,SB,2984,dual,8
12907,SB,2984,bike,0
12908,SB,2984,bus,0
12909,EB,2984,dual,0
12910,EB,2984,bike,0
12911,EB,2984,bus,0
12912,WB,2984,dual,4
12913,WB,2984,bike,0
12914,WB,2984,bus,0
12915,NB,2985,dual,4
12916,NB,2985,bike,0
12917,NB,2985,bus,0
12918,SB,2985,dual,0
12919,SB,2985,bike,0
12920,SB,2985,bus,0
12921,EB,2985,dual,0
12922,EB,2985,bike,0
12923,EB,2985,bus,0
12924,WB,2985,dual,3
12925,WB,2985,bike,0
12926,WB,2985,bus,0
12927,NB,2986,dual,0
12928,NB,2986,bike,0
12929,NB,2986,bus,0
12930,SB,2986,dual,1
12931,SB,2986,bike,0
12932,SB,2986,bus,0
12933,EB,2986,dual,0
12934,EB,2986,bike,0
12935,EB,2986,bus,0
12936,WB,2986,dual,0
12937,WB,2986,bike,0
12938,WB,2986,bus,0
12939,NB,2990,dual,2
12940,NB,2990,bike,1
12941,NB,2990,bus,0
12942,SB,2990,dual,15
12943,SB,2990,bike,0
12944,SB,2990,bus,0
12945,EB,2990,dual,1
12946,EB,2990,bike,1
12947,EB,2990,bus,0
12948,WB,2990,dual,12
12949,WB,2990,bike,1
12950,WB,2990,bus,0
12951,NB,2991,dual,1
12952,NB,2991,bike,0
12953,NB,2991,bus,0
12954,SB,2991,dual,3
12955,SB,2991,bike,1
12956,SB,2991,bus,0
12957,EB,2991,dual,0
12958,EB,2991,bike,0
12959,EB,2991,bus,0
12960,WB,2991,dual,0
12961,WB,2991,bike,0
12962,WB,2991,bus,0
12963,NB,2992,dual,7
12964,NB,2992,bike,4
12965,NB,2992,bus,0
12966,SB,2992,dual,1
12967,SB,2992,bike,2
12968,SB,2992,bus,0
12969,EB,2992,dual,4
12970,EB,2992,bike,2
12971,EB,2992,bus,0
12972,WB,2992,dual,4
12973,WB,2992,bike,0
12974,WB,2992,bus,0
12975,NB,2993,dual,0
12976,NB,2993,bike,0
12977,NB,2993,bus,0
12978,SB,2993,dual,2
12979,SB,2993,bike,1
12980,SB,2993,bus,0
12981,EB,2993,dual,57
12982,EB,2993,bike,0
12983,EB,2993,bus,0
12984,WB,2993,dual,86
12985,WB,2993,bike,1
12986,WB,2993,bus,0
12987,NB,2994,dual,0
12988,NB,2994,bike,0
12989,NB,2994,bus,0
12990,SB,2994,dual,12
12991,SB,2994,bike,0
12992,SB,2994,bus,0
12993,EB,2994,dual,92
12994,EB,2994,bike,0
12995,EB,2994,bus,0
12996,WB,2994,dual,106
12997,WB,2994,bike,0
12998,WB,2994,bus,0
12999,NB,2996,dual,4
13000,NB,2996,bike,0
13001,NB,2996,bus,0
13002,SB,2996,dual,0
13003,SB,2996,bike,80
13004,SB,2996,bus,0
13005,EB,2996,dual,0
13006,EB,2996,bike,129
13007,EB,2996,bus,0
13008,WB,2996,dual,0
13009,NB,2997,dual,61
13010,NB,2997,bike,1
13011,NB,2997,bus,0
13012,SB,2997,dual,3
13013,SB,2997,bike,1
13014,SB,2997,bus,0
13015,EB,2997,dual,15
13016,EB,2997,bike,0
13017,EB,2997,bus,0
13018,WB,2997,dual,95
13019,WB,2997,bike,4
13020,WB,2997,bus,1
13021,NB,2999,dual,85
13022,NB,2999,bike,2
13023,NB,2999,bus,0
13024,SB,2999,dual,5
13025,SB,2999,bike,0
13026,SB,2999,bus,0
13027,EB,2999,dual,12
13028,EB,2999,bike,0
13029,EB,2999,bus,0
13030,WB,2999,dual,61
13031,WB,2999,bike,4
13032,WB,2999,bus,0
13033,NB,3003,dual,1
13034,NB,3003,bike,0
13035,NB,3003,bus,0
13036,SB,3003,dual,6
13037,SB,3003,bike,0
13038,SB,3003,bus,0
13039,EB,3003,dual,55
13040,EB,3003,bike,0
13041,EB,3003,bus,39
13042,WB,3003,dual,77
13043,WB,3003,bike,7
13044,WB,3003,bus,43
13045,NB,3004,dual,0
13046,NB,3004,bike,0
13047,NB,3004,bus,0
13048,SB,3004,dual,9
13049,SB,3004,bike,0
13050,SB,3004,bus,0
13051,EB,3004,dual,17
13052,EB,3004,bike,0
13053,EB,3004,bus,0
13054,WB,3004,dual,39
13055,WB,3004,bike,0
13056,WB,3004,bus,43
13057,NB,3005,dual,37
13058,NB,3005,bike,0
13059,NB,3005,bus,50
13060,SB,3005,dual,17
13061,SB,3005,bike,0
13062,SB,3005,bus,26
13063,EB,3005,dual,4
13064,EB,3005,bike,0
13065,EB,3005,bus,0
13066,WB,3005,dual,4
13067,WB,3005,bike,0
13068,WB,3005,bus,0
13069,NB,3006,dual,33
13070,NB,3006,bike,1
13071,NB,3006,bus,58
13072,SB,3006,dual,49
13073,SB,3006,bike,2
13074,SB,3006,bus,56
13075,EB,3006,dual,6
13076,EB,3006,bike,8
13077,EB,3006,bus,0
13078,WB,3006,dual,2
13079,WB,3006,bike,0
13080,WB,3006,bus,0
13081,NB,3007,dual,65
13082,NB,3007,bike,12
13083,NB,3007,bus,24
13084,SB,3007,dual,54
13085,SB,3007,bike,7
13086,SB,3007,bus,24
13087,EB,3007,dual,9
13088,EB,3007,bike,1
13089,EB,3007,bus,0
13090,WB,3007,dual,5
13091,WB,3007,bike,0
13092,WB,3007,bus,0
13093,NB,3018,dual,189
13094,NB,3018,bike,0
13095,NB,3018,bus,26
13096,SB,3018,dual,164
13097,SB,3018,bike,0
13098,SB,3018,bus,41
13099,EB,3018,dual,249
13100,EB,3018,bike,0
13101,EB,3018,bus,36
13102,WB,3018,dual,240
13103,WB,3018,bike,0
13104,WB,3018,bus,101
13105,NB,3025,dual,65
13106,NB,3025,bike,0
13107,NB,3025,bus,14
13108,SB,3025,dual,85
13109,SB,3025,bike,0
13110,SB,3025,bus,18
13111,EB,3025,dual,31
13112,EB,3025,bike,0
13113,EB,3025,bus,0
13114,WB,3025,dual,0
13115,WB,3025,bike,0
13116,WB,3025,bus,0
13117,NB,3029,dual,1
13118,NB,3029,bike,0
13119,NB,3029,bus,0
13120,SB,3029,dual,0
13121,SB,3029,bike,0
13122,SB,3029,bus,0
13123,EB,3029,dual,0
13124,EB,3029,bike,0
13125,EB,3029,bus,0
13126,WB,3029,dual,3
13127,WB,3029,bike,0
13128,WB,3029,bus,0
13129,NB,3030,dual,27
13130,NB,3030,bike,1
13131,NB,3030,bus,0
13132,SB,3030,dual,43
13133,SB,3030,bike,0
13134,SB,3030,bus,0
13135,EB,3030,dual,5
13136,EB,3030,bike,0
13137,EB,3030,bus,0
13138,WB,3030,dual,1
13139,WB,3030,bike,0
13140,WB,3030,bus,0
13141,NB,3031,dual,27
13142,NB,3031,bike,1
13143,NB,3031,bus,0
13144,SB,3031,dual,43
13145,SB,3031,bike,0
13146,SB,3031,bus,0
13147,EB,3031,dual,5
13148,EB,3031,bike,0
13149,EB,3031,bus,0
13150,WB,3031,dual,1
13151,WB,3031,bike,0
13152,WB,3031,bus,0
13153,NB,3032,dual,12
13154,NB,3032,bike,0
13155,NB,3032,bus,0
13156,SB,3032,dual,5
13157,SB,3032,bike,0
13158,SB,3032,bus,0
13159,EB,3032,dual,71
13160,EB,3032,bike,2
13161,EB,3032,bus,11
13162,WB,3032,dual,90
13163,WB,3032,bike,1
13164,WB,3032,bus,11
13165,NB,3036,dual,0
13166,NB,3036,bike,0
13167,NB,3036,bus,0
13168,SB,3036,dual,0
13169,SB,3036,bike,0
13170,SB,3036,bus,0
13171,EB,3036,dual,7
13172,EB,3036,bike,0
13173,EB,3036,bus,0
13174,WB,3036,dual,1
13175,WB,3036,bike,0
13176,WB,3036,bus,0
13177,NB,3037,dual,1
13178,NB,3037,bike,0
13179,NB,3037,bus,0
13180,SB,3037,dual,0
13181,SB,3037,bike,2
13182,SB,3037,bus,0
13183,EB,3037,dual,0
13184,EB,3037,bike,0
13185,EB,3037,bus,0
13186,WB,3037,dual,0
13187,NB,3038,dual,0
13188,NB,3038,bike,0
13189,NB,3038,bus,0
13190,SB,3038,dual,0
13191,SB,3038,bike,0
13192,SB,3038,bus,0
13193,EB,3038,dual,5
13194,EB,3038,bike,0
13195,EB,3038,bus,0
13196,WB,3038,dual,2
13197,WB,3038,bike,0
13198,WB,3038,bus,0
13199,NB,3039,dual,0
13200,NB,3039,bike,0
13201,NB,3039,bus,0
13202,SB,3039,dual,0
13203,SB,3039,bike,0
13204,SB,3039,bus,0
13205,EB,3039,dual,2
13206,EB,3039,bike,0
13207,EB,3039,bus,0
13208,WB,3039,dual,5
13209,WB,3039,bike,0
13210,WB,3039,bus,0
13211,NB,3040,dual,3
13212,NB,3040,bike,0
13213,NB,3040,bus,0
13214,SB,3040,dual,0
13215,SB,3040,bike,0
13216,SB,3040,bus,0
13217,EB,3040,dual,5
13218,EB,3040,bike,0
13219,EB,3040,bus,0
13220,WB,3040,dual,1
13221,WB,3040,bike,0
13222,WB,3040,bus,0
13223,NB,3041,dual,0
13224,NB,3041,bike,0
13225,NB,3041,bus,0
13226,SB,3041,dual,0
13227,SB,3041,bike,0
13228,SB,3041,bus,0
13229,EB,3041,dual,0
13230,EB,3041,bike,0
13231,EB,3041,bus,0
13232,WB,3041,dual,2
13233,WB,3041,bike,0
13234,WB,3041,bus,0
13235,NB,3042,dual,0
13236,NB,3042,bike,1
13237,NB,3042,bus,0
13238,SB,3042,dual,0
13239,SB,3042,bike,2
13240,SB,3042,bus,0
13241,EB,3042,dual,0
13242,EB,3042,bike,1
13243,EB,3042,bus,0
13244,WB,3042,dual,0
13245,WB,3042,bike,0
13246,WB,3042,bus,0
13247,NB,3043,dual,8
13248,NB,3043,bike,0
13249,NB,3043,bus,0
13250,SB,3043,dual,0
13251,SB,3043,bike,0
13252,SB,3043,bus,0
13253,EB,3043,dual,3
13254,EB,3043,bike,0
13255,EB,3043,bus,0
13256,WB,3043,dual,7
13257,WB,3043,bike,0
13258,WB,3043,bus,0
13259,NB,3045,dual,135
13260,NB,3045,bike,2
13261,NB,3045,bus,26
13262,SB,3045,dual,160
13263,SB,3045,bike,8
13264,SB,3045,bus,47
13265,EB,3045,dual,182
13266,EB,3045,bike,0
13267,EB,3045,bus,102
13268,WB,3045,dual,176
13269,WB,3045,bike,0
13270,WB,3045,bus,91
13271,NB,3046,dual,82
13272,NB,3046,bike,38
13273,NB,3046,bus,141
13274,SB,3046,dual,8
13275,SB,3046,bike,42
13276,SB,3046,bus,171
13277,EB,3046,dual,0
13278,EB,3046,bike,78
13279,EB,3046,bus,125
13280,WB,3046,dual,0
13281,WB,3046,bike,77
13282,NB,3053,dual,0
13283,NB,3053,bike,0
13284,NB,3053,bus,0
13285,SB,3053,dual,179
13286,SB,3053,bike,36
13287,SB,3053,bus,313
13288,EB,3053,dual,0
13289,EB,3053,bike,0
13290,EB,3053,bus,0
13291,WB,3053,dual,127
13292,WB,3053,bike,13
13293,WB,3053,bus,45
13294,NB,3054,dual,25
13295,NB,3054,bike,0
13296,NB,3054,bus,114
13297,SB,3054,dual,73
13298,SB,3054,bike,0
13299,SB,3054,bus,258
13300,EB,3054,dual,0
13301,EB,3054,bike,0
13302,EB,3054,bus,0
13303,WB,3054,dual,100
13304,WB,3054,bike,0
13305,WB,3054,bus,48
13306,NB,3055,dual,26
13307,NB,3055,bike,29
13308,NB,3055,bus,151
13309,SB,3055,dual,39
13310,SB,3055,bike,43
13311,SB,3055,bus,181
13312,EB,3055,dual,0
13313,EB,3055,bike,0
13314,EB,3055,bus,0
13315,WB,3055,dual,141
13316,WB,3055,bike,39
13317,WB,3055,bus,42
13318,NB,3060,dual,3
13319,NB,3060,bike,0
13320,NB,3060,bus,0
13321,SB,3060,dual,3
13322,SB,3060,bike,0
13323,SB,3060,bus,0
13324,EB,3060,dual,13
13325,EB,3060,bike,0
13326,EB,3060,bus,0
13327,WB,3060,dual,4
13328,WB,3060,bike,0
13329,WB,3060,bus,0
13330,NB,3062,dual,78
13331,NB,3062,bike,2
13332,NB,3062,bus,499
13333,SB,3062,dual,44
13334,SB,3062,bike,0
13335,SB,3062,bus,195
13336,EB,3062,dual,0
13337,EB,3062,bike,0
13338,EB,3062,bus,0
13339,WB,3062,dual,105
13340,WB,3062,bike,12
13341,WB,3062,bus,111
13342,NB,3063,dual,85
13343,NB,3063,bike,25
13344,NB,3063,bus,218
13345,SB,3063,dual,133
13346,SB,3063,bike,37
13347,SB,3063,bus,221
13348,EB,3063,dual,0
13349,EB,3063,bike,0
13350,EB,3063,bus,0
13351,WB,3063,dual,24
13352,WB,3063,bike,3
13353,WB,3063,bus,15
13354,NB,3070,dual,355
13355,NB,3070,bike,0
13356,NB,3070,bus,383
13357,SB,3070,dual,0
13358,SB,3070,bike,0
13359,SB,3070,bus,0
13360,EB,3070,dual,222
13361,EB,3070,bike,0
13362,EB,3070,bus,151
13363,WB,3070,dual,0
13364,WB,3070,bike,0
13365,WB,3070,bus,0
13366,NB,3071,dual,385
13367,NB,3071,bike,0
13368,NB,3071,bus,357
13369,SB,3071,dual,0
13370,SB,3071,bike,0
13371,SB,3071,bus,0
13372,EB,3071,dual,159
13373,EB,3071,bike,0
13374,EB,3071,bus,107
13375,WB,3071,dual,0
13376,WB,3071,bike,0
13377,WB,3071,bus,0
13378,NB,3072,dual,281
13379,NB,3072,bike,18
13380,NB,3072,bus,492
13381,SB,3072,dual,0
13382,SB,3072,bike,0
13383,SB,3072,bus,0
13384,EB,3072,dual,124
13385,EB,3072,bike,0
13386,EB,3072,bus,235
13387,WB,3072,dual,0
13388,WB,3072,bike,0
13389,WB,3072,bus,0
13390,NB,3079,dual,0
13391,NB,3079,bike,6
13392,NB,3079,bus,295
13393,SB,3079,dual,43
13394,SB,3079,bike,0
13395,SB,3079,bus,335
13396,EB,3079,dual,0
13397,EB,3079,bike,0
13398,EB,3079,bus,0
13399,WB,3079,dual,130
13400,WB,3079,bike,2
13401,WB,3079,bus,114
13402,NB,3080,dual,0
13403,NB,3080,bike,0
13404,NB,3080,bus,0
13405,SB,3080,dual,77
13406,SB,3080,bike,98
13407,SB,3080,bus,365
13408,EB,3080,dual,0
13409,EB,3080,bike,0
13410,EB,3080,bus,0
13411,WB,3080,dual,97
13412,WB,3080,bike,34
13413,WB,3080,bus,87
13414,NB,3085,dual,111
13415,NB,3085,bike,3
13416,NB,3085,bus,512
13417,SB,3085,dual,26
13418,SB,3085,bike,6
13419,SB,3085,bus,0
13420,EB,3085,dual,109
13421,EB,3085,bike,0
13422,EB,3085,bus,0
13423,WB,3085,dual,0
13424,WB,3085,bike,1
13425,WB,3085,bus,0
13426,NB,3089,dual,185
13427,NB,3089,bike,0
13428,NB,3089,bus,462
13429,SB,3089,dual,0
13430,SB,3089,bike,0
13431,SB,3089,bus,0
13432,EB,3089,dual,68
13433,EB,3089,bike,0
13434,EB,3089,bus,80
13435,WB,3089,dual,84
13436,WB,3089,bike,0
13437,WB,3089,bus,71
13438,NB,3091,dual,507
13439,NB,3091,bike,0
13440,NB,3091,bus,122
13441,SB,3091,dual,0
13442,SB,3091,bike,0
13443,SB,3091,bus,0
13444,EB,3091,dual,80
13445,EB,3091,bike,0
13446,EB,3091,bus,215
13447,WB,3091,dual,92
13448,WB,3091,bike,34
13449,WB,3091,bus,180
13450,NB,3092,dual,0
13451,NB,3092,bike,49
13452,NB,3092,bus,0
13453,SB,3092,dual,55
13454,SB,3092,bike,36
13455,SB,3092,bus,347
13456,EB,3092,dual,75
13457,EB,3092,bike,53
13458,EB,3092,bus,254
13459,WB,3092,dual,S/B
13460,WB,3092,bike,TIME
13461,WB,3092,bus,E/B
13462,NB,3096,dual,190
13463,NB,3096,bike,0
13464,NB,3096,bus,145
13465,SB,3096,dual,0
13466,SB,3096,bike,0
13467,SB,3096,bus,0
13468,EB,3096,dual,0
13469,EB,3096,bike,0
13470,EB,3096,bus,0
13471,WB,3096,dual,103
13472,WB,3096,bike,2
13473,WB,3096,bus,90
13474,NB,3099,dual,195
13475,NB,3099,bike,95
13476,NB,3099,bus,150
13477,SB,3099,dual,0
13478,SB,3099,bike,14
13479,SB,3099,bus,0
13480,EB,3099,dual,0
13481,EB,3099,bike,10
13482,EB,3099,bus,0
13483,WB,3099,dual,104
13484,WB,3099,bike,35
13485,WB,3099,bus,43
13486,NB,3105,dual,75
13487,NB,3105,bike,7
13488,NB,3105,bus,493
13489,SB,3105,dual,56
13490,SB,3105,bike,7
13491,SB,3105,bus,217
13492,EB,3105,dual,103
13493,EB,3105,bike,0
13494,EB,3105,bus,33
13495,WB,3105,dual,0
13496,WB,3105,bike,0
13497,WB,3105,bus,0
13498,NB,3106,dual,80
13499,NB,3106,bike,32
13500,NB,3106,bus,254
13501,SB,3106,dual,70
13502,SB,3106,bike,12
13503,SB,3106,bus,130
13504,EB,3106,dual,98
13505,EB,3106,bike,24
13506,EB,3106,bus,41
13507,WB,3106,dual,0
13508,WB,3106,bike,1
13509,WB,3106,bus,0
13510,NB,3110,dual,33
13511,NB,3110,bike,23
13512,NB,3110,bus,21
13513,SB,3110,dual,29
13514,SB,3110,bike,6
13515,SB,3110,bus,0
13516,EB,3110,dual,155
13517,EB,3110,bike,7
13518,EB,3110,bus,370
13519,WB,3110,dual,0
13520,WB,3110,bike,0
13521,WB,3110,bus,0
13522,NB,3113,dual,0
13523,NB,3113,bike,0
13524,NB,3113,bus,0
13525,SB,3113,dual,232
13526,SB,3113,bike,0
13527,SB,3113,bus,626
13528,EB,3113,dual,259
13529,EB,3113,bike,0
13530,EB,3113,bus,331
13531,WB,3113,dual,0
13532,WB,3113,bike,0
13533,WB,3113,bus,0
13534,NB,3121,dual,199
13535,NB,3121,bike,42
13536,NB,3121,bus,316
13537,SB,3121,dual,0
13538,SB,3121,bike,0
13539,SB,3121,bus,0
13540,EB,3121,dual,58
13541,EB,3121,bike,0
13542,EB,3121,bus,163
13543,WB,3121,dual,132
13544,WB,3121,bike,31
13545,WB,3121,bus,349
13546,NB,3122,dual,257
13547,NB,3122,bike,16
13548,NB,3122,bus,232
13549,SB,3122,dual,0
13550,SB,3122,bike,0
13551,SB,3122,bus,0
13552,EB,3122,dual,60
13553,EB,3122,bike,19
13554,EB,3122,bus,148
13555,WB,3122,dual,171
13556,WB,3122,bike,23
13557,WB,3122,bus,280
13558,NB,3124,dual,199
13559,NB,3124,bike,42
13560,NB,3124,bus,316
13561,SB,3124,dual,0
13562,SB,3124,bike,0
13563,SB,3124,bus,0
13564,EB,3124,dual,58
13565,EB,3124,bike,0
13566,EB,3124,bus,163
13567,WB,3124,dual,132
13568,WB,3124,bike,31
13569,WB,3124,bus,349
13570,NB,3125,dual,285
13571,NB,3125,bike,22
13572,NB,3125,bus,260
13573,SB,3125,dual,0
13574,SB,3125,bike,11
13575,SB,3125,bus,0
13576,EB,3125,dual,75
13577,EB,3125,bike,68
13578,EB,3125,bus,142
13579,WB,3125,dual,143
13580,WB,3125,bike,37
13581,WB,3125,bus,222
13582,NB,3126,dual,312
13583,NB,3126,bike,17
13584,NB,3126,bus,151
13585,SB,3126,dual,0
13586,SB,3126,bike,0
13587,SB,3126,bus,0
13588,EB,3126,dual,87
13589,EB,3126,bike,53
13590,EB,3126,bus,112
13591,WB,3126,dual,123
13592,WB,3126,bike,0
13593,WB,3126,bus,267
13594,NB,3127,dual,140
13595,NB,3127,bike,0
13596,NB,3127,bus,278
13597,SB,3127,dual,0
13598,SB,3127,bike,0
13599,SB,3127,bus,0
13600,EB,3127,dual,137
13601,EB,3127,bike,0
13602,EB,3127,bus,66
13603,WB,3127,dual,149
13604,WB,3127,bike,0
13605,WB,3127,bus,190
13606,NB,3128,dual,295
13607,NB,3128,bike,0
13608,NB,3128,bus,255
13609,SB,3128,dual,0
13610,SB,3128,bike,0
13611,SB,3128,bus,0
13612,EB,3128,dual,129
13613,EB,3128,bike,0
13614,EB,3128,bus,55
13615,WB,3128,dual,107
13616,WB,3128,bike,0
13617,WB,3128,bus,187
13618,NB,3155,dual,0
13619,NB,3155,bike,0
13620,NB,3155,bus,0
13621,SB,3155,dual,83
13622,SB,3155,bike,0
13623,SB,3155,bus,376
13624,EB,3155,dual,0
13625,EB,3155,bike,0
13626,EB,3155,bus,0
13627,WB,3155,dual,122
13628,WB,3155,bike,0
13629,WB,3155,bus,246
13630,NB,3161,dual,201
13631,NB,3161,bike,0
13632,NB,3161,bus,506
13633,SB,3161,dual,103
13634,SB,3161,bike,2
13635,SB,3161,bus,0
13636,EB,3161,dual,0
13637,EB,3161,bike,0
13638,EB,3161,bus,0
13639,WB,3161,dual,97
13640,WB,3161,bike,16
13641,WB,3161,bus,496
13642,NB,3162,dual,179
13643,NB,3162,bike,624
13644,NB,3162,bus,34
13645,SB,3162,dual,0
13646,SB,3162,bike,0
13647,SB,3162,bus,0
13648,EB,3162,dual,0
13649,EB,3162,bike,151
13650,EB,3162,bus,0
13651,WB,3162,dual,274
13652,NB,3166,dual,217
13653,NB,3166,bike,14
13654,NB,3166,bus,434
13655,SB,3166,dual,0
13656,SB,3166,bike,0
13657,SB,3166,bus,0
13658,EB,3166,dual,270
13659,EB,3166,bike,13
13660,EB,3166,bus,631
13661,WB,3166,dual,0
13662,WB,3166,bike,0
13663,WB,3166,bus,0
13664,NB,3169,dual,30
13665,NB,3169,bike,0
13666,NB,3169,bus,121
13667,SB,3169,dual,61
13668,SB,3169,bike,163
13669,SB,3169,bus,0
13670,EB,3169,dual,105
13671,EB,3169,bike,83
13672,EB,3169,bus,0
13673,WB,3169,dual,257
13674,NB,3170,dual,1
13675,NB,3170,bike,0
13676,NB,3170,bus,0
13677,SB,3170,dual,253
13678,SB,3170,bike,16
13679,SB,3170,bus,298
13680,EB,3170,dual,137
13681,EB,3170,bike,21
13682,EB,3170,bus,111
13683,WB,3170,dual,93
13684,WB,3170,bike,17
13685,WB,3170,bus,170
13686,NB,3171,dual,1
13687,NB,3171,bike,0
13688,NB,3171,bus,0
13689,SB,3171,dual,253
13690,SB,3171,bike,16
13691,SB,3171,bus,298
13692,EB,3171,dual,137
13693,EB,3171,bike,21
13694,EB,3171,bus,111
13695,WB,3171,dual,93
13696,WB,3171,bike,17
13697,WB,3171,bus,170
13698,NB,3173,dual,0
13699,NB,3173,bike,0
13700,NB,3173,bus,0
13701,SB,3173,dual,285
13702,SB,3173,bike,68
13703,SB,3173,bus,374
13704,EB,3173,dual,95
13705,EB,3173,bike,0
13706,EB,3173,bus,50
13707,WB,3173,dual,77
13708,WB,3173,bike,46
13709,WB,3173,bus,223
13710,NB,3176,dual,251
13711,NB,3176,bike,23
13712,NB,3176,bus,259
13713,SB,3176,dual,0
13714,SB,3176,bike,0
13715,SB,3176,bus,0
13716,EB,3176,dual,0
13717,EB,3176,bike,0
13718,EB,3176,bus,0
13719,WB,3176,dual,163
13720,WB,3176,bike,0
13721,WB,3176,bus,121
13722,NB,3178,dual,251
13723,NB,3178,bike,23
13724,NB,3178,bus,259
13725,SB,3178,dual,0
13726,SB,3178,bike,0
13727,SB,3178,bus,0
13728,EB,3178,dual,0
13729,EB,3178,bike,0
13730,EB,3178,bus,0
13731,WB,3178,dual,163
13732,WB,3178,bike,0
13733,WB,3178,bus,121
13734,NB,3186,dual,48
13735,NB,3186,bike,20
13736,NB,3186,bus,79
13737,SB,3186,dual,70
13738,SB,3186,bike,51
13739,SB,3186,bus,228
13740,EB,3186,dual,114
13741,EB,3186,bike,8
13742,EB,3186,bus,283
13743,WB,3186,dual,0
13744,WB,3186,bike,13
13745,WB,3186,bus,0
13746,NB,3208,dual,125
13747,NB,3208,bike,20
13748,NB,3208,bus,38
13749,SB,3208,dual,106
13750,SB,3208,bike,35
13751,SB,3208,bus,40
13752,EB,3208,dual,0
13753,EB,3208,bike,0
13754,EB,3208,bus,0
13755,WB,3208,dual,3
13756,WB,3208,bike,8
13757,WB,3208,bus,0
13758,NB,3216,dual,93
13759,NB,3216,bike,466
13760,NB,3216,bus,64
13761,SB,3216,dual,202
13762,SB,3216,bike,130
13763,SB,3216,bus,0
13764,EB,3216,dual,4
13765,EB,3216,bike,0
13766,EB,3216,bus,0
13767,WB,3216,dual,0
13768,NB,3222,dual,254
13769,NB,3222,bike,8
13770,NB,3222,bus,407
13771,SB,3222,dual,0
13772,SB,3222,bike,0
13773,SB,3222,bus,0
13774,EB,3222,dual,100
13775,EB,3222,bike,33
13776,EB,3222,bus,339
13777,WB,3222,dual,88
13778,WB,3222,bike,0
13779,WB,3222,bus,194
13780,NB,3223,dual,112
13781,NB,3223,bike,0
13782,NB,3223,bus,373
13783,SB,3223,dual,0
13784,SB,3223,bike,0
13785,SB,3223,bus,0
13786,EB,3223,dual,70
13787,EB,3223,bike,36
13788,EB,3223,bus,265
13789,WB,3223,dual,103
13790,WB,3223,bike,0
13791,WB,3223,bus,266
13792,NB,3224,dual,102
13793,NB,3224,bike,0
13794,NB,3224,bus,370
13795,SB,3224,dual,0
13796,SB,3224,bike,0
13797,SB,3224,bus,0
13798,EB,3224,dual,370
13799,EB,3224,bike,32
13800,EB,3224,bus,544
13801,WB,3224,dual,113
13802,WB,3224,bike,0
13803,WB,3224,bus,261
13804,NB,3225,dual,126
13805,NB,3225,bike,53
13806,NB,3225,bus,258
13807,SB,3225,dual,0
13808,SB,3225,bike,22
13809,SB,3225,bus,0
13810,EB,3225,dual,82
