,count_id,date,dayofweek,district,hours,school_day,street_ew,street_ns,weather
0,1,1994-10-28,FRI,SOUTHERN,,YES,"L"" ST",ISLAND AV,CLEAR
1,2,1994-09-14,WED,SOUTHERN,,YES,L ST,FIGUEROA ST,CLEAR
2,3,1995-03-24,FRI,SOUTHERN,,YES,"HARRY BRIDGES BL / ""B"" ST",FRIES AV,CLEAR
3,5,2011-01-19,WEDNESDAY,SOUTHERN,7-10AM 3-6PM,YES,ANAHEIM ST,FARRAGUT AV,SUNNY
4,10,1993-11-05,FRI,SOUTHERN,,YES,DON ST,FRIGATE AV,CLEAR
5,13,1999-04-05,TUESDAY,SOUTHERN,,YES,REDONDO BEACH BL,ORCHARD AV,RAIN
6,14,2015-06-16,Tuesday,,7-10 & 3-6,YES,Redondo Beach Blvd,Orchard Ave,SUNNY
7,17,2004-05-20,THURSDAY,SOUTHERN,,YES,GARDENA BL,MENLO AV,CLEAR
8,18,1998-01-15,THRUSDAY,SOUTHERN,,YES,GARDENA BL,MENLO AV,CLEAR
9,19,2017-10-19,THURSDAY,SOUTHERN,7-10 AM 2-5 PM,YES,GARDENA BL.,MENLO AV.,SUNNY
10,23,1995-04-05,WED,SOUTHERN,AM 2-5 PM,YES,GARDENA BL,ESTRELLA AV,CLEAR
11,25,1993-12-07,TUE,SOUTHERN,AM 2-5 PM,YES,168TH STREET,HOOVER ST,CLEAR
12,26,1994-02-25,FRI,SOUTHERN,AM 2-5 PM,YES,168TH ST,HOOVER ST,CLEAR
13,29,2004-05-11,TUESDAY,SOUTHERN,,YES,IMPERIAL HWY,STANFORD AV,CLEAR
14,32,2004-03-30,TUESDAY,SOUTHERN,,YES,IMPERIAL HWY,WADSWORTH AV,CLEAR
15,33,10/25/2017,Wednesday,0,7-10AM 3-6PM,Yes,E 114th St/Imperial Hwy,Wadsworth Ave,SUNNY
16,37,1995-08-31,THUR,SOUTHERN,,YES,IMPERIAL HWY,FIGUEROA ST,CLEAR
17,38,1998-09-30,WEDNESDAY,SOUTHERN,,YES,IMPERIAL HWY,FIGUEROA ST,CLEAR
18,42,1993-06-30,WED,SOUTHERN,,YES,82ND ST,HOOVER ST,CLEAR
19,43,1993-06-17,THUR,SOUTHERN,,YES,83RD STREET,HOOVER ST,CLEAR
20,44,1994-01-07,FRI,SOUTHERN,AM 2-5 PM,YES,84TH ST,FIGUEROA ST,CLEAR
21,48,2008-05-06,TUESDAY,SOUTHERN,7-10AM 3-6PM,YES,CENTURY BL,HOOVER ST,SUNNY
22,52,1993-08-27,FRI,SSOUTHERN,,YES,114TH STREET,GRAPE STREET,CLEAR
23,53,1997-01-07,TUESDAY,SOUTHERN,,NO,IMPERIAL HWY,MONA BL,CLEAR
24,54,1996-03-21,THUR,HOLLYWOOD,,YES,FERNDALE ST,VINEYARD AV,CLOUDY
25,55,1997-05-09,FRIDAY,HOLLYWOOD,,YES,FERNDALE ST/30TH ST,VINEYARD AV,CLOUDY
26,56,1999-03-05,FRIDAY,HOLLYWOOD,AM 2-5 PM,YES,FERNDALE ST,VINEYARD AV,CLEAR
27,57,2001-03-05,MONDAY,HOLLLYWOOD,,YES,FERNDALE ST,VINEYARD AV,RAIN
28,61,1998-12-02,WEDNESDAY,HOLLYWOOD,,YES,30TH ST,FARMDALE AV,CLEAR
29,62,1997-05-19,MONDAY,HOLLYWOOD,,YES,FERNDALE ST/30TH ST,FARMDALE AV,CLEAR
30,63,1993-05-07,FRI,HW,,YES,ROSELAND ST,LA BREA AV,CLEAR
31,64,1994-06-20,MON,HOLLYWOOD,,YES,ROSEWOOD AVE,LA BREA AVE,CLEAR
32,65,1996-03-13,WED,HOLLYWOOD,,YES,ROSEWOOD AV,LA BREA AV,CLEAR
33,66,1997-08-18,MONDAY,HOLLYWOOD,,YES,ROSEWOOD AV,LA BREA AV,CLEAR
34,67,1998-10-26,MONDAY,HOLLYWOOD,,YES,ROSEWOOD AV,LA BREA AV,CLEAR
35,68,2017-02-28,Tuesday,,7-10 & 3-6,YES,Roseland St,La Brea Ave,SUNNY
36,74,1995-05-17,WEDNESDAY,WESTERN,,YES,JEFFERSON BL,LA CIENEGA BL,CLEAR
37,75,2001-02-22,THURSDAY,WESTERN,,YES,JEFFERSON BL,LA CIENEGA BL,CLEAR
38,76,1994-01-12,WED,WESTERN,,YES,JEFFERSON BL (NO THRU TRAFFIC),LA CIENEGA BL (NO THRU TRAFFIC),CLEAR
39,77,1995-02-16,THU,WESTERN,,YES,JEFFERSON BL,LA CIENEGA BL,CLEAR
40,78,1997-04-09,WEDNESDAY,WESTERN,,YES,JEFFERSON BL,LA CIENEGA BL,CLOUDY
41,81,2015-04-15,WEDNESDAY,0,7-10AM 3-6PM,YES,JEFFERSON BOULEVARD,LA CIENEGA BOULEVARD,CLEAR
42,82,2015-04-16,THURSDAY,0,7-10AM 3-6PM,YES,JEFFERSON BOULEVARD,LA CIENEGA BOULEVARD,CLEAR
43,83,"MAY 4., 2011",WEDNESDAY,0,7-10AM 3-6PM,YES,,,CLEAR
44,84,2011-05-03,TUESDAY,0,7-10AM 3-6PM,YES,,,CLEAR
45,85,4/10/2013,WEDNESDAY,0,7-10AM 3-6PM,YES,Jefferson Blvd COUNT,La Cienega Blvd I/S #,SUNNY
46,88,4/9/2013,TUESDAY,0,7-10AM 3-6PM,YES,Jefferson Blvd COUNT,La Cienega Blvd I/S #,SUNNY
47,99,2001-01-29,MONDAY,HOLLYWOOD,,YES,JEFFERSON BL,FARMDALE AV,CLEAR
48,100,1994-12-09,FRI,HOLLYWOOD,,YES,JEFFERSON BL,SYCAMORE AV,CLEAR
49,101,1997-04-21,MONDAY,HOLLYWOOD,,YES,JEFFERSON BL,SYCAMORE AV,CLEAR
50,103,2005-10-31,MONDAY,HOLLYWOOD,,YES,JEFFERSON BL,REDONDO BL,CLEAR
51,105,1996-09-27,FRIDAY,HOLLYWOOD,,YES,EXPOSITION BL,LA BREA AV,CLEAR
52,107,2001-01-29,MONDAY,HOLLYWOOD,,YES,EXPOSITION BL,FARMDALE AV,CLEAR
53,108,2006-01-20,FRIDAY,SOUTHERN,,YES,EXPOSITION BL N /RDWY,FARMDALE AV,CLEAR
54,109,1996-08-20,TUESDAY,SOUTHERN,,NO,COLISEUM ST,HAUSER BL,CLEAR
55,112,1995-10-31,TUES,SOUTHERN,AM 2-5 PM,YES,PINAFORE ST,HILLCREST DR,LOW CLOUDS
56,113,1992-01-17,FRI,HW,,YES,SANTO TOMAS DR,HILLCREST DR,CLEAR
57,114,,FRIDAY,,7-10AM 2-5PM,YES,SANTO TOMAS DR,HILLCREST ST,
58,115,2007-12-10,MONDAY,HW,7-10AM 3-6PM,YES,JEFFERSON BL,LA BREA AV,SUNNY
59,116,1999-10-26,TUEDAY,HOLLYWOOD,,YES,JEFFERSON BL,LA BREA AV,CLEAR
60,119,1994-05-12,THURS,HOLLYWOOD,,YES,JEFFERSON BLVD,WESTERN AVE,CLEAR
61,120,2014-06-19,THURSDAY,HOLLYWOOD,7-10AM 3-6PM,YES,JEFFERSON BL.,WESTERN AV.,SUNNY
62,128,2001-04-27,FRIDAY,HOLLYWOOD,,YES,JEFFERSON BL,11TH AVE,CLEAR
63,129,1997-03-07,FRIDAY,HOLLYWOOD,AM 2-5 PM,YES,JEFFERSON BL,11TH AVE,CLEAR
64,130,2012-05-10,THURSDAY,HOLLYWOOD,7-10AM 3-6PM,YES,JEFFERSON BL.,11th AV.,SUNNY
65,131,2001-05-25,FRIDAY,HOLLYWOOD,,YES,36TH ST,11TH AVE,CLEAR
66,132,2004-01-15,THURSDAY,HOLLYWOOD,,YES,36TH ST,11TH AVE,CLEAR
67,133,1998-11-12,THURSDAY,HOLLYWOOD,,YES,36TH ST,11TH AVE,CLEAR
68,135,2001-02-16,FRIDAY,HOLLYWOOD,,YES,JEFFERSON BL,2ND AVE,CLEAR
69,136,2000-07-24,MONDAY,CENTRAL,AM 2-5 PM,NO,36TH PL,GRAMERCY PL,CLEAR
70,137,1995-01-11,WED,CENTRAL,,YES,36TH PLACE,GRAMERCY PL,RAIN
71,138,2001-10-19,FRIDAY,CENTRAL,,YES,M.L. KING JR BL,VAN NESS AV,CLEAR
72,139,Weather:,TUESDAY Date: 5-7-1996,,,District:,MARTIN LUTHER KING BLVD,VERMONT AVE CONTRACT COUNT,SUNNY
73,143,2001-03-20,TUESDAY,CENTRAL,AM 2-5 PM,YES,MARTIN L. KING BL,KANSAS AV,CLEAR
74,144,1994-04-22,FRI,SOUTHERN,,YES,MARTIN LUTHER KING JR BLVD,KANSAS AVE,CLEAR
75,147,1998-03-02,MON,SOUTHERN,,YES,43RD ST,KANSAS AV,CLOUDY
76,148,1997-10-17,FRIDAY,SOUTHERN,,YES,48TH ST,GRAMERCY PL,CLEAR
77,149,1992-01-07,TUE,SOUTHERN,,YES,48 TH ST,GRAMERCY PLACE,CLEAR/RAIN
78,150,2005-05-17,TUESDAY,SOUTHERN,,YES,48th ST,11th AVE,CLEAR
79,151,1994-06-27,MON,SOUTHERN,,YES,48TH STREET,11TH AVE,CLEAR
80,155,2001-04-26,THURSDAY,HOLLYWOOD,AM 2-5 PM,YES,JEFFERSON BL,SOMERSET DR,CLEAR
81,156,"ARPIL 11, 2003",FRIDAY,HOLLYWOOD,AM 2-5 PM,YES,JEFFERSON BL,SOMERSET DR,CLEAR
82,157,2005-07-19,TUESDAY,HOLLYWOOD,,NO,JEFFERSON BL,SOMERSET DR,CLEAR
83,158,2009-11-02,MONDAY,HOLLYWOOD,7-10AM 3-6PM,YES,JEFFERSON BL,SOMERSET DR,SUNNY
84,159,2015-10-22,THURSDAY,HOLLYWOOD,7-10 AM & 3-6 PM,YES,JEFFERSON BL. (PEDS ONLY),SOMERSET DR.,SUNNY
85,163,1994-06-17,FRI,HOLLYWOOD,,YES,JEFFERSON BLVD,NORMANDIE AVE,CLEAR
86,165,4-30-1996,TUESDAY,HOLLYWOOD,,YES,JEFFERSON BLVD,VERMONT AVE,SUNNY
87,166,2012-09-20,THURSDAY,SOUTHERN,7-10AM 3-6PM,YES,JEFFERSON BL.,VERMONT AV.,SUNNY
88,168,"SEP, 26, 2005",MONDAY,HOLLYWOOD,,YES,36th ST,4th AV,CLEAR
89,171,2003-11-21,FRIDAY,CENTRAL,,YES,36TH PL,VERMONT AV,CLEAR
90,175,1996-07-08,MONDAY,CENTRAL,,YES,EXPOSITION BL,VERMONT AV,CLEAR
91,176,1999-04-20,TUESDAY,HOLLYWOOD,,YES,EXPOSITION BL,VERMONT AV,CLEAR
92,178,2012-09-18,TUESDAY,SOUTHERN,7-10AM 3-6PM,YES,EXPOSITION BL.,VERMONT AV.,SUNNY
93,180,2013-04-30,TUESDAY,HOLLYWOOD,7-10AM 3-6PM,YES,COLISEUM ST.,BRONSON AV. / MALL DRIVEWAY,SUNNY
94,183,1994-12-27,TUE,CENTRAL,,NO,39TH ST,HEPBURN AV,CLEAR
95,184,2004-04-26,MONDAY,SOUTHERN,,YES,LEIGHTON AV,VERMONT AV,CLEAR
96,185,2001-09-06,THURSDAY,CENTRAL,,YES,LEIGHTON AV,WESTERN AV,CLEAR
97,186,1993-03-19,FRI,SOUTHERN,,YES,46TH STREET,9TH AVE,CLEAR
98,187,2003-04-08,TUESDAY,HOLLYWOOD,,YES,JEFFERSON BL,3rd AVE,CLEAR
99,188,2015-06-03,WEDNESDAY,CENTRAL,7-10AM 2-5PM,YES,JEFFERSON BL.,3RD AV.,SUNNY
100,189,2015-12-01,Tuesday,,7-10 & 3-6,YES,Jefferson Blvd,3rd Ave,SUNNY
101,197,2000-08-22,TUESDAY,SOUTHERN,AM 2-5 PM,NO,52ND ST,2ND AVE,CLEAR
102,198,1993-12-09,THU,SOUTHERN,AM 2-5 PM,YES,52ND STREET,2ND AVE,CLEAR
103,214,2013-03-28,THURSDAY,SOUTHERN,7-10AM 3-6PM,YES,STOCKER ST.,SANTA ROSALIA DR./ANGELES VISTA DR.,SUNNY
104,221,2008-08-18,MONDAY,CENTRAL,7-10AM 3-6PM,YES,14TH ST,ALAMEDA ST,SUNNY
105,222,"FEB 28,1994",MON,CENTRAL,,YES,15TH ST,HOOPER AV,CLEAR
106,224,1993-08-31,TUE,SOUTHERN,,YES,ADAMS BL,MAIN ST,CLEAR
107,231,2002-04-15,MONDAY,CENTRAL,,YES,24TH ST,GRIFFITH AV,CLEAR
108,232,1995-11-08,WED,CENTRAL,,YES,24TH ST,GRIFFITH AV,CLEAR
109,239,2001-05-23,WEDNESDAY,CENTRAL,,YES,29TH ST,GRIFFITH AV,CLEAR
110,252,2001-07-19,THURSDAY,SOUTHERN,,NO,41ST DR,FIGUEROA ST,CLEAR
111,254,2000-07-28,FRIDAY,SOUTHERN,AM 2-5 PM,YES,47TH ST,HOOPER AV,CLEAR
112,255,1994-05-03,TUE,SOUTHERN,,YES,49TH ST,FIGUEROA ST,CLEAR
113,256,2007-08-13,MONDAY,CR,7-10AM 3-6PM,YES,49TH ST,FIGUEROA ST,SUNNY
114,257,2015-06-11,Thursday,,7-10 & 3-6,YES,49th St,Figueroa St,SUNNY
115,261,2004-04-27,TUESDAY,CENTRAL,,YES,28th ST,FIGUEROA ST,CLEAR
116,262,2006-02-23,THURSDAY,HOLLYWOOD,,YES,28TH ST,FLOWER ST,CLEAR
117,263,2006-02-23,THURSDAY,HOLLYWOOD,,YES,28TH ST,FLOWER ST,CLEAR
118,266,1993-12-08,WED,CENTRAL,,YES,ADAMS BL,HILL ST,CLEAR
119,269,1993-12-07,TUE,CENTRAL,,YES,ADAMS BL,GRAND AVE,CLEAR
120,276,1993-12-14,TUE,CENTRAL,,YES,ADAMS BL,BROADWAY,CLEAR
121,279,1998-04-20,MONDAY,CENTRAL,AM 2-5 PM,YES,28TH ST,HILL ST,CLEAR
122,280,2008-10-17,FRIDAY,CENTRAL,7-10AM 2-5PM,YES,28TH ST,HILL ST,SUNNY
123,291,1996-04-02,TUE,CENTRAL,,YES,JEFFERSON BL,FIGUEROA ST,CLEAR
124,292,2012-08-29,WEDNESDAY,CENTRAL,7-10AM 3-6PM,YES,JEFFERSON BL.,FIGUEROA ST.,SUNNY
125,293,2012-08-29,WEDNESDAY,CENTRAL,7-10AM 3-6PM,YES,JEFFERSON BL.,FIGUEROA ST.,SUNNY
126,305,2001-06-01,FRIDAY,CENTRAL,AM 2-5 PM,YES,JEFFERSON BL,HOPE ST,CLEAR
127,308,2009-03-02,MONDAY,CENTRAL,7-10AM 3-6PM,YES,37TH ST,FLOWER ST,SUNNY
128,310,1996-04-05,FRIDAY,CENTRAL,,YES,37TH ST,FLOWER ST,CLEAR
129,314,1994-05-06,FRI,SOUTHERN,,YES,VERNON AVE,FIGUEROA ST,CLEAR
130,315,2015-06-11,Thursday,,7-10 & 3-6,YES,Vernon Ave,Figueroa St,SUNNY
131,316,2012-09-11,TUESDAY,CENTRAL,7-10AM 3-6PM,YES,VERNON AV.,FIGUEROA ST.,SUNNY
132,327,2000-06-26,MONDAY,SOUTHERN,AM 2-5 PM,YES,43RD ST,FIGUEROA ST,CLEAR
133,329,Weather:,TUESDAY Date: 5-7-1996,,,District:,KING BL. MARTIN LUTHER,FIGUEROA ST CONTRACT COUNT,SUNNY
134,338,2001-08-17,FRIDAY,HOLLYWOOD,,NO,39TH ST,FIGUEROA ST,CLEAR
135,341,2009-02-26,THURSDAY,CENTRAL,7-10AM 3-6PM,YES,37TH ST,HOPE ST,SUNNY
136,343,1996-04-03,WEDNESDAY,CENTRAL,,YES,EXPOSITION BL,FIGUEROA ST,CLEAR
137,344,2012-05-16,WEDNESDAY,CENTRAL,7-10AM 3-6PM,YES,EXPOSITION BL.,FIGUEROA ST.,SUNNY
138,349,2004-03-17,WEDNESDAY,CENTRAL,,YES,16th ST,CENTRAL AV,CLEAR
139,350,1993-11-29,MON,CENTRAL,,YES,16TH ST,CENTRAL AV,CLEAR
140,351,2008-08-13,WEDNESDAY,CENTRAL,7-10AM 3-6PM,YES,16TH ST (1-WAY),CENTRAL AV,SUNNY
141,353,1996-07-18,THURSDAY,CENTRAL,,YES,14TH ST,HOOPER AVE,CLEAR
142,355,,WEDNESDAY,CR,7-10AM 2-5PM,YES,8TH ST,ORME AV,
143,359,2016-06-08,Wednesday,,7-10 & 2-5,YES,Short St,Soto St,SUNNY
144,362,1995-08-04,FRIDAY,CENTRAL,,NO,8TH ST,EVERGREEN AV,CLEAR
145,363,1995-07-07,FRIDAY,CENTRAL,,NO,8TH ST,EVERGREEN AV,CLEAR
146,364,1992-05-01,FRI,CENTRAL,,YES,GARNET ST,FRESNO ST,CLEAR
147,366,1997-12-31,WEDNESDAY,CENTRAL,,NO,OLYMPIC BL,BOYLE AV,CLEAR
148,369,2000-11-06,MONDAY,CENTRAL,,YES,OLYMPIC BL,SOTO ST,CLEAR
149,371,1994-03-08,TUE,CENTRAL,,YES,OLYMPIC BL,SOTO ST,CLOUDY
150,372,2011-01-13,THURSDAY,CENTRAL,7-10AM 3-6PM,YES,OLYMPIC BL,SOTO ST,SUNNY
151,380,2004-03-16,TUESDAY,CENTRAL,,YES,OLYMPIC BL,ORME AV,CLEAR
152,382,2008-04-16,WEDNESDAY,CENTRAL,7-10AM 2-5PM,YES,OLYMPIC BL,ORME AV,SUNNY
153,385,2013-01-16,WEDNESDAY,CENTRAL,7-10AM 2-5PM,YES,OLYMPIC BL.,CAMULOS ST.,SUNNY
154,392,2012-09-05,WEDNESDAY,CENTRAL,7-10AM 3-6PM,YES,8th ST.,LORENA ST.,SUNNY
155,394,2009-04-13,MONDAY,CENTRAL,7-10AM 2-5PM,YES,OLYMPIC BL,DACOTAH ST,SUNNY
156,410,2001-01-09,TUESDAY,CENTRAL,AM 2-5 PM,YES,PERCY ST,INDIANA ST,RAIN
157,411,2004-01-13,TUESDAY,CENTRAL,,YES,PERCY ST,INDIANA ST,CLEAR
158,413,2000-11-08,WEDNESDAY,CENTRAL,,YES,WASHINGTON BL,SOTO ST,CLEAR
159,414,2003-07-09,WEDNESDAY,CENTRAL,,NO,WASHINGTON BL,SOTO ST,CLEAR
160,416,1994-03-18,FRI,CENTRAL,,YES,WASHINGTON BL,SOTO ST,CLEAR
161,429,2001-05-11,FRIDAY,CENTRAL,,YES,OLYMPIC BL,SANTA FE AV,CLEAR
162,431,1994-07-01,FRI,CENTRAL,,NO,OLYMPIC BL,SANTA FE AV,CLEAR
163,432,2015-04-22,WEDNESDAY,CENTRAL,7-10AM 3-6PM,YES,OLYMPIC BL.,SANTA FE AV.,SUNNY
164,440,2000-03-23,THURSDAY,CENTRAL,,YES,PORTER ST,SANTA FE AV,CLEAR
165,442,2001-01-08,MONDAY,SOUTHERN,AM 2-5 PM,YES,53RD ST,HOOPER AV,CLEAR
166,443,1996-08-09,FRIDAY,SOUTHERN,,YES,53RD ST,HOOPER AV,CLEAR
167,445,"JAN 15,1993",FR,SOUTHERN,,YES,53RD ST,HOLMES AVE,RAINING
168,446,1999-03-19,FRIDAY,SOUTHERN,AM 2-5 PM,YES,53RD ST,HOLMES AV,CLEAR
169,449,2011-07-12,TUESDAY,HW,7-10AM 3-6PM,YES,VENICE BL.,ARLINGTON AV.,SUNNY
170,450,2001-08-03,FRIDAY,HOLLYWOOD,,NO,17TH ST,4TH AV,CLEAR
171,451,2013-09-26,THURSDAY,HOLLYWOOD,7-10AM 3-6PM,YES,17th ST.,4th AV.,SUNNY
172,454,1995-09-08,FRIDAY,HOLLYWOOD,,YES,17TH ST,6TH AV,CLEAR
173,455,1998-07-17,FRIDAY,HOLLYWOOD,,YES,17TH ST,6TH AVE,CLEAR
174,456,"FEB 11,1992",TU,HW,,YES,17TH ST,6TH AVE,RAINING
175,457,2001-05-14,MONDAY,HOLLYWOOD,,YES,18TH ST,3RD AVE,CLEAR
176,458,2001-06-19,TUESDAY,CENTRAL,,YES,WASHINGTON BL,VERMONT AV,CLEAR
177,459,2003-01-08,WEDNESDAY,CENTRAL,,YES,WASHINGTON BL,VERMONT AV,CLEAR
178,461,4-30-1996,TUESDAY,HOLLYWOOD,,YES,WASHINGTON BLVD,VERMONT AVE,SUNNY
179,462,06/02/1999,TUESDAY,CENTRAL,,YES,WASHINGTON BL,VERMONT AV,CLEAR
180,466,2002-01-22,TUESDAY,HOLLYWOOD,,YES,21ST ST,HOBART BL,CLEAR
181,467,2003-04-28,MONDAY,HOLLYWOOD,,NO,21st ST,2nd AVE,CLEAR
182,468,2003-04-15,TUESDAY,HOLLYWOOD,,YES,21st ST,4th AVE,CLEAR
183,474,2003-04-15,TUESDAY,HOLLYWOOD,,YES,21st ST,10th AVE,CLEAR
184,477,2003-04-22,TUESDAY,HOLLYWOOD,,YES,23rd ST,6th AVE,CLEAR
185,480,2000-11-20,MONDAY,HOLLYWOOD,,YES,25TH ST,4TH AVE,CLEAR
186,481,2000-11-09,THURSDAY,HOLLYWOOD,,YES,25TH ST,8TH AV,CLEAR
187,482,2000-11-09,THURSDAY,HOLLYWOOD,,YES,25TH ST,8TH AV,CLEAR
188,486,1997-04-09,WEDNESDAY,HOLLYWOOD,,YES,25TH ST,11TH AVE,CLEAR
189,487,2000-10-16,MONDAY,HOLLYWOOD,,YES,25TH ST,12TH AV,CLEAR
190,488,1997-04-11,FRIDAY,HOLLYWOOD,,YES,25TH ST,12TH AVE,CLEAR
191,491,2002-07-26,FRIDAY,HOLLYWOOD,,YES,15TH ST,2ND AV,CLEAR
192,492,1997-04-10,THURSDAY,HOLLYWOOD,,YES,25TH ST,13TH AVE,CLEAR
193,493,2000-10-26,THURSDAY,HOLLYWOOD,,YES,25TH ST,2ND AVE,CLEAR
194,495,1993-08-16,MON,CENTRAL,,YES,ADAMS BL,NORMANDIE AVE,CLEAR
195,501,Weather:,WEDNESDAY Date: 4-24-1996,,,District:,ADAMS BLVD,WESTERN AVE CONTRACT COUNT,SUNNY
196,512,1996-10-25,FRIDAY,HOLLYWOOD,,YES,ADAMS BL,2ND AVE,CLEAR
197,513,1999-01-22,FRIDAY,HOLLYWOOD,AM 2-5 PM,YES,ADAMS BL,2ND AVE,CLEAR
198,514,1998-05-01,FRIDAY,HOLLYWOOD,AM 2-5 PM,YES,3RD AVE,ADAMS BL,CLOUDY
199,516,2001-08-08,WEDNESDAY,HOLLYWOOD,,NO,ADAMS BL,4TH AV,CLEAR
200,518,2010-03-24,WEDNESDAY,HOLLYWOOD,,YES,ADAMS BL,4TH AV,SUNNY
201,520,2008-09-08,MONDAY,HOLLYWOOD,7-10AM 2-5PM,YES,ADAMS BL,4TH AV,SUNNY
202,523,2002-01-28,MONDAY,HOLLYWOOD,,YES,ADAMS BL,6TH AV/7TH AV,CLEAR
203,524,,FR,HW,,YES,ADAMS BL,6TH AVE,CLEAR
204,525,2001-02-28,WEDNESDAY,HOLLYWOOD,,YES,ADAMS BL,8TH AVE,RAIN
205,527,1995-09-07,THURSDAY,HOLLYWOOD,,YES,27TH ST,EDGEHILL DR,CLEAR
206,528,2002-03-15,FRIDAY,HOLLYWOOD,,YES,28TH ST,EDGEHILL DR,CLEAR
207,529,1995-04-28,FRI,HOLLYWOOD,,YES,WASHINGTON BL EAST JOG,HOBART BL,CLEAR
208,530,2003-11-07,FRIDAY,HOLLYWOOD,,YES,21ST ST,GRAMERCY PL,CLEAR
209,531,1999-01-15,FRIDAY,HOLLYWOOD,AM 2-5 PM,YES,21ST ST,GRAMERCY PL,CLEAR
210,533,1994-04-09,MON,HOLLYWOOD,,YES,WASHINGTON BL,CRENSHAW BL,CLEAR
211,534,1995-01-06,FRIDAY,HOLLYWOOD,,YES,WASHINGTON BL,CRENSHAW BL,CLEAR
212,539,1995-08-21,MONDAY,HOLLYWOOD,,NO,DOCKWEILER ST,MULLEN AV,CLEAR
213,540,1999-02-12,FRIDAY,HOLLYWOOD,AM 2-5 PM,YES,DOCKWEILER ST,MULLEN AV,CLEAR
214,541,2013-06-11,TUESDAY,HOLLYWOOD,7-10AM 3-6PM,YES,DOCKWEILER ST.,MULLEN AV.,SUNNY
215,547,2010-12-09,THURSDAY,CENTRAL,7-10AM 3-6PM,YES,7th ST,VERMONT AV,SUNNY
216,549,1996-03-06,WED,HOLLYWOOD,,YES,8TH ST,KINGSLEY DR,CLEAR
217,550,2017-02-23,Thursday,,7-10 & 3-6,YES,8th St,Kingsley Dr,SUNNY
218,554,1993-07-28,WED,HOLLYWOOD-WIL,,YES,9TH ST,HOBART BL,CLOUDS
219,556,"May 1, 2012 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2",Tuesday LANES: 1 LANES: 1 LANES: 1 LANES: 1 LANES: 1 LANES: 1,3 12 210 11 16 219 2 2 5 2 0 5 0 0 4 0 2,7-10AM 3-6PM 7:00 AM 6 3:00 PM 3 7:00 AM 0 3:00 PM 0 7:00 AM 0 3:00 PM,YES 7:30 AM 11 3:30 PM 12 7:30 AM 1 3:30 PM 1 7:30 AM 0 3:30 PM,8th St            ,Western Ave Western Ave Western Ave Western Ave Western Ave 8th St Western Ave Western Ave Western Ave Western Ave 8th St Western Ave Western Ave Western Ave Western Ave,SUNNY 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0
220,557,2001-02-06,TUESDAY,HOLLYWOOD,,YES,8TH ST,WESTERN AV,CLEAR
221,558,"May 1, 2012 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2",Tuesday LANES: 1 LANES: 1 LANES: 1 LANES: 1 LANES: 1 LANES: 1,3 12 210 11 16 219 2 2 5 2 0 5 0 0 4 0 2,7-10AM 3-6PM 7:00 AM 6 3:00 PM 3 7:00 AM 0 3:00 PM 0 7:00 AM 0 3:00 PM,YES 7:30 AM 11 3:30 PM 12 7:30 AM 1 3:30 PM 1 7:30 AM 0 3:30 PM,8th St NORTHBOUND SOUTHBOUND NORTHBOUND SOUTHBOUND NORTHBOUND SOUTHBOUND NORTHBOUND SOUTHBOUND NORTHBOUND SOUTHBOUND NORTHBOUND SOUTHBOUND,Western Ave Western Ave Western Ave Western Ave Western Ave 8th St Western Ave Western Ave Western Ave Western Ave 8th St Western Ave Western Ave Western Ave Western Ave,SUNNY 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0
222,561,ST SL ST SL ST SL SL ST SL ST ST SL SL ST,NL NL NL NL NL NL NL,126 6 122 5 1 0 0 0 0 0 0 0 1 3,13 107 13 105 0 0 0 0 0 0 0 0 2 0,15 15 0 0 0 0 0,,,EL ET ER EL ET ER ER EL ET EL ET ER EL ET ER EL ET ER EL ET ER
223,562,1999-03-04,THURSDAY,HOLLYWOOD,AM 2-5 PM,YES,FERNDALE ST,HARCOURT AV,CLEAR
224,563,1994-12-14,WED,CENTRAL,,YES,29TH ST,DALTON AV,CLEAR
225,564,1994-11-29,TUE,CENTRAL,,YES,29TH ST,LA SALLE AV,CLEAR
226,566,2004-05-19,WEDNESDAY,HOLLYWOOD,,YES,30th ST,9th AV,CLEAR
227,567,2004-05-19,WEDNESDAY,HOLLYWOOD,,YES,30th ST,9th AV,CLEAR
228,569,1996-10-15,TUES,HOLLYWOOD,,YES,30TH ST,EDGEHILL DR,CLEAR
229,570,1995-03-03,FRI,CENTRAL,,YES,JEFFERSON BL,HOBART BL,CLOUDY
230,571,2003-04-25,FRIDAY,HOLLYWOOD,,YES,GEER AV,HAUSER BL,CLEAR
231,574,1993-06-24,WED,HOLLYWOOD,,YES,SMILEY DR,HAUSER BL,CLEAR
232,575,2017-02-28,Tuesday,,7-10 & 3-6,YES,Smiley Dr,Hauser Blvd,SUNNY
233,576,1996-03-20,WED,HOLLYWOOD,,YES,9TH ST,MANSFIELD AV,CLEAR
234,577,1999-09-27,MONDAY,HOLLYWOOD,,YES,9TH ST,MANSIFELD AV,CLEAR
