,approach,count_id,time,type,volume
6303,SB,23178,3.00,pm60,11
6304,NB,23180,3.15,pm60,58
6305,EB,23180,5.00,pm60,1918
6306,WB,23180,5.00,pm60,1431
6307,SB,23180,4.00,pm60,37
6308,NB,23181,3.15,pm60,45
6309,EB,23181,3.30,pm60,23
6310,WB,23181,5.00,pm60,26
6311,SB,23181,4.45,pm60,27
6312,NB,23182,3.00,pm60,54
6313,EB,23182,5.00,pm60,857
6314,WB,23182,4.45,pm60,826
6315,SB,23182,5.00,pm60,74
6316,NB,22886,3.00,pm60,113
6317,EB,22886,4.00,pm60,1357
6318,WB,22886,2.15,pm60,1180
6319,SB,22886,2.00,pm60,0
6320,NB,22940,3.00,pm60,98
6321,EB,22940,5.00,pm60,3521
6322,WB,22940,3.15,pm60,2057
6323,SB,22940,5.00,pm60,34
6324,NB,22944,2.00,pm60,0
6325,EB,22944,4.00,pm60,884
6326,WB,22944,4.00,pm60,1069
6327,SB,22944,4.00,pm60,136
6328,NB,22948,2.45,pm60,474
6329,EB,22948,2.00,pm60,43
6330,WB,22948,2.15,pm60,74
6331,SB,22948,4.00,pm60,872
6332,NB,23111,4.00,pm60,17
6333,EB,23111,4.00,pm60,190
6334,WB,23111,4.00,pm60,349
6335,SB,23111,4.00,pm60,30
6336,NB,23179,4.00,pm60,34
6337,EB,23179,4.00,pm60,2240
6338,WB,23179,3.15,pm60,1365
6339,SB,23179,2.45,pm60,27
6340,NB,23185,5.00,pm60,969
6341,EB,23185,5.00,pm60,42
6342,WB,23185,5.00,pm60,10
6343,SB,23185,4.30,pm60,1214
6344,NB,23222,5.00,pm60,348
6345,EB,23222,3.30,pm60,192
6346,WB,23222,5.00,pm60,198
6347,SB,23222,3.30,pm60,277
6348,NB,23235,3.00,pm60,90
6349,EB,23235,4.00,pm60,1004
6350,WB,23235,3.15,pm60,1190
6351,SB,23235,2.00,pm60,0
6352,NB,23245,4.00,pm60,143
6353,EB,23245,2.45,pm60,87
6354,WB,23245,2.15,pm60,30
6355,SB,23245,2.45,pm60,108
6356,NB,23251,2.45,pm60,1034
6357,EB,23251,2.30,pm60,20
6358,WB,23251,2.00,pm60,47
6359,SB,23251,3.15,pm60,873
6360,NB,23266,5.00,pm60,1617
6361,EB,23266,5.00,pm60,394
6362,WB,23266,5.00,pm60,230
6363,SB,23266,5.00,pm60,1525
6364,NB,22939,3.00,pm60,0
6365,EB,22939,3.45,pm60,881
6366,WB,22939,3.15,pm60,903
6367,SB,22939,4.45,pm60,103
6368,NB,23088,5.00,pm60,148
6369,EB,23088,5.00,pm60,442
6370,WB,23088,3.00,pm60,351
6371,SB,23088,5.00,pm60,245
6372,NB,23162,4.00,pm60,574
6373,EB,23162,2.30,pm60,95
6374,WB,23162,2.00,pm60,0
6375,SB,23162,3.00,pm60,262
6376,NB,23246,2.45,pm60,138
6377,EB,23246,2.15,pm60,168
6378,WB,23246,4.00,pm60,108
6379,SB,23246,3.00,pm60,23
6380,NB,23252,5.00,pm60,1405
6381,EB,23252,4.15,pm60,114
6382,WB,23252,3.00,pm60,187
6383,SB,23252,5.00,pm60,1270
6384,NB,23317,5.00,pm60,1201
6385,EB,23317,3.00,pm60,0
6386,WB,23317,3.30,pm60,100
6387,SB,23317,3.00,pm60,1003
6388,NB,23319,4.30,pm60,35
6389,EB,23319,5.00,pm60,119
6390,WB,23319,4.00,pm60,59
6391,SB,23319,4.15,pm60,43
6392,NB,23323,3.45,pm60,1745
6393,EB,23323,4.00,pm60,41
6394,WB,23323,4.00,pm60,19
6395,SB,23323,4.00,pm60,1529
6396,NB,23428,3.00,pm60,0
6397,EB,23428,4.30,pm60,1693
6398,WB,23428,5.00,pm60,876
6399,SB,23428,4.45,pm60,336
6400,NB,23444,4.00,pm60,34
6401,EB,23444,4.45,pm60,570
6402,WB,23444,5.00,pm60,405
6403,SB,23444,3.00,pm60,0
6404,NB,23044,5.00,pm60,10
6405,EB,23044,5.00,pm60,139
6406,WB,23044,4.00,pm60,112
6407,SB,23044,3.00,pm60,0
6408,NB,23075,5.00,pm60,177
6409,EB,23075,3.00,pm60,0
6410,WB,23075,3.00,pm60,0
6411,SB,23075,3.00,pm60,180
6412,NB,23106,3.00,pm60,24
6413,EB,23106,2.30,pm60,921
6414,WB,23106,2.00,pm60,578
6415,SB,23106,2.45,pm60,170
6416,NB,23155,5.00,pm60,1436
6417,EB,23155,3.15,pm60,47
6418,WB,23155,3.00,pm60,6
6419,SB,23155,3.15,pm60,775
6420,NB,23157,4.45,pm60,89
6421,EB,23157,3.00,pm60,79
6422,WB,23157,3.45,pm60,67
6423,SB,23157,4.45,pm60,42
6424,NB,23161,2.30,pm60,53
6425,EB,23161,2.30,pm60,303
6426,WB,23161,2.45,pm60,326
6427,SB,23161,3.15,pm60,18
6428,NB,23225,3.00,pm60,195
6429,EB,23225,5.00,pm60,21
6430,WB,23225,3.00,pm60,20
6431,SB,23225,3.00,pm60,149
6432,NB,23236,3.00,pm60,19
6433,EB,23236,3.45,pm60,11
6434,WB,23236,3.00,pm60,0
6435,SB,23236,4.45,pm60,24
6436,NB,23259,3.30,pm60,629
6437,EB,23259,4.30,pm60,523
6438,WB,23259,4.30,pm60,224
6439,SB,23259,5.00,pm60,1354
6440,NB,23318,3.15,pm60,50
6441,EB,23318,4.15,pm60,178
6442,WB,23318,3.15,pm60,89
6443,SB,23318,3.45,pm60,41
6444,NB,23577,5.00,pm60,1817
6445,EB,23577,3.30,pm60,49
6446,WB,23577,3.00,pm60,0
6447,SB,23577,4.00,pm60,652
6448,NB,23231,3.45,pm60,104
6449,EB,23231,4.00,pm60,78
6450,WB,23231,5.00,pm60,44
6451,SB,23231,4.30,pm60,72
6452,NB,23413,5.00,pm60,952
6453,EB,23413,4.45,pm60,18
6454,WB,23413,3.00,pm60,40
6455,SB,23413,4.45,pm60,652
6456,NB,23676,3.15,pm60,768
6457,EB,23676,2.45,pm60,86
6458,WB,23676,3.30,pm60,45
6459,SB,23676,4.00,pm60,725
6460,NB,23703,2.30,pm60,270
6461,EB,23703,2.00,pm60,22
6462,WB,23703,2.15,pm60,66
6463,SB,23703,4.00,pm60,468
6464,NB,23729,3.00,pm60,1
6465,EB,23729,5.00,pm60,1254
6466,WB,23729,4.45,pm60,878
6467,SB,23729,4.30,pm60,10
6468,NB,23827,3.15,pm60,1605
6469,EB,23827,2.00,pm60,0
6470,WB,23827,3.15,pm60,77
6471,SB,23827,3.00,pm60,1593
6472,NB,23324,2.45,pm60,1334
6473,EB,23324,3.00,pm60,99
6474,WB,23324,3.00,pm60,83
6475,SB,23324,2.00,pm60,1036
6476,NB,23363,5.00,pm60,62
6477,EB,23363,5.00,pm60,173
6478,WB,23363,5.00,pm60,239
6479,SB,23363,4.00,pm60,29
6480,NB,23420,4.30,pm60,1334
6481,EB,23420,3.00,pm60,0
6482,WB,23420,5.00,pm60,38
6483,SB,23420,4.45,pm60,1060
6484,NB,23445,3.00,pm60,87
6485,EB,23445,4.30,pm60,873
6486,WB,23445,5.00,pm60,418
6487,SB,23445,3.15,pm60,32
6488,NB,23494,2.15,pm60,9
6489,EB,23494,4.00,pm60,683
6490,WB,23494,3.00,pm60,624
6491,SB,23494,4.00,pm60,15
6492,NB,23495,5.00,pm60,1351
6493,EB,23495,4.45,pm60,98
6494,WB,23495,4.45,pm60,87
6495,SB,23495,5.00,pm60,1290
6496,NB,23608,5.00,pm60,1332
6497,EB,23608,3.00,pm60,0
6498,WB,23608,3.00,pm60,22
6499,SB,23608,5.00,pm60,824
6500,NB,23610,4.30,pm60,2177
6501,EB,23610,3.00,pm60,50
6502,WB,23610,3.30,pm60,148
6503,SB,23610,4.30,pm60,1470
6504,NB,23611,3.30,pm60,19
6505,EB,23611,4.00,pm60,37
6506,WB,23611,5.00,pm60,97
6507,SB,23611,5.00,pm60,22
6508,NB,23635,3.00,pm60,0
6509,EB,23635,5.00,pm60,2015
6510,WB,23635,3.00,pm60,1268
6511,SB,23635,4.45,pm60,58
6512,NB,23638,5.00,pm60,1638
6513,EB,23638,3.00,pm60,0
6514,WB,23638,3.00,pm60,118
6515,SB,23638,4.15,pm60,1286
6516,NB,23683,2.30,pm60,22
6517,EB,23683,4.00,pm60,2348
6518,WB,23683,3.00,pm60,1356
6519,SB,23683,2.45,pm60,45
6520,NB,23844,5.00,pm60,1232
6521,EB,23844,3.00,pm60,278
6522,WB,23844,5.00,pm60,811
6523,SB,23844,4.45,pm60,1264
6524,NB,23892,5.00,pm60,1057
6525,EB,23892,5.00,pm60,23
6526,WB,23892,4.45,pm60,37
6527,SB,23892,4.45,pm60,699
6528,NB,23897,5.00,pm60,1401
6529,EB,23897,3.00,pm60,1003
6530,WB,23897,5.00,pm60,1100
6531,SB,23897,3.00,pm60,1483
6532,NB,23903,3.15,pm60,35
6533,EB,23903,2.45,pm60,501
6534,WB,23903,4.00,pm60,754
6535,SB,23903,2.30,pm60,88
6536,NB,27202,15.45,pm60,54
6537,EB,27202,16.30,pm60,1110
6538,WB,27202,17.00,pm60,689
6539,SB,27202,16.45,pm60,148
6540,NB,27203,16.45,pm60,999
6541,EB,27203,16.00,pm60,25
6542,WB,27203,15.00,pm60,47
6543,SB,27203,16.15,pm60,1522
6544,NB,27204,16.45,pm60,947
6545,EB,27204,15.45,pm60,35
6546,WB,27204,16.00,pm60,34
6547,SB,27204,16.45,pm60,856
6548,NB,27205,15.45,pm60,47
6549,EB,27205,17.00,pm60,244
6550,WB,27205,15.30,pm60,213
6551,SB,27205,15.00,pm60,35
6552,NB,27206,15.00,pm60,1040
6553,EB,27206,17.00,pm60,58
6554,WB,27206,0.00,pm60,0
6555,SB,27206,16.15,pm60,990
6556,NB,27207,16.00,pm60,1387
6557,EB,27207,16.15,pm60,387
6558,WB,27207,0.00,pm60,0
6559,SB,27207,17.00,pm60,1330
6560,NB,27208,15.00,pm60,1013
6561,EB,27208,0.00,pm60,0
6562,WB,27208,17.00,pm60,42
6563,SB,27208,16.15,pm60,943
6564,NB,27217,16.00,pm60,1349
6565,EB,27217,0.00,pm60,0
6566,WB,27217,15.30,pm60,187
6567,SB,27217,16.00,pm60,1440
6568,NB,27218,15.45,pm60,939
6569,EB,27218,15.15,pm60,41
6570,WB,27218,14.45,pm60,61
6571,SB,27218,16.00,pm60,995
6572,NB,27219,15.15,pm60,20
6573,EB,27219,15.15,pm60,424
6574,WB,27219,15.30,pm60,456
6575,SB,27219,15.15,pm60,11
6576,NB,27220,14.15,pm60,591
6577,EB,27220,14.00,pm60,24
6578,WB,27220,14.45,pm60,26
6579,SB,27220,15.15,pm60,586
6580,NB,27222,14.45,pm60,906
6581,EB,27222,15.00,pm60,175
6582,WB,27222,14.15,pm60,141
6583,SB,27222,14.30,pm60,632
6584,NB,27223,15.30,pm60,73
6585,EB,27223,16.30,pm60,1022
6586,WB,27223,16.00,pm60,790
6587,SB,27223,16.30,pm60,63
6588,NB,27224,16.30,pm60,131
6589,EB,27224,0.00,pm60,0
6590,WB,27224,16.45,pm60,72
6591,SB,27224,17.00,pm60,189
6592,NB,27225,17.00,pm60,920
6593,EB,27225,16.30,pm60,274
6594,WB,27225,15.45,pm60,317
6595,SB,27225,16.30,pm60,1355
6596,NB,27226,15.30,pm60,970
6597,EB,27226,15.45,pm60,32
6598,WB,27226,16.15,pm60,31
6599,SB,27226,16.15,pm60,902
6600,NB,27227,15.30,pm60,90
6601,EB,27227,15.45,pm60,79
6602,WB,27227,14.30,pm60,71
6603,SB,27227,16.00,pm60,87
6604,NB,27229,15.00,pm60,66
6605,EB,27229,16.00,pm60,974
6606,WB,27229,17.00,pm60,748
6607,SB,27229,15.00,pm60,32
6608,NB,27230,14.00,pm60,61
6609,EB,27230,15.30,pm60,343
6610,WB,27230,15.30,pm60,335
6611,SB,27230,0.00,pm60,0
6612,NB,27247,17.00,pm60,93
6613,EB,27247,16.30,pm60,951
6614,WB,27247,15.15,pm60,545
6615,SB,27247,15.45,pm60,60
6616,NB,27250,15.15,pm60,13
6617,EB,27250,17.00,pm60,422
6618,WB,27250,15.45,pm60,212
6619,SB,27250,0.00,pm60,0
6620,NB,27272,17.00,pm60,785
6621,EB,27272,15.00,pm60,49
6622,WB,27272,17.00,pm60,53
6623,SB,27272,17.00,pm60,1038
6624,NB,27349,16.45,pm60,631
6625,EB,27349,0.00,pm60,0
6626,WB,27349,15.30,pm60,24
6627,SB,27349,17.00,pm60,272
6628,NB,27350,16.45,pm60,492
6629,EB,27350,17.00,pm60,289
6630,WB,27350,16.00,pm60,24
6631,SB,27350,17.00,pm60,269
6632,NB,27351,16.30,pm60,571
6633,EB,27351,17.00,pm60,150
6634,WB,27351,16.45,pm60,2
6635,SB,27351,17.00,pm60,247
6636,NB,27352,17.00,pm60,648
6637,EB,27352,16.45,pm60,183
6638,WB,27352,16.30,pm60,77
6639,SB,27352,16.15,pm60,623
6640,NB,27353,17.00,pm60,1230
6641,EB,27353,16.45,pm60,63
6642,WB,27353,15.00,pm60,67
6643,SB,27353,16.30,pm60,1398
6644,NB,27354,15.45,pm60,1523
6645,EB,27354,16.15,pm60,41
6646,WB,27354,0.00,pm60,0
6647,SB,27354,17.00,pm60,1134
6648,NB,27355,15.45,pm60,1492
6649,EB,27355,15.00,pm60,15
6650,WB,27355,17.00,pm60,45
6651,SB,27355,17.00,pm60,1144
6652,NB,27356,15.45,pm60,1505
6653,EB,27356,16.45,pm60,8
6654,WB,27356,16.30,pm60,13
6655,SB,27356,17.00,pm60,1130
6656,NB,27357,15.30,pm60,52
6657,EB,27357,15.15,pm60,1036
6658,WB,27357,15.00,pm60,917
6659,SB,27357,15.00,pm60,42
6660,NB,27358,15.15,pm60,1557
6661,EB,27358,17.00,pm60,73
6662,WB,27358,16.45,pm60,23
6663,SB,27358,17.00,pm60,1853
6664,NB,27359,0.00,pm60,0
6665,EB,27359,17.00,pm60,109
6666,WB,27359,17.00,pm60,47
6667,SB,27359,16.00,pm60,36
6668,NB,27360,15.15,pm60,638
6669,EB,27360,0.00,pm60,0
6670,WB,27360,15.00,pm60,14
6671,SB,27360,17.00,pm60,888
6672,NB,27361,16.45,pm60,423
6673,EB,27361,0.00,pm60,0
6674,WB,27361,16.30,pm60,78
6675,SB,27361,16.30,pm60,261
6676,NB,27362,15.15,pm60,9
6677,EB,27362,0.00,pm60,0
6678,WB,27362,17.00,pm60,5
6679,SB,27362,15.30,pm60,12
6680,NB,27363,15.15,pm60,56
6681,EB,27363,16.15,pm60,1469
6682,WB,27363,17.00,pm60,1033
6683,SB,27363,17.00,pm60,24
6684,NB,27364,15.45,pm60,1373
6685,EB,27364,17.00,pm60,45
6686,WB,27364,15.00,pm60,108
6687,SB,27364,16.00,pm60,1497
6688,NB,27365,16.45,pm60,899
6689,EB,27365,15.00,pm60,38
6690,WB,27365,15.00,pm60,43
6691,SB,27365,15.30,pm60,1239
6692,NB,27366,15.15,pm60,98
6693,EB,27366,15.15,pm60,12
6694,WB,27366,16.30,pm60,16
6695,SB,27366,15.00,pm60,111
6696,NB,22073,4.30,pm60,37
6697,EB,22073,4.30,pm60,922
6698,WB,22073,3.45,pm60,1036
6699,SB,22073,5.00,pm60,34
6700,NB,22137,6.00,pm60,24
6701,EB,22137,4.30,pm60,1433
6702,WB,22137,4.45,pm60,1695
6703,SB,22137,5.00,pm60,52
6704,NB,22211,2.00,pm60,1208
6705,EB,22211,2.00,pm60,0
6706,WB,22211,3.00,pm60,61
6707,SB,22211,4.00,pm60,1906
6708,NB,21839,3.15,pm60,1130
6709,EB,21839,4.45,pm60,55
6710,WB,21839,3.00,pm60,0
6711,SB,21839,5.00,pm60,1174
6712,NB,23234,2.00,pm60,0
6713,EB,23234,4.00,pm60,1153
6714,WB,23234,2.00,pm60,708
6715,SB,23234,2.15,pm60,75
6716,NB,22156,3.00,pm60,35
6717,EB,22156,4.45,pm60,2233
6718,WB,22156,5.00,pm60,944
6719,SB,22156,5.00,pm60,32
6720,NB,22195,5.00,pm60,2772
6721,EB,22195,3.30,pm60,1397
6722,WB,22195,4.45,pm60,30
6723,SB,22195,4.45,pm60,2972
6724,NB,22251,4.00,pm60,1236
6725,EB,22251,2.00,pm60,14
6726,WB,22251,3.15,pm60,39
6727,SB,22251,4.00,pm60,2082
6728,NB,22297,3.00,pm60,1697
6729,EB,22297,2.00,pm60,45
6730,WB,22297,2.00,pm60,0
6731,SB,22297,2.30,pm60,1505
6732,NB,22320,4.00,pm60,1343
6733,EB,22320,3.30,pm60,30
6734,WB,22320,2.45,pm60,39
6735,SB,22320,3.00,pm60,1205
6736,NB,22092,4.45,pm60,528
6737,EB,22092,3.00,pm60,236
6738,WB,22092,3.00,pm60,0
6739,SB,22092,3.30,pm60,649
6740,NB,22099,4.00,pm60,1043
6741,EB,22099,5.00,pm60,1563
6742,WB,22099,3.00,pm60,217
6743,SB,22099,3.00,pm60,0
6744,NB,22141,4.00,pm60,66
6745,EB,22141,4.00,pm60,670
6746,WB,22141,2.00,pm60,415
6747,SB,22141,2.00,pm60,0
6748,NB,22194,4.45,pm60,3240
6749,EB,22194,3.00,pm60,0
6750,WB,22194,5.00,pm60,780
6751,SB,22194,5.00,pm60,2236
6752,NB,22337,4.30,pm60,58
6753,EB,22337,5.00,pm60,1483
6754,WB,22337,4.00,pm60,660
6755,SB,22337,4.45,pm60,57
6756,NB,22380,4.30,pm60,1974
6757,EB,22380,4.15,pm60,125
6758,WB,22380,3.00,pm60,0
6759,SB,22380,4.15,pm60,751
6760,NB,22454,3.45,pm60,708
6761,EB,22454,4.45,pm60,201
6762,WB,22454,5.00,pm60,1204
6763,SB,22454,3.00,pm60,0
6764,NB,22455,3.00,pm60,0
6765,EB,22455,4.00,pm60,134
6766,WB,22455,4.45,pm60,1258
6767,SB,22455,4.15,pm60,245
6768,NB,22212,4.45,pm60,434
6769,EB,22212,5.00,pm60,186
6770,WB,22212,3.00,pm60,0
6771,SB,22212,5.00,pm60,1291
6772,NB,22232,3.15,pm60,134
6773,EB,22232,2.00,pm60,0
6774,WB,22232,3.45,pm60,10
6775,SB,22232,3.30,pm60,121
6776,NB,22314,3.00,pm60,26
6777,EB,22314,5.00,pm60,1808
6778,WB,22314,5.00,pm60,894
6779,SB,22314,4.15,pm60,14
6780,NB,22446,3.00,pm60,0
6781,EB,22446,5.00,pm60,1507
6782,WB,22446,3.15,pm60,863
6783,SB,22446,4.30,pm60,290
6784,NB,22474,4.00,pm60,1033
6785,EB,22474,3.30,pm60,108
6786,WB,22474,2.00,pm60,0
6787,SB,22474,2.45,pm60,364
6788,NB,22498,2.00,pm60,33
6789,EB,22498,3.30,pm60,591
6790,WB,22498,4.00,pm60,851
6791,SB,22498,2.30,pm60,60
6792,NB,22515,2.45,pm60,73
6793,EB,22515,2.45,pm60,82
6794,WB,22515,2.00,pm60,0
6795,SB,22515,2.30,pm60,143
6796,NB,22529,3.45,pm60,67
6797,EB,22529,4.00,pm60,339
6798,WB,22529,2.30,pm60,241
6799,SB,22529,2.30,pm60,18
6800,NB,22536,4.00,pm60,18
6801,EB,22536,3.45,pm60,31
6802,WB,22536,4.45,pm60,25
6803,SB,22536,4.15,pm60,31
6804,NB,22553,3.30,pm60,24
6805,EB,22553,4.00,pm60,1117
6806,WB,22553,3.45,pm60,877
6807,SB,22553,3.00,pm60,19
6808,NB,22554,5.00,pm60,398
6809,EB,22554,3.00,pm60,201
6810,WB,22554,3.00,pm60,122
6811,SB,22554,4.45,pm60,403
6812,NB,22295,2.00,pm60,0
6813,EB,22295,4.00,pm60,360
6814,WB,22295,4.00,pm60,25
6815,SB,22295,2.45,pm60,83
6816,NB,22321,4.00,pm60,1354
6817,EB,22321,4.00,pm60,21
6818,WB,22321,2.30,pm60,21
6819,SB,22321,3.15,pm60,901
6820,NB,22335,3.00,pm60,22
6821,EB,22335,4.15,pm60,40
6822,WB,22335,3.00,pm60,21
6823,SB,22335,3.00,pm60,11
6824,NB,22368,4.00,pm60,53
6825,EB,22368,5.00,pm60,1024
6826,WB,22368,5.00,pm60,362
6827,SB,22368,4.45,pm60,97
6828,NB,22389,3.45,pm60,9
6829,EB,22389,3.45,pm60,1021
6830,WB,22389,2.30,pm60,1151
6831,SB,22389,2.15,pm60,91
6832,NB,22462,3.00,pm60,0
6833,EB,22462,4.15,pm60,39
6834,WB,22462,5.00,pm60,21
6835,SB,22462,3.00,pm60,19
6836,NB,22486,2.00,pm60,58
6837,EB,22486,4.00,pm60,513
6838,WB,22486,4.00,pm60,638
6839,SB,22486,2.00,pm60,0
6840,NB,22530,3.30,pm60,54
6841,EB,22530,2.45,pm60,342
6842,WB,22530,3.30,pm60,175
6843,SB,22530,3.30,pm60,56
6844,NB,22543,3.00,pm60,183
6845,EB,22543,5.00,pm60,447
6846,WB,22543,4.15,pm60,386
6847,SB,22543,5.00,pm60,208
6848,NB,22585,4.15,pm60,332
6849,EB,22585,3.15,pm60,56
6850,WB,22585,2.45,pm60,37
6851,SB,22585,3.00,pm60,312
6852,NB,22591,2.30,pm60,101
6853,EB,22591,2.30,pm60,108
6854,WB,22591,2.00,pm60,0
6855,SB,22591,2.45,pm60,98
6856,NB,22601,2.00,pm60,21
6857,EB,22601,2.45,pm60,1259
6858,WB,22601,4.00,pm60,1424
6859,SB,22601,3.45,pm60,26
6860,NB,22606,2.45,pm60,1204
6861,EB,22606,2.15,pm60,38
6862,WB,22606,2.00,pm60,0
6863,SB,22606,4.00,pm60,733
6864,NB,22612,5.00,pm60,901
6865,EB,22612,3.15,pm60,142
6866,WB,22612,3.00,pm60,3
6867,SB,22612,5.00,pm60,1310
6868,NB,22641,3.00,pm60,0
6869,EB,22641,3.15,pm60,866
6870,WB,22641,5.00,pm60,785
6871,SB,22641,5.00,pm60,23
6872,NB,22644,4.15,pm60,564
6873,EB,22644,5.00,pm60,1270
6874,WB,22644,4.30,pm60,1033
6875,SB,22644,5.00,pm60,25
6876,NB,22645,3.00,pm60,0
6877,EB,22645,3.15,pm60,1553
6878,WB,22645,4.30,pm60,1535
6879,SB,22645,3.30,pm60,890
6880,NB,22648,5.00,pm60,714
6881,EB,22648,3.00,pm60,0
6882,WB,22648,3.15,pm60,28
6883,SB,22648,4.45,pm60,531
6884,NB,22390,3.45,pm60,818
6885,EB,22390,5.00,pm60,14
6886,WB,22390,3.00,pm60,8
6887,SB,22390,3.15,pm60,975
6888,NB,22499,3.00,pm60,0
6889,EB,22499,4.00,pm60,392
6890,WB,22499,4.15,pm60,372
6891,SB,22499,3.00,pm60,0
6892,NB,22589,2.30,pm60,55
6893,EB,22589,2.30,pm60,438
6894,WB,22589,4.00,pm60,496
6895,SB,22589,4.00,pm60,16
6896,NB,22669,5.00,pm60,298
6897,EB,22669,3.30,pm60,24
6898,WB,22669,4.15,pm60,33
6899,SB,22669,5.00,pm60,291
6900,NB,22673,4.00,pm60,664
6901,EB,22673,2.15,pm60,54
6902,WB,22673,2.00,pm60,11
6903,SB,22673,2.30,pm60,360
6904,NB,22680,4.00,pm60,591
6905,EB,22680,2.30,pm60,93
6906,WB,22680,2.30,pm60,6
6907,SB,22680,2.30,pm60,363
6908,NB,22710,4.30,pm60,452
6909,EB,22710,5.00,pm60,1648
6910,WB,22710,4.15,pm60,731
6911,SB,22710,3.30,pm60,574
6912,NB,22775,3.30,pm60,984
6913,EB,22775,3.00,pm60,91
6914,WB,22775,2.00,pm60,0
6915,SB,22775,3.15,pm60,800
6916,NB,22624,5.00,pm60,50
6917,EB,22624,4.45,pm60,147
6918,WB,22624,5.00,pm60,153
6919,SB,22624,4.00,pm60,40
6920,NB,22666,4.00,pm60,413
6921,EB,22666,2.45,pm60,97
6922,WB,22666,2.00,pm60,27
6923,SB,22666,2.45,pm60,366
6924,NB,22741,5.00,pm60,1804
6925,EB,22741,5.00,pm60,665
6926,WB,22741,3.00,pm60,0
6927,SB,22741,4.00,pm60,801
6928,NB,22762,3.00,pm60,610
6929,EB,22762,2.45,pm60,9
6930,WB,22762,1.30,pm60,62
6931,SB,22762,3.00,pm60,951
6932,NB,22833,3.00,pm60,0
6933,EB,22833,4.30,pm60,194
6934,WB,22833,5.00,pm60,136
6935,SB,22833,4.30,pm60,13
6936,NB,22848,3.30,pm60,547
6937,EB,22848,3.15,pm60,54
6938,WB,22848,3.00,pm60,28
6939,SB,22848,4.00,pm60,576
6940,NB,22868,3.15,pm60,12
6941,EB,22868,3.15,pm60,14
6942,WB,22868,3.15,pm60,4
6943,SB,22868,4.30,pm60,11
6944,NB,22873,5.00,pm60,1247
6945,EB,22873,3.45,pm60,84
6946,WB,22873,3.30,pm60,32
6947,SB,22873,3.15,pm60,689
6948,NB,22891,3.15,pm60,22
6949,EB,22891,3.30,pm60,490
6950,WB,22891,3.45,pm60,639
6951,SB,22891,3.15,pm60,65
6952,NB,22926,3.00,pm60,0
6953,EB,22926,4.00,pm60,879
6954,WB,22926,5.00,pm60,907
6955,SB,22926,3.30,pm60,44
6956,NB,22682,4.00,pm60,889
6957,EB,22682,2.15,pm60,72
6958,WB,22682,4.00,pm60,14
6959,SB,22682,3.00,pm60,626
6960,NB,22683,3.15,pm60,643
6961,EB,22683,2.15,pm60,50
6962,WB,22683,3.15,pm60,11
6963,SB,22683,4.00,pm60,596
6964,NB,22693,4.00,pm60,1318
6965,EB,22693,3.30,pm60,46
6966,WB,22693,5.00,pm60,78
6967,SB,22693,3.15,pm60,872
6968,NB,22696,4.45,pm60,619
6969,EB,22696,4.30,pm60,1793
6970,WB,22696,3.00,pm60,1301
6971,SB,22696,4.45,pm60,574
6972,NB,22698,5.00,pm60,600
6973,EB,22698,5.00,pm60,594
6974,WB,22698,4.30,pm60,174
6975,SB,22698,5.00,pm60,458
6976,NB,22709,5.00,pm60,633
6977,EB,22709,5.00,pm60,1859
6978,WB,22709,5.00,pm60,1661
6979,SB,22709,5.00,pm60,678
6980,NB,22888,4.30,pm60,45
6981,EB,22888,5.00,pm60,2196
6982,WB,22888,5.00,pm60,1602
6983,SB,22888,3.00,pm60,34
6984,NB,22937,4.45,pm60,1135
6985,EB,22937,3.00,pm60,0
6986,WB,22937,3.00,pm60,95
6987,SB,22937,4.15,pm60,1329
6988,NB,22938,3.00,pm60,0
6989,EB,22938,5.00,pm60,1265
6990,WB,22938,3.15,pm60,806
6991,SB,22938,4.45,pm60,117
6992,NB,22941,5.00,pm60,501
6993,EB,22941,5.00,pm60,887
6994,WB,22941,5.00,pm60,972
6995,SB,22941,3.45,pm60,302
6996,NB,22942,3.15,pm60,1578
6997,EB,22942,3.00,pm60,0
6998,WB,22942,3.00,pm60,13
6999,SB,22942,4.00,pm60,380
7000,NB,22949,3.45,pm60,364
7001,EB,22949,3.30,pm60,24
7002,WB,22949,4.00,pm60,56
7003,SB,22949,4.00,pm60,514
7004,NB,22950,4.00,pm60,462
7005,EB,22950,4.00,pm60,69
7006,WB,22950,2.15,pm60,33
7007,SB,22950,3.30,pm60,617
7008,NB,22952,4.00,pm60,597
7009,EB,22952,3.45,pm60,48
7010,WB,22952,3.45,pm60,77
7011,SB,22952,4.00,pm60,891
7012,NB,22954,4.00,pm60,891
7013,EB,22954,2.00,pm60,0
7014,WB,22954,3.00,pm60,36
7015,SB,22954,4.00,pm60,608
7016,NB,22956,3.30,pm60,431
7017,EB,22956,4.00,pm60,30
7018,WB,22956,4.00,pm60,40
7019,SB,22956,4.00,pm60,716
7020,NB,22957,2.30,pm60,420
7021,EB,22957,2.30,pm60,82
7022,WB,22957,2.00,pm60,22
7023,SB,22957,4.00,pm60,532
7024,NB,22958,2.15,pm60,359
7025,EB,22958,2.15,pm60,73
7026,WB,22958,2.00,pm60,40
7027,SB,22958,4.00,pm60,514
7028,NB,22959,3.45,pm60,498
7029,EB,22959,2.15,pm60,126
7030,WB,22959,2.00,pm60,0
7031,SB,22959,4.00,pm60,755
