,approach,count_id,time,type,volume
1726,WB,21694,3.00,pm60,1011
1727,SB,21694,2.30,pm60,41
1728,NB,21755,4.00,pm60,1368
1729,EB,21755,4.00,pm60,36
1730,WB,21755,2.00,pm60,30
1731,SB,21755,3.15,pm60,1346
1732,NB,21779,5.00,pm60,148
1733,EB,21779,5.00,pm60,2070
1734,WB,21779,5.00,pm60,1706
1735,SB,21779,5.00,pm60,159
1736,NB,21814,3.45,pm60,1964
1737,EB,21814,4.45,pm60,812
1738,WB,21814,5.00,pm60,1504
1739,SB,21814,3.00,pm60,0
1740,NB,21816,5.00,pm60,2956
1741,EB,21816,3.00,pm60,0
1742,WB,21816,5.00,pm60,1532
1743,SB,21816,3.00,pm60,0
1744,NB,21646,5.00,pm60,1448
1745,EB,21646,5.00,pm60,140
1746,WB,21646,3.00,pm60,0
1747,SB,21646,5.00,pm60,707
1748,NB,21669,4.00,pm60,24
1749,EB,21669,4.00,pm60,507
1750,WB,21669,3.00,pm60,616
1751,SB,21669,2.30,pm60,28
1752,NB,21728,3.00,pm60,0
1753,EB,21728,4.45,pm60,731
1754,WB,21728,4.15,pm60,883
1755,SB,21728,5.00,pm60,129
1756,NB,21729,5.00,pm60,1303
1757,EB,21729,5.30,pm15,53
1758,WB,21729,4.00,pm60,54
1759,SB,21729,4.00,pm15,1034
1760,NB,21752,3.15,pm60,1229
1761,EB,21752,5.00,pm60,2213
1762,WB,21752,5.00,pm60,1064
1763,SB,21752,5.00,pm60,1665
1764,NB,21789,2.00,pm60,87
1765,EB,21789,3.15,pm60,727
1766,WB,21789,2.30,pm60,758
1767,SB,21789,2.30,pm60,101
1768,NB,21830,4.15,pm60,1418
1769,EB,21830,3.00,pm60,0
1770,WB,21830,5.00,pm60,55
1771,SB,21830,5.00,pm60,375
1772,NB,21842,3.30,pm60,734
1773,EB,21842,2.00,pm60,0
1774,WB,21842,4.00,pm60,12
1775,SB,21842,3.45,pm60,917
1776,NB,21845,2.15,pm60,734
1777,EB,21845,2.00,pm60,28
1778,WB,21845,2.30,pm60,56
1779,SB,21845,2.15,pm60,1023
1780,NB,21879,3.00,pm60,848
1781,EB,21879,3.00,pm60,0
1782,WB,21879,5.00,pm60,92
1783,SB,21879,5.00,pm60,156
1784,NB,21921,4.00,pm60,914
1785,EB,21921,3.45,pm60,56
1786,WB,21921,2.15,pm60,16
1787,SB,21921,4.00,pm60,1021
1788,NB,21982,5.00,pm60,366
1789,EB,21982,3.15,pm60,150
1790,WB,21982,5.00,pm60,1341
1791,SB,21982,4.00,pm60,839
1792,NB,22007,2.45,pm60,120
1793,EB,22007,3.15,pm60,2120
1794,WB,22007,3.00,pm60,1384
1795,SB,22007,3.30,pm60,35
1796,NB,22046,5.00,pm60,1140
1797,EB,22046,4.45,pm60,80
1798,WB,22046,5.00,pm60,35
1799,SB,22046,5.00,pm60,1024
1800,NB,22091,5.00,pm60,300
1801,EB,22091,3.00,pm60,0
1802,WB,22091,5.00,pm60,349
1803,SB,22091,4.45,pm60,548
1804,NB,7193,2.00,pm60,0
1805,EB,7193,3.30,pm60,1062
1806,WB,7193,3.30,pm60,1087
1807,SB,7193,2.15,pm60,63
1808,NB,7199,4.45,pm60,34
1809,EB,7199,5.00,pm60,1172
1810,WB,7199,5.00,pm60,1131
1811,SB,7199,4.00,pm60,42
1812,NB,7201,4.45,pm60,1111
1813,EB,7201,5.00,pm60,215
1814,WB,7201,3.30,pm60,41
1815,SB,7201,5.00,pm60,944
1816,NB,7230,4.00,pm60,1618
1817,EB,7230,4.00,pm60,25
1818,WB,7230,4.00,pm60,34
1819,SB,7230,4.00,pm60,1317
1820,NB,7343,5.00,pm60,709
1821,EB,7343,4.45,pm60,116
1822,WB,7343,3.00,pm60,70
1823,SB,7343,4.45,pm60,625
1824,NB,7407,3.15,pm60,1166
1825,EB,7407,3.00,pm60,75
1826,WB,7407,3.00,pm60,112
1827,SB,7407,5.00,pm60,1557
1828,NB,7135,2.00,pm60,107
1829,EB,7135,2.15,pm60,832
1830,WB,7135,3.00,pm60,1435
1831,SB,7135,1.00,pm60,0
1832,NB,7375,3.00,pm60,145
1833,EB,7375,5.00,pm60,1372
1834,WB,7375,5.00,pm60,872
1835,SB,7375,5.00,pm60,268
1836,NB,7513,4.45,pm60,55
1837,EB,7513,4.30,pm60,69
1838,WB,7513,4.45,pm60,79
1839,SB,7513,4.45,pm60,42
1840,NB,7570,3.00,pm60,464
1841,EB,7570,1.30,pm60,126
1842,WB,7570,1.15,pm60,43
1843,SB,7570,3.00,pm60,577
1844,NB,7572,5.00,pm60,1181
1845,EB,7572,5.00,pm60,1063
1846,WB,7572,5.00,pm60,637
1847,SB,7572,5.00,pm60,893
1848,NB,7574,3.00,pm60,61
1849,EB,7574,3.00,pm60,963
1850,WB,7574,2.45,pm60,852
1851,SB,7574,1.00,pm60,13
1852,NB,7588,5.00,pm60,1284
1853,EB,7588,5.00,pm60,1153
1854,WB,7588,3.30,pm60,862
1855,SB,7588,5.00,pm60,822
1856,NB,7590,5.00,pm60,1523
1857,EB,7590,5.00,pm60,269
1858,WB,7590,5.00,pm60,461
1859,SB,7590,3.15,pm60,801
1860,NB,7220,5.00,pm60,16
1861,EB,7220,5.00,pm60,1370
1862,WB,7220,3.45,pm60,880
1863,SB,7220,5.00,pm60,20
1864,NB,7658,5.00,pm60,1943
1865,EB,7658,4.30,pm60,1237
1866,WB,7658,5.00,pm60,1608
1867,SB,7658,4.45,pm60,506
1868,NB,7406,3.15,pm60,1166
1869,EB,7406,3.00,pm60,75
1870,WB,7406,3.00,pm60,112
1871,SB,7406,5.00,pm60,1557
1872,NB,7414,5.00,pm60,1903
1873,EB,7414,5.00,pm60,71
1874,WB,7414,4.45,pm60,79
1875,SB,7414,3.00,pm60,1042
1876,NB,7516,4.30,pm60,686
1877,EB,7516,4.15,pm60,706
1878,WB,7516,5.00,pm60,1340
1879,SB,7516,4.00,pm60,982
1880,NB,7519,3.00,pm60,36
1881,EB,7519,4.00,pm60,892
1882,WB,7519,4.00,pm60,709
1883,SB,7519,3.00,pm60,80
1884,NB,7551,5.00,pm60,200
1885,EB,7551,5.00,pm60,1436
1886,WB,7551,4.00,pm60,1136
1887,SB,7551,4.45,pm60,135
1888,NB,7735,4.00,pm60,398
1889,EB,7735,4.45,pm60,48
1890,WB,7735,4.30,pm60,36
1891,SB,7735,5.00,pm60,709
1892,NB,7740,5.00,pm60,1337
1893,EB,7740,5.00,pm60,1612
1894,WB,7740,4.30,pm60,1012
1895,SB,7740,5.00,pm60,586
1896,NB,7741,4.30,pm60,145
1897,EB,7741,5.00,pm60,1077
1898,WB,7741,5.00,pm60,1059
1899,SB,7741,3.45,pm60,77
1900,NB,7752,4.45,pm60,897
1901,EB,7752,5.00,pm60,1166
1902,WB,7752,5.00,pm60,1036
1903,SB,7752,5.00,pm60,1219
1904,NB,7887,5.00,pm60,168
1905,EB,7887,5.00,pm60,883
1906,WB,7887,5.00,pm60,670
1907,SB,7887,5.00,pm60,249
1908,NB,7889,5.00,pm60,1326
1909,EB,7889,4.00,pm60,1014
1910,WB,7889,5.00,pm60,896
1911,SB,7889,5.00,pm60,1701
1912,NB,7906,4.45,pm60,2196
1913,EB,7906,3.00,pm60,0
1914,WB,7906,5.00,pm60,779
1915,SB,7906,4.00,pm60,1273
1916,NB,7907,4.15,pm60,278
1917,EB,7907,5.00,pm60,132
1918,WB,7907,5.00,pm60,147
1919,SB,7907,5.00,pm60,570
1920,NB,7928,2.00,pm60,0
1921,EB,7928,3.30,pm60,704
1922,WB,7928,4.00,pm60,758
1923,SB,7928,3.15,pm60,61
1924,NB,7932,5.00,pm60,1727
1925,EB,7932,3.00,pm60,722
1926,WB,7932,3.45,pm60,188
1927,SB,7932,4.45,pm60,1505
1928,NB,7933,4.45,pm60,23
1929,EB,7933,5.00,pm60,987
1930,WB,7933,5.00,pm60,904
1931,SB,7933,3.30,pm60,220
1932,NB,7937,5.00,pm60,885
1933,EB,7937,5.00,pm60,582
1934,WB,7937,4.15,pm60,278
1935,SB,7937,4.15,pm60,807
1936,NB,7945,3.45,pm60,1323
1937,EB,7945,3.45,pm60,1061
1938,WB,7945,4.45,pm60,981
1939,SB,7945,4.00,pm60,866
1940,NB,7985,5.00,pm60,925
1941,EB,7985,5.00,pm60,648
1942,WB,7985,3.15,pm60,268
1943,SB,7985,5.00,pm60,633
1944,NB,7995,5.00,pm60,1407
1945,EB,7995,4.45,pm60,1404
1946,WB,7995,5.00,pm60,1305
1947,SB,7995,5.00,pm60,1321
1948,NB,7739,4.15,pm60,1927
1949,EB,7739,4.00,pm60,1428
1950,WB,7739,4.30,pm60,1085
1951,SB,7739,5.00,pm60,1154
1952,NB,7743,3.00,pm60,691
1953,EB,7743,3.00,pm60,0
1954,WB,7743,5.00,pm60,2072
1955,SB,7743,5.00,pm60,1364
1956,NB,7765,5.00,pm60,136
1957,EB,7765,5.00,pm60,1191
1958,WB,7765,5.00,pm60,1289
1959,SB,7765,3.00,pm60,171
1960,NB,7837,5.00,pm60,1182
1961,EB,7837,5.00,pm60,2124
1962,WB,7837,5.00,pm60,1909
1963,SB,7837,5.00,pm60,1075
1964,NB,7930,5.00,pm60,1182
1965,EB,7930,5.00,pm60,843
1966,WB,7930,5.00,pm60,659
1967,SB,7930,5.00,pm60,887
1968,NB,7949,5.00,pm60,1167
1969,EB,7949,4.45,pm60,335
1970,WB,7949,3.00,pm60,0
1971,SB,7949,5.00,pm60,1510
1972,NB,8040,3.45,pm60,1543
1973,EB,8040,5.00,pm60,608
1974,WB,8040,5.00,pm60,485
1975,SB,8040,3.00,pm60,1376
1976,NB,8066,4.30,pm60,869
1977,EB,8066,3.30,pm60,291
1978,WB,8066,5.00,pm60,215
1979,SB,8066,4.45,pm60,1183
1980,NB,8821,4.45,pm60,531
1981,EB,8821,3.15,pm60,1913
1982,WB,8821,5.00,pm60,1267
1983,SB,8821,3.00,pm60,0
1984,NB,8819,2.00,pm60,0
1985,EB,8819,4.00,pm60,2403
1986,WB,8819,2.15,pm60,1238
1987,SB,8819,4.00,pm60,19
1988,NB,8837,3.00,pm60,1060
1989,EB,8837,5.00,pm60,2864
1990,WB,8837,3.00,pm60,1126
1991,SB,8837,5.00,pm60,112
1992,NB,8897,3.00,pm60,0
1993,EB,8897,4.30,pm60,620
1994,WB,8897,5.00,pm60,634
1995,SB,8897,5.00,pm60,2124
1996,NB,8936,5.00,pm60,147
1997,EB,8936,5.00,pm60,3110
1998,WB,8936,4.15,pm60,2685
1999,SB,8936,5.00,pm60,7
2000,NB,8772,4.15,pm60,1884
2001,EB,8772,5.00,pm60,153
2002,WB,8772,4.45,pm60,168
2003,SB,8772,4.00,pm60,1409
2004,NB,8822,5.00,pm60,811
2005,EB,8822,5.00,pm60,2864
2006,WB,8822,5.00,pm60,1841
2007,SB,8822,4.45,pm60,57
2008,NB,8823,3.00,pm60,449
2009,EB,8823,3.30,pm60,24
2010,WB,8823,3.00,pm60,56
2011,SB,8823,2.30,pm60,299
2012,NB,8877,2.00,pm60,19
2013,EB,8877,4.00,pm60,486
2014,WB,8877,3.30,pm60,1093
2015,SB,8877,2.45,pm60,9
2016,NB,8879,5.00,pm60,1896
2017,EB,8879,4.45,pm60,1631
2018,WB,8879,4.00,pm60,1200
2019,SB,8879,4.30,pm60,1461
2020,NB,8991,4.00,pm60,745
2021,EB,8991,4.00,pm60,15
2022,WB,8991,3.30,pm60,46
2023,SB,8991,4.00,pm60,750
2024,NB,8992,3.00,pm60,403
2025,EB,8992,1.00,pm60,0
2026,WB,8992,2.45,pm60,59
2027,SB,8992,3.00,pm60,477
2028,NB,8993,3.00,pm60,403
2029,EB,8993,1.00,pm60,0
2030,WB,8993,2.45,pm60,59
2031,SB,8993,3.00,pm60,477
2032,NB,9015,4.45,pm60,3056
2033,EB,9015,4.45,pm60,1211
2034,WB,9015,5.00,pm60,1414
2035,SB,9015,3.00,pm60,0
2036,NB,9017,5.00,pm60,2418
2037,EB,9017,5.00,pm60,1703
2038,WB,9017,3.00,pm60,0
2039,SB,9017,3.00,pm60,0
2040,NB,9018,5.00,pm60,2418
2041,EB,9018,5.00,pm60,1703
2042,WB,9018,3.00,pm60,0
2043,SB,9018,3.00,pm60,0
2044,NB,9020,3.00,pm60,53
2045,EB,9020,5.00,pm60,927
2046,WB,9020,5.00,pm60,657
2047,SB,9020,3.00,pm60,0
2048,NB,9021,5.00,pm60,87
2049,EB,9021,5.00,pm60,1192
2050,WB,9021,3.30,pm60,827
2051,SB,9021,3.00,pm60,0
2052,NB,9022,3.30,pm60,59
2053,EB,9022,3.00,pm60,1235
2054,WB,9022,2.45,pm60,1010
2055,SB,9022,3.00,pm60,145
2056,NB,846,5.00,pm60,1215
2057,EB,846,5.00,pm60,1646
2058,WB,846,5.00,pm60,1544
2059,SB,846,5.00,pm60,2371
2060,NB,863,5.00,pm60,824
2061,EB,863,3.00,pm15,0
2062,WB,863,4.30,pm60,906
2063,SB,863,4.30,pm15,795
2064,NB,868,5.00,pm60,4167
2065,EB,868,3.00,pm60,1404
2066,WB,868,3.00,pm60,0
2067,SB,868,3.00,pm60,0
2068,NB,875,5.00,pm60,2177
2069,EB,875,4.30,pm60,1057
2070,WB,875,5.00,pm60,1167
2071,SB,875,3.00,pm60,0
2072,NB,882,5.00,pm60,2581
2073,EB,882,3.00,pm60,0
2074,WB,882,5.00,pm60,1400
2075,SB,882,3.00,pm60,0
2076,NB,886,5.00,pm60,1014
2077,EB,886,5.00,pm15,1458
2078,WB,886,3.00,pm60,0
2079,SB,886,5.00,pm15,672
2080,NB,893,3.45,pm60,1964
2081,EB,893,4.45,pm60,812
2082,WB,893,5.00,pm60,1504
2083,SB,893,3.00,pm60,0
2084,NB,910,3.00,pm60,0
2085,EB,910,5.00,pm15,1240
2086,WB,910,5.00,pm60,653
2087,SB,910,5.00,pm15,1766
2088,NB,914,5.00,pm60,2956
2089,EB,914,3.00,pm60,0
2090,WB,914,5.00,pm60,1532
2091,SB,914,3.00,pm60,0
2092,NB,950,3.45,pm60,1554
2093,EB,950,4.30,pm60,886
2094,WB,950,5.00,pm60,1623
2095,SB,950,3.00,pm60,0
2096,NB,1006,4.45,pm60,1532
2097,EB,1006,3.15,pm60,829
2098,WB,1006,5.00,pm60,687
2099,SB,1006,5.00,pm60,302
2100,NB,1049,3.15,pm60,1966
2101,EB,1049,3.00,pm60,838
2102,WB,1049,5.00,pm60,1201
2103,SB,1049,4.15,pm60,1169
2104,NB,1057,4.45,pm60,1471
2105,EB,1057,3.15,pm60,677
2106,WB,1057,5.00,pm60,744
2107,SB,1057,4.45,pm60,750
2108,NB,1080,5.00,pm60,1526
2109,EB,1080,5.00,pm60,147
2110,WB,1080,5.00,pm60,785
2111,SB,1080,5.00,pm60,306
2112,NB,1092,5.00,pm60,1692
2113,EB,1092,5.00,pm60,1893
2114,WB,1092,3.00,pm60,0
2115,SB,1092,3.00,pm60,0
2116,NB,1133,5.00,pm60,3284
2117,EB,1133,3.00,pm60,0
2118,WB,1133,5.00,pm60,2178
2119,SB,1133,3.00,pm60,0
2120,NB,1135,3.00,pm60,18
2121,EB,1135,2.15,pm60,375
2122,WB,1135,3.15,pm60,847
2123,SB,1135,2.00,pm60,0
2124,NB,1149,4.45,pm60,2032
2125,EB,1149,3.00,pm60,281
2126,WB,1149,4.45,pm60,385
2127,SB,1149,4.45,pm60,961
2128,NB,1155,5.00,pm60,852
2129,EB,1155,5.00,pm60,1296
2130,WB,1155,5.00,pm60,1462
2131,SB,1155,4.45,pm60,173
2132,NB,1169,3.15,pm60,61
2133,EB,1169,3.00,pm60,308
2134,WB,1169,2.45,pm60,337
2135,SB,1169,2.45,pm60,38
2136,NB,1191,4.00,pm60,50
2137,EB,1191,3.45,pm60,665
2138,WB,1191,2.30,pm60,409
2139,SB,1191,2.00,pm60,0
2140,NB,1208,2.00,pm60,0
2141,EB,1208,4.00,pm60,1002
2142,WB,1208,2.45,pm60,769
2143,SB,1208,3.15,pm60,62
2144,NB,1223,5.00,pm60,1219
2145,EB,1223,5.00,pm60,1320
2146,WB,1223,4.15,pm60,553
2147,SB,1223,3.15,pm60,632
2148,NB,1227,4.15,pm60,727
2149,EB,1227,5.00,pm60,1715
2150,WB,1227,3.00,pm60,1204
2151,SB,1227,4.45,pm60,999
2152,NB,1253,4.30,pm60,1297
2153,EB,1253,4.45,pm60,1735
2154,WB,1253,4.45,pm60,792
2155,SB,1253,3.30,pm60,1778
2156,NB,1346,3.00,pm60,529
2157,EB,1346,5.00,pm60,572
2158,WB,1346,5.00,pm60,522
2159,SB,1346,4.00,pm60,1028
2160,NB,1352,5.00,pm60,147
2161,EB,1352,4.45,pm60,674
2162,WB,1352,4.00,pm60,279
2163,SB,1352,4.45,pm60,218
2164,NB,1381,5.00,pm60,541
2165,EB,1381,5.00,pm60,169
2166,WB,1381,5.00,pm60,298
2167,SB,1381,5.00,pm60,1586
2168,NB,1384,5.00,pm60,1532
2169,EB,1384,5.00,pm60,1161
2170,WB,1384,5.00,pm60,931
2171,SB,1384,4.45,pm60,1401
2172,NB,1406,4.45,pm60,1295
2173,EB,1406,5.00,pm60,1210
2174,WB,1406,5.00,pm60,1064
2175,SB,1406,5.00,pm60,1214
2176,NB,1417,5.00,pm60,443
2177,EB,1417,3.00,pm60,216
2178,WB,1417,5.00,pm60,163
2179,SB,1417,5.00,pm60,359
2180,NB,1516,5.00,pm60,1613
2181,EB,1516,4.45,pm60,1208
2182,WB,1516,5.00,pm60,1066
2183,SB,1516,3.45,pm60,1285
2184,NB,1532,5.00,pm60,1707
2185,EB,1532,4.45,pm60,105
2186,WB,1532,3.45,pm60,51
2187,SB,1532,4.45,pm60,1632
2188,NB,1639,4.45,pm60,1188
2189,EB,1639,3.15,pm60,2565
2190,WB,1639,5.00,pm60,2853
2191,SB,1639,4.45,pm60,1198
2192,NB,1664,4.00,pm15,0
2193,EB,1664,5.15,pm15,1687
2194,WB,1664,5.45,pm60,2154
2195,SB,1664,6.00,pm15,27
2196,NB,1691,2.45,pm60,634
2197,EB,1691,4.00,pm60,159
2198,WB,1691,4.00,pm60,37
2199,SB,1691,2.00,pm60,524
2200,NB,1744,3.00,pm60,442
2201,EB,1744,2.30,pm60,44
2202,WB,1744,3.00,pm60,64
2203,SB,1744,4.00,pm60,455
2204,NB,1762,4.15,pm60,32
2205,EB,1762,4.45,pm60,88
2206,WB,1762,3.15,pm60,50
2207,SB,1762,3.45,pm60,24
2208,NB,1852,5.00,pm60,738
2209,EB,1852,4.45,pm60,910
2210,WB,1852,5.00,pm60,1049
2211,SB,1852,5.00,pm60,770
2212,NB,1928,5.00,pm60,941
2213,EB,1928,3.00,pm60,1812
2214,WB,1928,3.00,pm60,2310
2215,SB,1928,3.00,pm60,0
2216,NB,1931,3.15,pm60,359
2217,EB,1931,3.00,pm60,0
2218,WB,1931,5.00,pm60,745
2219,SB,1931,5.00,pm60,272
2220,NB,1937,3.00,pm60,0
2221,EB,1937,3.45,pm60,1829
2222,WB,1937,5.00,pm60,2497
2223,SB,1937,5.00,pm60,1461
2224,NB,1971,3.00,pm60,371
2225,EB,1971,3.00,pm60,1
2226,WB,1971,3.45,pm60,40
2227,SB,1971,4.15,pm60,496
2228,NB,1983,4.00,pm60,1454
2229,EB,1983,4.00,pm60,105
2230,WB,1983,3.15,pm60,309
2231,SB,1983,4.00,pm60,1749
2232,NB,2018,4.30,pm60,60
2233,EB,2018,4.45,pm60,1083
2234,WB,2018,4.15,pm60,911
2235,SB,2018,5.00,pm60,22
2236,NB,2051,4.45,pm60,1360
2237,EB,2051,4.30,pm60,908
2238,WB,2051,4.15,pm60,900
2239,SB,2051,5.00,pm60,1195
2240,NB,2068,5.00,pm60,646
2241,EB,2068,3.00,pm60,2137
2242,WB,2068,3.00,pm60,2072
2243,SB,2068,4.00,pm60,694
2244,NB,2088,3.15,pm60,1166
2245,EB,2088,3.00,pm60,75
2246,WB,2088,3.00,pm60,112
2247,SB,2088,5.00,pm60,1557
2248,NB,2109,2.45,pm60,1389
2249,EB,2109,3.15,pm60,38
2250,WB,2109,3.45,pm60,35
2251,SB,2109,4.00,pm60,1497
2252,NB,2112,4.00,pm60,1456
2253,EB,2112,5.00,pm60,1131
2254,WB,2112,4.00,pm60,251
2255,SB,2112,5.00,pm60,2632
2256,NB,2119,4.00,pm60,745
2257,EB,2119,2.45,pm60,80
2258,WB,2119,4.00,pm60,40
2259,SB,2119,4.00,pm60,585
2260,NB,2152,6.01,pm60,90
2261,EB,2152,2.45,am60,1327
2262,WB,2152,2.30,pm60,1161
2263,SB,2152,1.45,am60,102
2264,NB,2153,3.00,pm60,114
2265,EB,2153,5.00,pm60,1810
2266,WB,2153,3.00,pm60,1432
2267,SB,2153,3.30,pm60,53
2268,NB,2155,5.00,pm60,161
2269,EB,2155,4.15,pm60,40
2270,WB,2155,4.15,pm60,38
2271,SB,2155,3.00,pm60,105
2272,NB,2257,4.00,pm60,63
2273,EB,2257,4.00,pm60,1562
2274,WB,2257,3.15,pm60,1070
2275,SB,2257,2.15,pm60,64
2276,NB,2273,5.00,pm60,618
2277,EB,2273,5.00,pm60,24
2278,WB,2273,3.30,pm60,25
2279,SB,2273,5.00,pm60,450
2280,NB,2291,3.00,pm60,17
2281,EB,2291,5.00,pm60,1820
2282,WB,2291,5.00,pm60,1065
2283,SB,2291,3.00,pm60,19
2284,NB,2299,3.30,pm60,21
2285,EB,2299,3.00,pm60,0
2286,WB,2299,3.45,pm60,18
2287,SB,2299,4.00,pm60,7
2288,NB,2310,5.00,pm60,539
2289,EB,2310,5.00,pm60,29
2290,WB,2310,5.00,pm60,78
2291,SB,2310,4.45,pm60,402
2292,NB,2322,5.00,pm60,91
2293,EB,2322,5.00,pm60,129
2294,WB,2322,5.00,pm60,299
2295,SB,2322,3.00,pm60,23
2296,NB,2332,4.00,pm60,495
2297,EB,2332,4.00,pm60,121
2298,WB,2332,2.00,pm60,0
2299,SB,2332,4.00,pm60,568
2300,NB,2340,5.00,pm60,935
2301,EB,2340,3.00,pm60,0
2302,WB,2340,4.45,pm60,33
2303,SB,2340,3.00,pm60,265
2304,NB,2341,5.00,pm60,757
2305,EB,2341,3.00,pm60,0
2306,WB,2341,5.00,pm60,53
2307,SB,2341,5.00,pm60,330
2308,NB,2389,5.00,am60,1115
2309,EB,2389,5.00,pm15,422
2310,WB,2389,4.45,pm60,551
2311,SB,2389,5.00,pm15,942
2312,NB,2429,4.45,pm60,458
2313,EB,2429,5.00,pm60,54
2314,WB,2429,3.15,pm60,63
2315,SB,2429,3.15,pm60,381
2316,NB,2446,5.00,pm60,1002
2317,EB,2446,3.30,pm60,20
2318,WB,2446,5.00,pm60,275
2319,SB,2446,3.30,pm60,428
2320,NB,2453,5.00,pm60,1496
2321,EB,2453,3.30,pm60,196
2322,WB,2453,3.00,pm60,0
2323,SB,2453,5.00,pm60,878
2324,NB,2457,5.00,pm60,1448
2325,EB,2457,3.45,pm60,231
2326,WB,2457,3.00,pm60,0
2327,SB,2457,3.45,pm60,478
2328,NB,2465,5.00,pm60,605
2329,EB,2465,5.00,pm60,1397
2330,WB,2465,5.00,pm60,637
2331,SB,2465,5.00,pm60,618
2332,NB,2477,4.00,pm60,428
2333,EB,2477,3.00,pm60,0
2334,WB,2477,4.00,pm60,16
2335,SB,2477,4.00,pm60,365
2336,NB,2478,5.00,pm60,864
2337,EB,2478,3.00,pm60,0
2338,WB,2478,3.45,pm60,12
2339,SB,2478,5.00,pm60,590
2340,NB,2609,3.00,pm60,0
2341,EB,2609,3.00,pm60,0
2342,WB,2609,3.00,pm60,0
2343,SB,2609,3.00,pm60,1
2344,NB,2646,4.30,pm60,421
2345,EB,2646,3.45,pm60,1537
2346,WB,2646,3.00,pm60,1018
2347,SB,2646,5.00,pm60,335
2348,NB,2735,5.00,pm60,1291
2349,EB,2735,3.30,pm60,1313
2350,WB,2735,5.00,pm60,567
2351,SB,2735,5.00,pm60,1159
2352,NB,2771,3.00,pm60,0
2353,EB,2771,3.00,pm60,0
2354,WB,2771,3.00,pm60,0
2355,SB,2771,3.00,pm60,0
2356,NB,2772,5.00,pm60,435
2357,EB,2772,4.45,pm60,848
2358,WB,2772,3.00,pm60,816
2359,SB,2772,5.00,pm60,504
2360,NB,2811,5.00,pm60,54
2361,EB,2811,4.15,pm60,2099
2362,WB,2811,3.00,pm60,1193
2363,SB,2811,3.30,pm60,58
2364,NB,7591,4.00,pm60,911
2365,EB,7591,2.00,pm60,91
2366,WB,7591,2.00,pm60,20
2367,SB,7591,4.00,pm60,963
2368,NB,2870,3.45,pm60,391
2369,EB,2870,5.00,pm60,1333
2370,WB,2870,3.15,pm60,1453
2371,SB,2870,3.15,pm60,1079
2372,NB,2946,3.00,pm60,0
2373,EB,2946,3.00,pm60,181
2374,WB,2946,3.00,pm60,0
2375,SB,2946,3.00,pm60,0
2376,NB,2988,3.30,pm60,64
2377,EB,2988,3.45,pm60,2221
2378,WB,2988,5.00,pm60,2193
2379,SB,2988,3.00,pm60,83
2380,NB,2995,5.00,pm60,715
2381,EB,2995,5.00,pm60,819
2382,WB,2995,5.00,pm60,752
2383,SB,2995,3.00,pm60,726
2384,NB,3048,4.45,pm60,61
2385,EB,3048,5.00,pm60,97
2386,WB,3048,5.00,pm60,194
2387,SB,3048,5.00,pm60,26
2388,NB,3103,3.15,pm60,483
2389,EB,3103,4.00,pm60,991
2390,WB,3103,4.15,pm60,998
2391,SB,3103,5.00,pm60,402
2392,NB,3128,5.00,pm60,191
2393,EB,3128,4.45,pm60,947
2394,WB,3128,5.00,pm60,1128
2395,SB,3128,5.00,pm60,1327
2396,NB,3142,5.00,pm60,782
2397,EB,3142,4.30,pm60,112
2398,WB,3142,3.00,pm60,0
2399,SB,3142,5.00,pm60,1361
2400,NB,3146,4.00,pm60,1167
2401,EB,3146,3.00,pm60,518
2402,WB,3146,4.00,pm60,520
2403,SB,3146,2.15,pm60,1002
2404,NB,3199,3.00,pm60,21
2405,EB,3199,4.00,pm60,796
2406,WB,3199,3.15,pm60,1064
2407,SB,3199,3.15,pm60,48
2408,NB,3310,4.45,pm60,436
2409,EB,3310,3.45,pm60,229
2410,WB,3310,5.00,pm60,469
2411,SB,3310,4.30,pm60,230
2412,NB,3365,3.00,pm60,0
2413,EB,3365,5.00,pm60,2484
2414,WB,3365,5.00,pm60,2068
2415,SB,3365,3.00,pm60,33
2416,NB,3405,5.00,pm60,1504
2417,EB,3405,4.45,pm60,1221
2418,WB,3405,5.00,pm60,1156
2419,SB,3405,5.00,pm60,1169
2420,NB,3409,4.00,pm60,1263
2421,EB,3409,3.15,pm60,22
2422,WB,3409,2.15,pm60,53
2423,SB,3409,4.00,pm60,1355
2424,NB,3417,4.45,pm60,1204
2425,EB,3417,4.45,pm60,1195
2426,WB,3417,5.00,pm60,1069
2427,SB,3417,5.00,pm60,1228
2428,NB,3425,5.00,pm60,1272
2429,EB,3425,5.00,pm60,1172
2430,WB,3425,5.00,pm60,1037
2431,SB,3425,5.00,pm60,1155
2432,NB,3452,4.00,pm60,789
2433,EB,3452,2.00,pm60,428
2434,WB,3452,2.00,pm60,0
2435,SB,3452,2.15,pm60,446
2436,NB,3479,4.00,pm60,489
2437,EB,3479,3.00,pm60,248
2438,WB,3479,4.00,pm60,99
2439,SB,3479,2.45,pm60,204
2440,NB,3578,4.45,pm60,1055
2441,EB,3578,3.15,pm60,1441
2442,WB,3578,5.00,pm60,1540
2443,SB,3578,3.45,pm60,823
2444,NB,3587,3.45,pm60,115
2445,EB,3587,4.45,pm60,1490
2446,WB,3587,5.00,pm60,984
2447,SB,3587,3.00,pm60,67
2448,NB,3642,3.45,pm60,54
2449,EB,3642,5.00,pm60,968
